name,page
Napier,88
Narfes,88
Neacles,88
Nebuchadnezzar,88
Nechaoh,88
Nehemiah,88
Nemefian,88
Nennius,88
"Nepos, Cornelius",88
Neriglissar,88
Nero,89
Nerva,89
Nestorius,89
Newton,89
Nicander of Colophon,89
Nicephorus Calistus,89
Nicephorus Constantinopolitanus,89
Nicephorus Logothetes,89
Nicephorus Phocas,89
Nicepsos,89
Nicetas Acominatus,89
Nicholas de Lyra,89
Nicias,89
Nicias,89
Nicolaus Alex,89
Nicomachus Gerasenus,89
Niger,89
Nigidius Figulus,89
Nonnus Panopolita,89
Nonnus,89
Novatian,89
Numa,89
Nuroddin,89
Oannes,89
Obadiah,89
Obeidallah,89
Obeidallah Al Mohdi,89
Obertus de Orto,89
Obsequens J.,89
"Occam, William",90
Ocellus Lucanus,90
Octavius Horatianus,90
Odenatus,90
Odo St.,90
Odo Cantianus,90
"Odoacer, King of the Heruli",90
Odurius Vitalis,90
Oecolampadius,90
Oecumenius,90
Oedipus,90
Oenotrus,90
Offa of Mercia,90
Ogyges,90
Oktah,90
Olaus Magnus,90
Oldcastle,90
Olivarez,90
"Oliver, Isaac",90
Olympiodorus,90
Omar,90
Onesicratus,90
Onias,90
Onkelos,90
Onosander,90
Oppian,90
"Orange, William of",90
Ordonno of Leon,90
Organa (Andrea),90
Oribasius,90
Origen,90
Orlando,90
Orobio,90
Orodes,91
Orofius,91
Orpheus,91
Ossian,91
Othman,91
Othman the Turk,91
Otho,91
Otho of Germany,91
Otho of Milan,91
Otho Frissingensis,91
Otto de Gueric,91
Oughtred,91
Ovid,91
Oulugbeg,91
"Owen, John",91
Oxienstiern,91
Pachymerus,91
"Paciolus, Lucas",91
Pacuvius,91
Pagninus Sanctes,91
Palaemon,91
Palaephatus,91
"Paleologus, J. Michael",91
Palestina,91
Palladio,91
Pallas,91
Pampilius,91
Panaenus,91
Panaetius,91
Pancirollus,92
Panodorus,92
Pantaenus,92
Panvinius Onuphrius,92
Papias,92
Papinian,92
Papirius,92
Papirius,92
Pappus of Alex,92
Paracelsus,92
"Paris, Matthew",92
Parmegiano,92
Parmenides,92
Parrhasius,92
Parthenius,92
Pascal,92
Paschasius Rupertus,92
Paterculus,92
Patric St.,92
Paul Veronese,92
Paul St.,92
Paul of Venice,92
Paul Warnesrid,92
Paulatio of Venice ,92
Paulinus,92
Paulus Aegineta,92
Paulus Aemilius,92
Paulus Julius,92
Paulus Samosatenus,92
Paulus Silentiarius,92
Pausanias,92
Pausanias,92
Pausias of Sicyon,93
Pegasus,93
Peiresc,93
Pekay,93
Pelagius,93
"Pelham, Henry",93
Pelopias,93
Pelops,93
Pembroke,93
"Penn, William",93
Pepin Heristel,93
Pepin the Short,93
Pepin of Aquitain,93
"Percy, Henry E. of Northumberland",93
Perdiccas,93
"Perez, Antonio",93
Periander,93
Pericles,93
Perizonius,93
Perron,93
Perseus,93
Perseus ,93
Perseus,93
Pertinax,93
Petavins,93
"Peter, St",93
Peter the Great,93
Peter d'Apono,93
Peter of Blois,93
Peter Martyr,93
Petosiris,94
Petrarch,94
Petronius Arbiter,94
Petrus Blesensis,94
Petrus Chrysolorus,94
Peubachius,94
Phaedo,94
Phaedrus,94
Phalantus,94
Phalaris,94
Pharamond,94
Pherecydes,94
Pherecydes Ath.,94
Phidias,94
Phidon,94
Philelphus,94
Philemon,94
Philetas,94
Philistus,94
Philip of Macedonia,94
Philip 2nd,94
Philip the Emp.,94
Philip of France,94
Philip Augustus,94
Philip the Good of Burgundy,94
Philip 2nd of Spain,94
Philippicus the Emperor,94
Philippicus the General,94
Phillippus de Leydis,94
Philo Academicus,94
Philo Biblius,94
Philo Judaeus,94
Philochorus,95
Philolaus,95
Philopoemen,95
Philoponus J.,95
Philostratus,95
Philostratus Junior,95
Philotheus Amphissensis,95
Phlegon Tralliensis,95
Phocas,95
Phocion,95
Phocylides,95
Phoroneus,95
Photius,95
Photius Gallus,95
Phrynicus Arabius,95
Phryxus,95
Picus of Mirandola,95
Pilate,95
Pindar,95
Pisani of Venice,95
Pisides G,95
Pisistraus,95
Piso C.,95
Pitcairne,95
Pittacus,95
"Pizarro, Francis",95
Plantin,95
Planudes,95
Plantina B.,95
Plato,95
Plautianus,95
Pliny Major,95
Pliny Junior,96
Plotina,96
Plotinus,96
Plutarch,96
"Pococke, Edward",96
Poggius Brac,96
"Pole, Crdinal",96
Polemo,96
Polemon,96
Polidoro,96
Polignac,96
Politian,96
Pollio A.,96
Pollio Trebellius,96
"Polo, Marco",96
Polyaenus,96
Polybius,96
Polycarp,96
Polycletus,96
Polycrates,96
Polygnotus of Tarsus,96
"Polyhiltor, Alex",96
Polypercon,96
Pompey,96
Pompey Sextus,96
Pomponatius,96
Pomponius Sextus,96
Pontanus J.,96
Pope,96
Porphyry,96
"Porta, Baptista",96
Possidonius,96
Potamo,97
Potter,97
Poussin,97
Praxiteles,97
Priam,97
"Prideaux, Humphrey",97
Prior,97
Priscian,97
Probus,97
Probus Valerius,97
Proclus,97
Proclus of Constantinople,97
Procopius,97
Procopius,97
Procopius Gazaeus,97
Prometheus,97
Propertius,97
Prosper,97
Protagors,97
Protogenes,97
Prudentius,97
Prynne,97
Psammeticus,97
"Psellus, Michael, Senior",97
"Psellus, Michael, Junior",97
Ptolemy Ceraunus,97
Ptolemy Lagus,97
Ptolemy Claudius,97
Publicola Valerius,97
Publius Syrus,97
Pussendorf,97
Pul,97
Pyrrho,98
Pyrrhus,98
Pythagoras,98
Quintilian,98
Quintus Calaber,98
Quivedo,98
"Rabanus, Maurus",98
Rabelais,98
Racine,98
Raleigh,98
Ramirus of Leon,98
"Ramus, Peter",98
Raphael,98
Rapin,98
Ray,98
Raymond de Puy,98
Raymundus Jordan,98
Reaumur,98
Recared of Castile,98
"Rechiarius, of the Suevi",98
Rechila of the Suevi,98
Record R.,98
Reginon,98
Regiomontanus,98
Regner of Denmark,98
Regulus,99
Rehoboam,99
Rembrandt,99
Remigius,99
Reuchlin,99
Rhazes,99
Rhoecus,99
Rhoswita,99
Ricciolus,99
"Richard, Earl of Cornwal",99
Richardus Scotus,99
"Richardson, Sameul",99
Richlieu,99
Ricimer,99
"Ripley, George",99
"Robert, the Emperor",99
"Robert, Bruce",99
"Robert, of Normandy",99
Robins,99
Rochefocault,99
"Roderick, Ximenes",99
Rodolphus,99
Rodolphus the 3d of Burgundy,99
Roger de Hoveden,99
Roger the 3d of Naples,99
Rohault,99
Roland,99
Rollin,99
Rollo,99
Romulus,99
Ronsard,99
"Rooke, George",99
Roscius,99
Rotharis the Lombard,100
Rothric,100
Rubens,100
Rubilliac,100
Ruffinus,100
Rufus Ephesius,100
"Rupert, Prince",100
Rupertus,100
Russel Admiral,100
Russel Lord,100
Rutilius,100
Ruych,100
Ruysbrokius,100
Ruyter,100
Rysbrac,100
Sabbacon,100
Sabbati Levi,100
Saifodawla,100
Saintgermain,100
Saladin,100
Sallust,100
Salmanassar,100
Salmasrus,100
Salvian,100
Salvius Julian,100
Sammonicus Q.,100
Samuel,100
Samuel Jarchi,100
Sanballat,100
Sancho of Navarre,102
Sancho the Great,102
Sanchoniathon,102
Sanctorius,102
Sannazar,102
Saosduchinus,102
Sapor 1st,102
Sapor 2nd,102
Sappho,102
Savanorola,102
Saville H.,102
Saul,102
Saunderson,102
"Saxe, Count",102
Saxo Grammaticus,102
Scaevola M,102
Scaliger Senior,102
Scaliger Junior,102
Scanderberg,102
Schonerus J.,102
Scioppius,102
Scipio Africanus,102
Scipio Africanus 2d,102
Scipio Asiaticus,102
Scipio Nasica Serapion,102
Scribonius Largus Desig.,102
Scylax Chariandensis,102
Scymnus Chius,102
Sebastian,102
Secundus,102
Sedulius,102
Sejanus,102
"Selden, John",102
Seleucus,103
Selim 1st,103
Semiramis,103
Sempronius Sapiens,103
Sempronius Proculus,103
Senacherib,103
Seneca,103
Seneca L. A.,103
Seneca M. A.,103
Servius,103
Sertorius,103
Servetus M.,103
Sesac,103
Sethosis,103
Severus,103
Severus,103
Sextus Aelius Catus,103
Sextus Empiricus,103
Sforza Fr.,103
Shafei,103
"Shastesbury, Earl of",103
Shastesbury,103
Shakespeare,103
Shammai,103
Sherlock,103
Shi-tzu,103
Shoeffer P.,103
"Shona, Ebn",103
"Shovel, Cloudesly",103
Shunchi,103
Sigebert,103
Sigismund,103
Sigonius,104
Silius Italicus,104
Simeon of Durham,104
Simeon Levi,104
Simeon Mamantes,104
Simeon Metaphastes,104
Simeon Sethus,104
Simeon Stilites,104
Simon,104
Simonides,104
Simplicius,104
"Simpson, Thomas",104
Sisenna L.,104
Sixtus 4th,104
Sixtus 5th,104
Sleidan J.,104
"Sloane, Hans",104
Snorro Sturlesonius,104
"Socinus, Faustas",104
Socrates,104
Socrates,104
Soemund,104
Soleiman,104
Soleiman 1ist Turk,104
Solinus,104
Solomon,104
Solomon,104
Solon,104
Somers,104
"Somerset, Lord Protector",104
Sopater,104
Sophocles,104
Soranus Ephesius,104
Sosbius,105
Sosigenes,105
Sostraus of Cnidus,105
Sotion,105
Sozomen,105
"Spanheim, Ez",105
Spartacus,105
Spartianus Aelius,105
Speed J.,105
"Spelman, Henry",105
Spencer,105
Spencer Senior,105
Spenser,105
Speusippus,105
Spinoza,105
Spurinna,105
Stahl,105
Statius,105
Steele,105
Stefano,105
"Stephanus, Athen",105
Stephanus Byzantinus,105
"Stephens, Henry",105
"Stephens, Robert",105
Sternhold,105
Stesichorus,105
"Stiborius, Andreas",105
Stilicho,105
Stillingfleet,105
Stilpo of Megara,105
Stobeus,105
Stoephlerus,105
"Stowe, John",106
Strabo,106
Strafford,106
Strato,106
Strongbow R. E. of Pembroke,106
"Strype, John",106
Sturmius,106
Swein,106
Suetonius,106
Suidas,106
Sully,106
Sulpicia,106
Sulpicius S.,106
Sulpicius Gallus,106
Sulpicius Severus,106
Swift,106
Swithin,106
Sydenhan,106
"Sydney, Algernon",106
"Sydney, Sir Philip",106
Sylla,106
Symmachus,106
Symmachus,106
Syncellus,106
Synesius,106
Syphax,106
Syrianus,106
"Tabari, Al",106
Tacitus,106
Tacitus,106
"Taffi, Andrea",107
Talbot,107
Talbot Earl of Shrewsbury,107
Tantalus,107
Tarasius,107
Tarquinus Superbus,107
Tasso,107
Tatian,107
"Taurus, Palladius Rutilius",107
"Taylor, of Warrington",107
Tay-tzu,107
Tay-tzu,107
"Tegula, P. Licinius",107
Temple,107
Teniers,107
Terence,107
Terentianus Maurus,107
Terpander,107
Tertullian,107
Teucer,107
Thabet Ebn Sinan,107
Thalassien,107
Thales,107
Thaulerus,107
Thebit,107
Themison,107
Themistius Euphrades,107
Themistocles,107
Theocritus,107
Theodore Gaza,107
Theodoret,107
Theodoric the Ostrogoth,107
Theodorus,108
Theodorus,108
Theodorus,108
Theodorus Cantuarensis,108
Theodorus Meliteniota,108
Theodorus Priscianus,108
Theodorus Prodromus,108
Theodorus Rhaithuensis,108
Theodorus Studites,108
Theodosius the Great,108
Theodosius Tripolitanus,108
Theodotion,108
Theodolphus Aurelianensis,108
Theognis,108
Theon Senior,108
Theon Junior,108
"Theophanes, Con",108
Theophilus,108
Theophilus,108
Theophilus Edessenus,108
Theophrastus,108
Theophylact Achrydiae,108
Theophylact Simocatta,108
Theopompus,108
Theseus,108
Thespis,108
Thius Atheniensis,108
Thoas,108
Thomas,108
Thompson,108
Thoresby,108
"Thornton, Geo",108
Thrasea Paetus,108
Thrasybulus,109
Thuanus,109
Thucydides,109
Tiberius,109
Tiberius,109
Tibullus,109
Tideus,109
Tiglath Pileser,109
Tigranes,109
Tillotson,109
"Tilly, Count",109
Timaeus Siculus,109
Timanthes,109
Timocharis,109
Timoleon,109
Timomachus,109
Timon,109
Timotheus,109
Timur Bek,109
Tindal M,109
Tindale,109
Tintoret,109
Tirhakay,109
Tissaphernes,109
Titian,109
Titus,109
Togrol Bek,109
Toland J.,109
Torquatus Man.,109
Torricelli,109
"Torrington, Admiral",109
Tostatus Al.,109
"Totila, the Ostrogoth",109
Tournefort,110
Trajan,110
Trapezuntius,110
Trebatius,110
Tribonian,110
Triphiodorus,110
Trissino,110
"Trivet, Nicholas",110
Trogus Pompeius,110
"Tromp, Van",110
Tros,110
Trithemius,110
Tucca,110
Tudesque,110
Tullus Hostilius,110
Turan Shah,110
Turenne,110
Turnebus,110
Turpilius,110
Turpilius,110
Tycho Brahe,110
Tyrannio,110
Tyrtaeus,110
Vaillant,110
Valdemar,110
Valens,110
"Valentine, Basil",110
Valentinian 1st,110
Valentinian ,110
Valerian,111
Valerius Flaccus,111
Valerius Maximus,111
Valescus Tarentinus,111
"Valla, Laurentius",111
Vandyke,111
Vanini,111
Varius,111
"Varro, Terntius",111
Varus Q.,111
Vauban,111
Ubaldus,111
Vegetius,111
"Venantius, Fortunatus",111
"Vernon, Edward",111
Verochio,111
Verrius Flaccus,111
Verus L.,111
Vernerus J,111
Vertot,111
Vertue,111
Vesalius,111
Vespasian,111
Victor Amadeus,111
Victor Aurelius,111
Victor Claud. Mar.,111
Victorinus,111
Victorius of Aquitain,111
Vida,111
"Vieta, Francis",111
Vigilius,111
Villars,111
Vincentius Bellovacensis,111
Vincentius De Lyra,112
"Vinci, Leonardo da",112
Viner,112
Virgil,112
Virgil Polydore,112
Vitellio,112
"Vitiges, the Ostrogoth",112
Vitruvius,112
"Vives, Ludovicus",112
Ulphilas,112
Ulpian,112
Ulpius Marcellus,112
Ulugh Beg,112
Ung Khan,112
Volusius Maesianus,112
Vopiscus Flav.,112
Vortigern,112
"Vossius, J. Gerrard",112
Urban 2d,112
Urban 6th,112
Urban 8th,112
Uriah,112
Usbec,112
Usher,112
Usuardus Fuldensis,112
Vulcatius,112
Uzziah,112
Wallace,112
Waller,112
Wallis,112
Walpole,113
"Walsingham, Thomas",113
"Walter, of Hemingford",113
Walton,113
"Warren, Admiral",113
"Warwick, Earl of, Kngmaker",113
Watts,113
Wernerus,113
"Whethamsted, John",113
Whiston,113
Wickliffe J.,113
"Wicks, Thomas",113
"Wikeham, William of",113
Wilkins,113
William of Brandenburgh,113
William the Conqueror,113
William of Malmesbury,113
William of Newbury,113
William of Spires,113
William of Tyre,113
Willis,113
"Winchester, Henry Bp. Of",113
"Winchester, Peter de Roches Bp. Of",113
"Winstanley, Hamlet",113
"Wit, John de",113
Witikind,113
Wolfe,114
Wollaston,114
Wolodimer of Russia,114
Wolfey,114
"Wren, Christopher",114
Xenocrates,114
Xenocrates,114
Xenophanes,114
Xenophon,114
Xenophon Ephesius,114
Ximenes,114
Xiphilin,114
"York, Richard Duke of",114
Young,114
Yvo,114
Yusef of Morocco,114
Zacuti,114
Zaleucus,114
Zamolxis,114
Zanzales,114
Zechariah,114
Zedekiah,115
Zeno,115
Zeno of Elea,115
Zeno Stoicus,115
Zeno of Sydon,115
Zenobia,115
Zephaniah,115
Zerah,115
Zeuxis,115
"Zimisces, John",115
Zinzendorf,115
Zisca,115
Zoe,115
Zoilus,115
Zonaras,115
Zoroaster,115
Zozimus,115
Zucchero,115
Zuinglius,115
