OBJECTID,index,cx,cy,dx,dy,newX,newY
2222,a-21.6x-7.2,-21.6,-7.2,11.6784843,13.4908245,-33.2784843,-20.6908245
2223,a-18x-7.2,-18,-7.2,10.1736927,14.2267807,-28.1736927,-21.4267807
2224,a-14.4x-7.2,-14.4,-7.2,8.6019703,14.9176872,-23.0019703,-22.1176872
2225,a-10.8x-7.2,-10.8,-7.2,6.9315826,15.5570057,-17.7315826,-22.7570057
2226,a-7.2x-7.2,-7.2,-7.2,5.1179369,16.1338661,-12.3179369,-23.3338661
2227,a-3.6x-7.2,-3.6,-7.2,3.1132163,16.6270226,-6.7132163,-23.8270226
2228,a0x-7.2,0,-7.2,0.8844221,17.0018795,-0.8844221,-24.2018795
2229,a3.6x-7.2,3.6,-7.2,-1.4636029,17.1793583,5.0636029,-24.3793583
2230,a7.2x-7.2,7.2,-7.2,-3.4167784,17.178788,10.6167784,-24.378788
2231,a10.8x-7.2,10.8,-7.2,-4.5282442,17.0703686,15.3282442,-24.2703686
2232,a14.4x-7.2,14.4,-7.2,-4.7214962,16.9094704,19.1214962,-24.1094704
2233,a18x-7.2,18,-7.2,-4.2218266,16.7122963,22.2218266,-23.9122963
2234,a21.6x-7.2,21.6,-7.2,-3.3994488,16.4552677,24.9994488,-23.6552677
2235,a25.2x-7.2,25.2,-7.2,-2.4753197,16.1005562,27.6753197,-23.3005562
2236,a28.8x-7.2,28.8,-7.2,-1.5995457,15.6084507,30.3995457,-22.8084507
2237,a32.4x-7.2,32.4,-7.2,-0.9504486,15.0053089,33.3504486,-22.2053089
2238,a36x-7.2,36,-7.2,-0.8007355,14.2590855,36.8007355,-21.4590855
2239,a39.6x-7.2,39.6,-7.2,-1.2578873,13.370322,40.8578873,-20.570322
2240,a43.2x-7.2,43.2,-7.2,-2.2170494,12.3776196,45.4170494,-19.5776196
2241,a46.8x-7.2,46.8,-7.2,-3.3972961,11.3459175,50.1972961,-18.5459175
2242,a50.4x-7.2,50.4,-7.2,-4.5121628,10.3262699,54.9121628,-17.5262699
2243,a54x-7.2,54,-7.2,-5.4278603,9.3370865,59.4278603,-16.5370865
2244,a57.6x-7.2,57.6,-7.2,-6.1649803,8.3811644,63.7649803,-15.5811644
2245,a61.2x-7.2,61.2,-7.2,-6.7427338,7.4634455,67.9427338,-14.6634455
2246,a64.8x-7.2,64.8,-7.2,-7.1834442,6.5864876,71.9834442,-13.7864876
2247,a68.4x-7.2,68.4,-7.2,-7.5087906,5.7499044,75.9087906,-12.9499044
2248,a72x-7.2,72,-7.2,-7.7376862,4.9505394,79.7376862,-12.1505394
2249,a75.6x-7.2,75.6,-7.2,-7.8746094,4.1878002,83.4746094,-11.3878002
2250,a79.2x-7.2,79.2,-7.2,-7.9274109,3.4601562,87.1274109,-10.6601562
2251,a82.8x-7.2,82.8,-7.2,-7.9058258,2.7698887,90.7058258,-9.9698887
2252,a86.4x-7.2,86.4,-7.2,-7.8152863,2.122279,94.2152863,-9.322279
2253,a90x-7.2,90,-7.2,-7.6627731,1.5225275,97.6627731,-8.7225275
2254,a93.6x-7.2,93.6,-7.2,-7.4564423,0.9750069,101.0564423,-8.1750069
2255,a97.2x-7.2,97.2,-7.2,-7.2054337,0.482497,104.4054337,-7.682497
2256,a100.8x-7.2,100.8,-7.2,-6.9158508,0.0539721,107.7158508,-7.2539721
2257,a104.4x-7.2,104.4,-7.2,-6.6022354,-0.3174479,111.0022354,-6.8825521
2258,a108x-7.2,108,-7.2,-6.273819,-0.6374499,114.273819,-6.5625501
2259,a111.6x-7.2,111.6,-7.2,-5.9370941,-0.909198,117.5370941,-6.290802
2260,a115.2x-7.2,115.2,-7.2,-5.5976303,-1.1362636,120.7976303,-6.0637364
2261,a118.8x-7.2,118.8,-7.2,-5.2601273,-1.3224303,124.0601273,-5.8775697
2262,a122.4x-7.2,122.4,-7.2,-4.928476,-1.4715244,127.328476,-5.7284756
2263,a126x-7.2,126,-7.2,-4.6078644,-1.5822951,130.6078644,-5.6177049
2264,a129.6x-7.2,129.6,-7.2,-4.2992462,-1.6648385,133.8992462,-5.5351615
2265,a133.2x-7.2,133.2,-7.2,-4.0036743,-1.7229993,137.2036743,-5.4770007
2266,a136.8x-7.2,136.8,-7.2,-3.7220947,-1.7597734,140.5220947,-5.4402266
2267,a140.4x-7.2,140.4,-7.2,-3.4551483,-1.777949,143.8551483,-5.422051
2268,a144x-7.2,144,-7.2,-3.2030945,-1.7801277,147.2030945,-5.4198723
2269,a147.6x-7.2,147.6,-7.2,-2.9663605,-1.7685225,150.5663605,-5.4314775
2270,a151.2x-7.2,151.2,-7.2,-2.7471741,-1.7439777,153.9471741,-5.4560223
2271,a154.8x-7.2,154.8,-7.2,-2.5423004,-1.710808,157.3423004,-5.489192
2272,a158.4x-7.2,158.4,-7.2,-2.351236,-1.6706159,160.751236,-5.5293841
2273,a162x-7.2,162,-7.2,-2.1734009,-1.6248142,164.1734009,-5.5751858
2274,a165.6x-7.2,165.6,-7.2,-2.0081696,-1.5746533,167.6081696,-5.6253467
2275,a169.2x-7.2,169.2,-7.2,-1.8548859,-1.5212466,171.0548859,-5.6787534
2276,a172.8x-7.2,172.8,-7.2,-1.7134888,-1.4655191,174.5134888,-5.7344809
2277,a176.4x-7.2,176.4,-7.2,-1.5840088,-1.4084761,177.9840088,-5.7915239
2278,a-176.4x-3.6,-176.4,-3.6,0.7663818,-0.8653875,-177.1663818,-2.7346125
2279,a-172.8x-3.6,-172.8,-3.6,0.8175995,-0.9293493,-173.6175995,-2.6706507
2280,a-169.2x-3.6,-169.2,-3.6,0.8740662,-0.9976383,-170.0740662,-2.6023617
2281,a-165.6x-3.6,-165.6,-3.6,0.9363159,-1.0699371,-166.5363159,-2.5300629
2282,a-162x-3.6,-162,-3.6,1.0047913,-1.1460329,-163.0047913,-2.4539671
2283,a-158.4x-3.6,-158.4,-3.6,1.0805145,-1.2258934,-159.4805145,-2.3741066
2284,a-154.8x-3.6,-154.8,-3.6,1.1645538,-1.3094119,-155.9645538,-2.2905881
2285,a-151.2x-3.6,-151.2,-3.6,1.2581451,-1.3963574,-152.4581451,-2.2036426
2286,a-147.6x-3.6,-147.6,-3.6,1.3628601,-1.486317,-148.9628601,-2.113683
2287,a-144x-3.6,-144,-3.6,1.4832458,-1.5787812,-145.4832458,-2.0212188
2288,a-140.4x-3.6,-140.4,-3.6,1.6199585,-1.6718132,-142.0199585,-1.9281868
2289,a-136.8x-3.6,-136.8,-3.6,1.7749969,-1.7633688,-138.5749969,-1.8366312
2290,a-133.2x-3.6,-133.2,-3.6,1.9510162,-1.8505805,-135.1510162,-1.7494195
2291,a-129.6x-3.6,-129.6,-3.6,2.1505188,-1.9295141,-131.7505188,-1.6704859
2292,a-126x-3.6,-126,-3.6,2.3757172,-1.9949517,-128.3757172,-1.6050483
2293,a-122.4x-3.6,-122.4,-3.6,2.6290909,-2.0395497,-125.0290909,-1.5604503
2294,a-118.8x-3.6,-118.8,-3.6,2.9150955,-2.0459264,-121.7150955,-1.5540736
2295,a-115.2x-3.6,-115.2,-3.6,3.2249496,-2.0055495,-118.4249496,-1.5944505
2296,a-111.6x-3.6,-111.6,-3.6,3.5507339,-1.9046381,-115.1507339,-1.6953619
2297,a-108x-3.6,-108,-3.6,3.8804855,-1.7287185,-111.8804855,-1.8712815
2298,a-104.4x-3.6,-104.4,-3.6,4.1975952,-1.4630757,-108.5975952,-2.1369243
2299,a-100.8x-3.6,-100.8,-3.6,4.4806015,-1.0926937,-105.2806015,-2.5073063
2300,a-97.2x-3.6,-97.2,-3.6,4.6980789,-0.5930956,-101.8980789,-3.0069044
2301,a-93.6x-3.6,-93.6,-3.6,4.79151,0.0847353,-98.39151,-3.6847353
2302,a-90x-3.6,-90,-3.6,4.7352524,0.9638218,-94.7352524,-4.5638218
2303,a-86.4x-3.6,-86.4,-3.6,4.6074387,2.0447206,-91.0074387,-5.6447206
2304,a-82.8x-3.6,-82.8,-3.6,4.6392624,3.2432465,-87.4392624,-6.8432465
2305,a-79.2x-3.6,-79.2,-3.6,5.0993698,4.4214548,-84.2993698,-8.0214548
2306,a-75.6x-3.6,-75.6,-3.6,6.1530899,5.4449905,-81.7530899,-9.0449905
2307,a-72x-3.6,-72,-3.6,7.6749268,6.3001656,-79.6749268,-9.9001656
2308,a-68.4x-3.6,-68.4,-3.6,9.3108612,7.1146778,-77.7108612,-10.7146778
2309,a-64.8x-3.6,-64.8,-3.6,10.9439117,7.9174112,-75.7439117,-11.5174112
2310,a-61.2x-3.6,-61.2,-3.6,12.5298813,8.672398,-73.7298813,-12.272398
2311,a-57.6x-3.6,-57.6,-3.6,14.0325455,9.3517345,-71.6325455,-12.9517345
2312,a-54x-3.6,-54,-3.6,15.3963699,9.9380745,-69.3963699,-13.5380745
2313,a-50.4x-3.6,-50.4,-3.6,16.5275589,10.4164595,-66.9275589,-14.0164595
2314,a-46.8x-3.6,-46.8,-3.6,17.2496292,10.7646154,-64.0496292,-14.3646154
2315,a-43.2x-3.6,-43.2,-3.6,17.5494392,11.0317825,-60.7494392,-14.6317825
2316,a-39.6x-3.6,-39.6,-3.6,17.4296288,11.3157076,-57.0296288,-14.9157076
2317,a-36x-3.6,-36,-3.6,16.8937187,11.7022184,-52.8937187,-15.3022184
2318,a-32.4x-3.6,-32.4,-3.6,16.0040146,12.2371134,-48.4040146,-15.8371134
2319,a-28.8x-3.6,-28.8,-3.6,14.8608047,12.9158482,-43.6608047,-16.5158482
2320,a-25.2x-3.6,-25.2,-3.6,13.5578201,13.6888813,-38.7578201,-17.2888813
2321,a-21.6x-3.6,-21.6,-3.6,12.1349319,14.4941677,-33.7349319,-18.0941677
2322,a-18x-3.6,-18,-3.6,10.6377373,15.2751335,-28.6377373,-18.8751335
2323,a-14.4x-3.6,-14.4,-3.6,9.0834366,16.019482,-23.4834366,-19.619482
2324,a-10.8x-3.6,-10.8,-3.6,7.4432594,16.7298969,-18.2432594,-20.3298969
2325,a-7.2x-3.6,-7.2,-3.6,5.6495169,17.4035439,-12.8495169,-21.0035439
2326,a-3.6x-3.6,-3.6,-3.6,3.6191663,18.0211376,-7.2191663,-21.6211376
2327,a0x-3.6,0,-3.6,1.2958485,18.5418514,-1.2958485,-22.1418514
2328,a3.6x-3.6,3.6,-3.6,-1.1700405,18.8679699,4.7700405,-22.4679699
2329,a7.2x-3.6,7.2,-3.6,-3.1746777,18.9995407,10.3746777,-22.5995407
2330,a10.8x-3.6,10.8,-3.6,-4.3287365,18.9853252,15.1287365,-22.5853252
2331,a14.4x-3.6,14.4,-3.6,-4.6330429,18.8724426,19.0330429,-22.4724426
2332,a18x-3.6,18,-3.6,-4.3354607,18.6779903,22.3354607,-22.2779903
2333,a21.6x-3.6,21.6,-3.6,-3.7606796,18.3836349,25.3606796,-21.9836349
2334,a25.2x-3.6,25.2,-3.6,-3.0812958,17.9535488,28.2812958,-21.5535488
2335,a28.8x-3.6,28.8,-3.6,-2.4169476,17.3448204,31.2169476,-20.9448204
2336,a32.4x-3.6,32.4,-3.6,-1.9211441,16.5896286,34.3211441,-20.1896286
2337,a36x-3.6,36,-3.6,-1.8063889,15.6737522,37.8063889,-19.2737522
2338,a39.6x-3.6,39.6,-3.6,-2.1879868,14.6090874,41.7879868,-18.2090874
2339,a43.2x-3.6,43.2,-3.6,-3.0292252,13.4380116,46.2292252,-17.0380116
2340,a46.8x-3.6,46.8,-3.6,-4.1417648,12.2249769,50.9417648,-15.8249769
2341,a50.4x-3.6,50.4,-3.6,-5.2679306,11.0287937,55.6679306,-14.6287937
2342,a54x-3.6,54,-3.6,-6.2159843,9.8792318,60.2159843,-13.4792318
2343,a57.6x-3.6,57.6,-3.6,-6.9709991,8.7823881,64.5709991,-12.3823881
2344,a61.2x-3.6,61.2,-3.6,-7.5476196,7.7452997,68.7476196,-11.3452997
2345,a64.8x-3.6,64.8,-3.6,-7.9730026,6.7697243,72.7730026,-10.3697243
2346,a68.4x-3.6,68.4,-3.6,-8.2772614,5.8517193,76.6772614,-9.4517193
2347,a72x-3.6,72,-3.6,-8.486763,4.9821619,80.486763,-8.5821619
2348,a75.6x-3.6,75.6,-3.6,-8.6098846,4.1509685,84.2098846,-7.7509685
2349,a79.2x-3.6,79.2,-3.6,-8.6456192,3.3516425,87.8456192,-6.9516425
2350,a82.8x-3.6,82.8,-3.6,-8.5965988,2.5916089,91.3965988,-6.1916089
2351,a86.4x-3.6,86.4,-3.6,-8.4674698,1.8809036,94.8674698,-5.4809036
2352,a90x-3.6,90,-3.6,-8.2671127,1.2282118,98.2671127,-4.8282118
2353,a93.6x-3.6,93.6,-3.6,-8.0067429,0.6395067,101.6067429,-4.2395067
2354,a97.2x-3.6,97.2,-3.6,-7.6984299,0.1171752,104.8984299,-3.7171752
2355,a100.8x-3.6,100.8,-3.6,-7.3507721,-0.3294307,108.1507721,-3.2705693
2356,a104.4x-3.6,104.4,-3.6,-6.9804169,-0.7097045,111.3804169,-2.8902955
2357,a108x-3.6,108,-3.6,-6.5978012,-1.0311514,114.5978012,-2.5688486
2358,a111.6x-3.6,111.6,-3.6,-6.2102036,-1.2982241,117.8102036,-2.3017759
2359,a115.2x-3.6,115.2,-3.6,-5.8237732,-1.5157076,121.0237732,-2.0842924
2360,a118.8x-3.6,118.8,-3.6,-5.4435532,-1.6884767,124.2435532,-1.9115233
2361,a122.4x-3.6,122.4,-3.6,-5.0735489,-1.8213155,127.4735489,-1.7786845
2362,a126x-3.6,126,-3.6,-4.7195892,-1.9137286,130.7195892,-1.6862714
2363,a129.6x-3.6,129.6,-3.6,-4.3815521,-1.9768799,133.9815521,-1.6231201
2364,a133.2x-3.6,133.2,-3.6,-4.0602081,-2.015109,137.2602081,-1.584891
2365,a136.8x-3.6,136.8,-3.6,-3.7562286,-2.0318082,140.5562286,-1.5681918
2366,a140.4x-3.6,140.4,-3.6,-3.4699493,-2.0300741,143.8699493,-1.5699259
2367,a144x-3.6,144,-3.6,-3.2014923,-2.0127218,147.2014923,-1.5872782
2368,a147.6x-3.6,147.6,-3.6,-2.9509644,-1.9821107,150.5509644,-1.6178893
2369,a151.2x-3.6,151.2,-3.6,-2.7207764,-1.939406,153.9207764,-1.660594
2370,a154.8x-3.6,154.8,-3.6,-2.5069,-1.8889372,157.3069,-1.7110628
2371,a158.4x-3.6,158.4,-3.6,-2.3086334,-1.8323486,160.7086334,-1.7676514
2372,a162x-3.6,162,-3.6,-2.1251678,-1.7710987,164.1251678,-1.8289013
2373,a165.6x-3.6,165.6,-3.6,-1.9556946,-1.706468,167.5556946,-1.893532
2374,a169.2x-3.6,169.2,-3.6,-1.7993896,-1.6395712,170.9993896,-1.9604288
2375,a172.8x-3.6,172.8,-3.6,-1.6560547,-1.5713635,174.4560547,-2.0286365
2376,a176.4x-3.6,176.4,-3.6,-1.5256744,-1.5028785,177.9256744,-2.0971215
2377,a-176.4x0,-176.4,0,0.7037292,-0.8784863,-177.1037292,0.8784863
2378,a-172.8x0,-172.8,0,0.7511627,-0.9469787,-173.5511627,0.9469787
2379,a-169.2x0,-169.2,0,0.8037537,-1.0205765,-170.0037537,1.0205765
2380,a-165.6x0,-165.6,0,0.8621429,-1.099095,-166.4621429,1.099095
2381,a-162x0,-162,0,0.9267883,-1.1824592,-162.9267883,1.1824592
2382,a-158.4x0,-158.4,0,0.9987579,-1.2708108,-159.3987579,1.2708108
2383,a-154.8x0,-154.8,0,1.0792877,-1.3642533,-155.8792877,1.3642533
2384,a-151.2x0,-151.2,0,1.1697357,-1.4628286,-152.3697357,1.4628286
2385,a-147.6x0,-147.6,0,1.271933,-1.56648,-148.871933,1.56648
2386,a-144x0,-144,0,1.3910828,-1.675715,-145.3910828,1.675715
2387,a-140.4x0,-140.4,0,1.5283905,-1.7887155,-141.9283905,1.7887155
2388,a-136.8x0,-136.8,0,1.6867096,-1.9038191,-138.4867096,1.9038191
2389,a-133.2x0,-133.2,0,1.8698395,-2.0185375,-135.0698395,2.0185375
2390,a-129.6x0,-129.6,0,2.0818085,-2.1291633,-131.6818085,2.1291633
2391,a-126x0,-126,0,2.3266602,-2.2304018,-128.3266602,2.2304018
2392,a-122.4x0,-122.4,0,2.6093613,-2.3143523,-125.0093613,2.3143523
2393,a-118.8x0,-118.8,0,2.9395935,-2.3615282,-121.7395935,2.3615282
2394,a-115.2x0,-115.2,0,3.3087738,-2.3588064,-118.5087738,2.3588064
2395,a-111.6x0,-111.6,0,3.7095093,-2.2871637,-115.3095093,2.2871637
2396,a-108x0,-108,0,4.1284561,-2.1261759,-112.1284561,2.1261759
2397,a-104.4x0,-104.4,0,4.545816,-1.8556314,-108.945816,1.8556314
2398,a-100.8x0,-100.8,0,4.9362671,-1.4564844,-105.7362671,1.4564844
2399,a-97.2x0,-97.2,0,5.267186,-0.9012166,-102.467186,0.9012166
2400,a-93.6x0,-93.6,0,5.4914459,-0.1320904,-99.0914459,0.1320904
2401,a-90x0,-90,0,5.5845108,0.8872974,-95.5845108,-0.8872974
2402,a-86.4x0,-86.4,0,5.5933624,2.1637707,-91.9933624,-2.1637707
2403,a-82.8x0,-82.8,0,5.7007019,3.6086373,-88.5007019,-3.6086373
2404,a-79.2x0,-79.2,0,6.1458862,5.0606079,-85.3458862,-5.0606079
2405,a-75.6x0,-75.6,0,7.1109985,6.3413768,-82.7109985,-6.3413768
2406,a-72x0,-72,0,8.5350189,7.3794761,-80.5350189,-7.3794761
2407,a-68.4x0,-68.4,0,10.1162354,8.2821188,-78.5162354,-8.2821188
2408,a-64.8x0,-64.8,0,11.7099564,9.0997057,-76.5099564,-9.0997057
2409,a-61.2x0,-61.2,0,13.237439,9.8247843,-74.437439,-9.8247843
2410,a-57.6x0,-57.6,0,14.6487411,10.4311352,-72.2487411,-10.4311352
2411,a-54x0,-54,0,15.8887711,10.8954239,-69.8887711,-10.8954239
2412,a-50.4x0,-50.4,0,16.8662506,11.2192783,-67.2662506,-11.2192783
2413,a-46.8x0,-46.8,0,17.4257462,11.4476023,-64.2257462,-11.4476023
2414,a-43.2x0,-43.2,0,17.6099785,11.6800346,-60.8099785,-11.6800346
2415,a-39.6x0,-39.6,0,17.4703049,11.9900389,-57.0703049,-11.9900389
2416,a-36x0,-36,0,17.0140686,12.4325352,-53.0140686,-12.4325352
2417,a-32.4x0,-32.4,0,16.2623955,13.0317802,-48.6623955,-13.0317802
2418,a-28.8x0,-28.8,0,15.2516968,13.776536,-44.0516968,-13.776536
2419,a-25.2x0,-25.2,0,14.0243347,14.622961,-39.2243347,-14.622961
2420,a-21.6x0,-21.6,0,12.6032661,15.509491,-34.2032661,-15.509491
2421,a-18x0,-18,0,11.0985279,16.3686428,-29.0985279,-16.3686428
2422,a-14.4x0,-14.4,0,9.5818287,17.1904583,-23.9818287,-17.1904583
2423,a-10.8x0,-10.8,0,8.0286514,17.988306,-18.8286514,-17.988306
2424,a-7.2x0,-7.2,0,6.3334826,18.772541,-13.5334826,-18.772541
2425,a-3.6x0,-3.6,0,4.3575171,19.5330429,-7.9575171,-19.5330429
2426,a0x0,0,0,2.0127349,20.2263317,-2.0127349,-20.2263317
2427,a3.6x0,3.6,0,-0.5231313,20.7267036,4.1231313,-20.7267036
2428,a7.2x0,7.2,0,-2.5911692,21.0093403,9.7911692,-21.0093403
2429,a10.8x0,10.8,0,-3.8545658,21.095562,14.6545658,-21.095562
2430,a14.4x0,14.4,0,-4.3639141,21.0230141,18.7639141,-21.0230141
2431,a18x0,18,0,-4.3627586,20.8126602,22.3627586,-20.8126602
2432,a21.6x0,21.6,0,-4.1161846,20.4571209,25.7161846,-20.4571209
2433,a25.2x0,25.2,0,-3.7457169,19.9284248,28.9457169,-19.9284248
2434,a28.8x0,28.8,0,-3.340625,19.1929646,32.140625,-19.1929646
2435,a32.4x0,32.4,0,-3.028299,18.2953186,35.428299,-18.2953186
2436,a36x0,36,0,-2.9669724,17.2270031,38.9669724,-17.2270031
2437,a39.6x0,39.6,0,-3.281115,15.9923382,42.881115,-15.9923382
2438,a43.2x0,43.2,0,-3.9991692,14.6233816,47.1991692,-14.6233816
2439,a46.8x0,46.8,0,-5.0232727,13.1831665,51.8232727,-13.1831665
2440,a50.4x0,50.4,0,-6.1426674,11.7538548,56.5426674,-11.7538548
2441,a54x0,54,0,-7.1154823,10.4001942,61.1154823,-10.4001942
2442,a57.6x0,57.6,0,-7.8780045,9.1357374,65.4780045,-9.1357374
2443,a61.2x0,61.2,0,-8.4377182,7.9674301,69.6377182,-7.9674301
2444,a64.8x0,64.8,0,-8.829097,6.8926263,73.629097,-6.8926263
2445,a68.4x0,68.4,0,-9.0963989,5.8993282,77.4963989,-5.8993282
2446,a72x0,72,0,-9.2801666,4.9668245,81.2801666,-4.9668245
2447,a75.6x0,75.6,0,-9.3979095,4.066092,84.9979095,-4.066092
2448,a79.2x0,79.2,0,-9.4257935,3.1844668,88.6257935,-3.1844668
2449,a82.8x0,82.8,0,-9.3498108,2.342725,92.1498108,-2.342725
2450,a86.4x0,86.4,0,-9.1753021,1.560388,95.5753021,-1.560388
2451,a90x0,90,0,-8.916893,0.8506564,98.916893,-0.8506564
2452,a93.6x0,93.6,0,-8.5919937,0.2199032,102.1919937,-0.2199032
2453,a97.2x0,97.2,0,-8.21642,-0.3308898,105.41642,0.3308898
2454,a100.8x0,100.8,0,-7.8013947,-0.7921306,108.6013947,0.7921306
2455,a104.4x0,104.4,0,-7.3661667,-1.1762764,111.7661667,1.1762764
2456,a108x0,108,0,-6.9223328,-1.4932469,114.9223328,1.4932469
2457,a111.6x0,111.6,0,-6.4780869,-1.7491577,118.0780869,1.7491577
2458,a115.2x0,115.2,0,-6.0401199,-1.9503089,121.2401199,1.9503089
2459,a118.8x0,118.8,0,-5.6137421,-2.1029716,124.4137421,2.1029716
2460,a122.4x0,122.4,0,-5.2029816,-2.2133019,127.6029816,2.2133019
2461,a126x0,126,0,-4.8141174,-2.2818203,130.8141174,2.2818203
2462,a129.6x0,129.6,0,-4.4457458,-2.320684,134.0457458,2.320684
2463,a133.2x0,133.2,0,-4.0980652,-2.3346038,137.2980652,2.3346038
2464,a136.8x0,136.8,0,-3.7714264,-2.3272216,140.5714264,2.3272216
2465,a140.4x0,140.4,0,-3.465921,-2.3018556,143.865921,2.3018556
2466,a144x0,144,0,-3.1813354,-2.2615483,147.1813354,2.2615483
2467,a147.6x0,147.6,0,-2.9176086,-2.2089107,150.5176086,2.2089107
2468,a151.2x0,151.2,0,-2.677121,-2.1454968,153.877121,2.1454968
2469,a154.8x0,154.8,0,-2.4551117,-2.0755153,157.2551117,2.0755153
2470,a158.4x0,158.4,0,-2.2505432,-2.0006518,160.6505432,2.0006518
2471,a162x0,162,0,-2.0623932,-1.9223576,164.0623932,1.9223576
2472,a165.6x0,165.6,0,-1.8896393,-1.8418777,167.4896393,1.8418777
2473,a169.2x0,169.2,0,-1.7312439,-1.7602811,170.9312439,1.7602811
2474,a172.8x0,172.8,0,-1.5869171,-1.6785359,174.3869171,1.6785359
2475,a176.4x0,176.4,0,-1.4565216,-1.5977234,177.8565216,1.5977234
2476,a-176.4x3.6,-176.4,3.6,0.63685,-0.8876223,-177.03685,4.4876223
2477,a-172.8x3.6,-172.8,3.6,0.6798737,-0.9605931,-173.4798737,4.5605931
2478,a-169.2x3.6,-169.2,3.6,0.7278412,-1.0394849,-169.9278412,4.6394849
2479,a-165.6x3.6,-165.6,3.6,0.781485,-1.1242041,-166.381485,4.7242041
2480,a-162x3.6,-162,3.6,0.8411865,-1.2148174,-162.8411865,4.8148174
2481,a-158.4x3.6,-158.4,3.6,0.9081512,-1.3117041,-159.3081512,4.9117041
2482,a-154.8x3.6,-154.8,3.6,0.9835846,-1.4152717,-155.7835846,5.0152717
2483,a-151.2x3.6,-151.2,3.6,1.0689819,-1.5259308,-152.2689819,5.1259308
2484,a-147.6x3.6,-147.6,3.6,1.1664185,-1.6440577,-148.7664185,5.2440577
2485,a-144x3.6,-144,3.6,1.2814636,-1.7714404,-145.2814636,5.3714404
2486,a-140.4x3.6,-140.4,3.6,1.4160706,-1.9066357,-141.8160706,5.5066357
2487,a-136.8x3.6,-136.8,3.6,1.5738556,-2.0487684,-138.3738556,5.6487684
2488,a-133.2x3.6,-133.2,3.6,1.7599915,-2.1962251,-134.9599915,5.7962251
2489,a-129.6x3.6,-129.6,3.6,1.9802155,-2.3461317,-131.5802155,5.9461317
2490,a-126x3.6,-126,3.6,2.2409363,-2.4938263,-128.2409363,6.0938263
2491,a-122.4x3.6,-122.4,3.6,2.5506149,-2.6317119,-124.9506149,6.2317119
2492,a-118.8x3.6,-118.8,3.6,2.9265396,-2.7394642,-121.7265396,6.3394642
2493,a-115.2x3.6,-115.2,3.6,3.3620193,-2.797871,-118.5620193,6.397871
2494,a-111.6x3.6,-111.6,3.6,3.8517441,-2.7805633,-115.4517441,6.3805633
2495,a-108x3.6,-108,3.6,4.3812332,-2.6573647,-112.3812332,6.2573647
2496,a-104.4x3.6,-104.4,3.6,4.9249359,-2.3984026,-109.3249359,5.9984026
2497,a-100.8x3.6,-100.8,3.6,5.4486038,-1.9783353,-106.2486038,5.5783353
2498,a-97.2x3.6,-97.2,3.6,5.9141434,-1.3709163,-103.1141434,4.9709163
2499,a-93.6x3.6,-93.6,3.6,6.2963394,-0.5258554,-99.8963394,4.1258554
2500,a-90x3.6,-90,3.6,6.5801239,0.5945309,-96.5801239,3.0054691
2501,a-86.4x3.6,-86.4,3.6,6.7695862,2.0089043,-93.1695862,1.5910957
2502,a-82.8x3.6,-82.8,3.6,6.9864151,3.6376375,-89.7864151,-0.0376375
2503,a-79.2x3.6,-79.2,3.6,7.4269684,5.3174416,-86.6269684,-1.7174416
2504,a-75.6x3.6,-75.6,3.6,8.2772964,6.8482107,-83.8772964,-3.2482107
2505,a-72x3.6,-72,3.6,9.5456848,8.0895644,-81.5456848,-4.4895644
2506,a-68.4x3.6,-68.4,3.6,11.018457,9.071107,-79.418457,-5.471107
2507,a-64.8x3.6,-64.8,3.6,12.5312378,9.8568021,-77.3312378,-6.2568021
2508,a-61.2x3.6,-61.2,3.6,13.9672287,10.4836355,-75.1672287,-6.8836355
2509,a-57.6x3.6,-57.6,3.6,15.2555145,10.9586984,-72.8555145,-7.3586984
2510,a-54x3.6,-54,3.6,16.3464432,11.2835871,-70.3464432,-7.6835871
2511,a-50.4x3.6,-50.4,3.6,17.1797272,11.4896699,-67.5797272,-7.8896699
2512,a-46.8x3.6,-46.8,3.6,17.6484558,11.6770969,-64.4484558,-8.0770969
2513,a-43.2x3.6,-43.2,3.6,17.8062561,11.9585482,-61.0062561,-8.3585482
2514,a-39.6x3.6,-39.6,3.6,17.7037987,12.3725887,-57.3037987,-8.7725887
2515,a-36x3.6,-36,3.6,17.3392792,12.9423338,-53.3392792,-9.3423338
2516,a-32.4x3.6,-32.4,3.6,16.7027832,13.6728369,-49.1027832,-10.0728369
2517,a-28.8x3.6,-28.8,3.6,15.7865555,14.5493132,-44.5865555,-10.9493132
2518,a-25.2x3.6,-25.2,3.6,14.5934608,15.5359169,-39.7934608,-11.9359169
2519,a-21.6x3.6,-21.6,3.6,13.1294846,16.5726772,-34.7294846,-12.9726772
2520,a-18x3.6,-18,3.6,11.5934334,17.5789219,-29.5934334,-13.9789219
2521,a-14.4x3.6,-14.4,3.6,10.1216103,18.5388561,-24.5216103,-14.9388561
2522,a-10.8x3.6,-10.8,3.6,8.6873924,19.4678942,-19.4873924,-15.8678942
2523,a-7.2x3.6,-7.2,3.6,7.1382521,20.3856369,-14.3382521,-16.7856369
2524,a-3.6x3.6,-3.6,3.6,5.2762751,21.2927395,-8.8762751,-17.6927395
2525,a0x3.6,0,3.6,2.990463,22.1477867,-2.990463,-18.5477867
