OBJECTID,index,cx,cy,dx,dy,newX,newY
1116,a-82.8x-46.8,-82.8,-46.8,2.3739044,-1.2850044,-85.1739044,-45.5149956
1117,a-79.2x-46.8,-79.2,-46.8,2.615834,-1.5180939,-81.815834,-45.2819061
1118,a-75.6x-46.8,-75.6,-46.8,3.352774,-1.831765,-78.952774,-44.968235
1119,a-72x-46.8,-72,-46.8,4.6812134,-2.2288101,-76.6812134,-44.5711899
1120,a-68.4x-46.8,-68.4,-46.8,6.1123444,-2.5139397,-74.5123444,-44.2860603
1121,a-64.8x-46.8,-64.8,-46.8,7.2659332,-2.487809,-72.0659332,-44.312191
1122,a-61.2x-46.8,-61.2,-46.8,8.0735977,-2.1352776,-69.2735977,-44.6647224
1123,a-57.6x-46.8,-57.6,-46.8,8.5616745,-1.5271004,-66.1616745,-45.2728996
1124,a-54x-46.8,-54,-46.8,8.798233,-0.7720039,-62.798233,-46.0279961
1125,a-50.4x-46.8,-50.4,-46.8,8.8569008,0.0277588,-59.2569008,-46.8277588
1126,a-46.8x-46.8,-46.8,-46.8,8.7760231,0.8053848,-55.5760231,-47.6053848
1127,a-43.2x-46.8,-43.2,-46.8,8.594136,1.5375511,-51.794136,-48.3375511
1128,a-39.6x-46.8,-39.6,-46.8,8.332045,2.2217972,-47.932045,-49.0217972
1129,a-36x-46.8,-36,-46.8,7.998951,2.8549034,-43.998951,-49.6549034
1130,a-32.4x-46.8,-32.4,-46.8,7.6030441,3.4341385,-40.0030441,-50.2341385
1131,a-28.8x-46.8,-28.8,-46.8,7.1520988,3.9569427,-35.9520988,-50.7569427
1132,a-25.2x-46.8,-25.2,-46.8,6.6535519,4.4210197,-31.8535519,-51.2210197
1133,a-21.6x-46.8,-21.6,-46.8,6.1096634,4.8136818,-27.7096634,-51.6136818
1134,a-18x-46.8,-18,-46.8,5.534565,5.1408722,-23.534565,-51.9408722
1135,a-14.4x-46.8,-14.4,-46.8,4.9371601,5.4030792,-19.3371601,-52.2030792
1136,a-10.8x-46.8,-10.8,-46.8,4.3252527,5.5985748,-15.1252527,-52.3985748
1137,a-7.2x-46.8,-7.2,-46.8,3.7072704,5.7256691,-10.9072704,-52.5256691
1138,a-3.6x-46.8,-3.6,-46.8,3.0927028,5.7827446,-6.6927028,-52.5827446
1139,a0x-46.8,0,-46.8,2.4926932,5.7683174,-2.4926932,-52.5683174
1140,a3.6x-46.8,3.6,-46.8,1.9330534,5.6671631,1.6669466,-52.4671631
1141,a7.2x-46.8,7.2,-46.8,1.4343044,5.4989082,5.7656956,-52.2989082
1142,a10.8x-46.8,10.8,-46.8,1.0270813,5.2807266,9.7729187,-52.0807266
1143,a14.4x-46.8,14.4,-46.8,0.733621,5.0473282,13.666379,-51.8473282
1144,a18x-46.8,18,-46.8,0.5490932,4.8411057,17.4509068,-51.6411057
1145,a21.6x-46.8,21.6,-46.8,0.4361263,4.698455,21.1638737,-51.498455
1146,a25.2x-46.8,25.2,-46.8,0.3326828,4.6310303,24.8673172,-51.4310303
1147,a28.8x-46.8,28.8,-46.8,0.1851147,4.6161835,28.6148853,-51.4161835
1148,a32.4x-46.8,32.4,-46.8,-0.0118881,4.615657,32.4118881,-51.415657
1149,a36x-46.8,36,-46.8,-0.2535057,4.6093819,36.2535057,-51.4093819
1150,a39.6x-46.8,39.6,-46.8,-0.5297264,4.5836136,40.1297264,-51.3836136
1151,a43.2x-46.8,43.2,-46.8,-0.8283241,4.5304062,44.0283241,-51.3304062
1152,a46.8x-46.8,46.8,-46.8,-1.1371986,4.4465668,47.9371986,-51.2465668
1153,a50.4x-46.8,50.4,-46.8,-1.4453369,4.3301041,51.8453369,-51.1301041
1154,a54x-46.8,54,-46.8,-1.7417221,4.1826546,55.7417221,-50.9826546
1155,a57.6x-46.8,57.6,-46.8,-2.0216316,4.0116875,59.6216316,-50.8116875
1156,a61.2x-46.8,61.2,-46.8,-2.2812431,3.8208,63.4812431,-50.6208
1157,a64.8x-46.8,64.8,-46.8,-2.5179321,3.6136162,67.3179321,-50.4136162
1158,a68.4x-46.8,68.4,-46.8,-2.7299667,3.3936722,71.1299667,-50.1936722
1159,a72x-46.8,72,-46.8,-2.9162674,3.1643517,74.9162674,-49.9643517
1160,a75.6x-46.8,75.6,-46.8,-3.0736298,2.9285576,78.6736298,-49.7285576
1161,a79.2x-46.8,79.2,-46.8,-3.2028244,2.6902496,82.4028244,-49.4902496
1162,a82.8x-46.8,82.8,-46.8,-3.3071854,2.4523689,86.1071854,-49.2523689
1163,a86.4x-46.8,86.4,-46.8,-3.3876663,2.217086,89.7876663,-49.017086
1164,a90x-46.8,90,-46.8,-3.4454651,1.9863197,93.4454651,-48.7863197
1165,a93.6x-46.8,93.6,-46.8,-3.481955,1.7617599,97.081955,-48.5617599
1166,a97.2x-46.8,97.2,-46.8,-3.4985245,1.5448677,100.6985245,-48.3448677
1167,a100.8x-46.8,100.8,-46.8,-3.4943573,1.3384163,104.2943573,-48.1384163
1168,a104.4x-46.8,104.4,-46.8,-3.4731918,1.1427605,107.8731918,-47.9427605
1169,a108x-46.8,108,-46.8,-3.4377213,0.9580147,111.4377213,-47.7580147
1170,a111.6x-46.8,111.6,-46.8,-3.3894714,0.7846329,114.9894714,-47.5846329
1171,a115.2x-46.8,115.2,-46.8,-3.3299835,0.6229088,118.5299835,-47.4229088
1172,a118.8x-46.8,118.8,-46.8,-3.2607681,0.4729912,122.0607681,-47.2729912
1173,a122.4x-46.8,122.4,-46.8,-3.1831833,0.3348915,125.5831833,-47.1348915
1174,a126x-46.8,126,-46.8,-3.0976562,0.2106277,129.0976562,-47.0106277
1175,a129.6x-46.8,129.6,-46.8,-3.0068115,0.0978691,132.6068115,-46.8978691
1176,a133.2x-46.8,133.2,-46.8,-2.9118774,-0.0039833,136.1118774,-46.7960167
1177,a136.8x-46.8,136.8,-46.8,-2.8138,-0.095372,139.6138,-46.704628
1178,a140.4x-46.8,140.4,-46.8,-2.7134796,-0.1767853,143.1134796,-46.6232147
1179,a144x-46.8,144,-46.8,-2.6117096,-0.2487495,146.6117096,-46.5512505
1180,a147.6x-46.8,147.6,-46.8,-2.5091919,-0.3116615,150.1091919,-46.4883385
1181,a151.2x-46.8,151.2,-46.8,-2.4067047,-0.3648727,153.6067047,-46.4351273
1182,a154.8x-46.8,154.8,-46.8,-2.3048279,-0.4106491,157.1048279,-46.3893509
1183,a158.4x-46.8,158.4,-46.8,-2.2039886,-0.449559,160.6039886,-46.350441
1184,a162x-46.8,162,-46.8,-2.1045227,-0.4821671,164.1045227,-46.3178329
1185,a165.6x-46.8,165.6,-46.8,-2.0066742,-0.5090302,167.6066742,-46.2909698
1186,a169.2x-46.8,169.2,-46.8,-1.910733,-0.5306747,171.110733,-46.2693253
1187,a172.8x-46.8,172.8,-46.8,-1.8169434,-0.5473946,174.6169434,-46.2526054
1188,a176.4x-46.8,176.4,-46.8,-1.7257172,-0.5594452,178.1257172,-46.2405548
1189,a-176.4x-43.2,-176.4,-43.2,1.2026459,-0.5957748,-177.6026459,-42.6042252
1190,a-172.8x-43.2,-172.8,-43.2,1.2663452,-0.620845,-174.0663452,-42.579155
1191,a-169.2x-43.2,-169.2,-43.2,1.3325012,-0.6459267,-170.5325012,-42.5540733
1192,a-165.6x-43.2,-165.6,-43.2,1.4009003,-0.6707413,-167.0009003,-42.5292587
1193,a-162x-43.2,-162,-43.2,1.4714813,-0.69506,-163.4714813,-42.50494
1194,a-158.4x-43.2,-158.4,-43.2,1.5441833,-0.7186272,-159.9441833,-42.4813728
1195,a-154.8x-43.2,-154.8,-43.2,1.6189301,-0.741172,-156.4189301,-42.458828
1196,a-151.2x-43.2,-151.2,-43.2,1.6956299,-0.7624046,-152.8956299,-42.4375954
1197,a-147.6x-43.2,-147.6,-43.2,1.774054,-0.782016,-149.374054,-42.417984
1198,a-144x-43.2,-144,-43.2,1.854187,-0.7992203,-145.854187,-42.4007797
1199,a-140.4x-43.2,-140.4,-43.2,1.9352509,-0.8139603,-142.3352509,-42.3860397
1200,a-136.8x-43.2,-136.8,-43.2,2.0166962,-0.8259956,-138.8166962,-42.3740044
1201,a-133.2x-43.2,-133.2,-43.2,2.0978516,-0.8350899,-135.2978516,-42.3649101
1202,a-129.6x-43.2,-129.6,-43.2,2.1778778,-0.8410751,-131.7778778,-42.3589249
1203,a-126x-43.2,-126,-43.2,2.2558746,-0.8438713,-128.2558746,-42.3561287
1204,a-122.4x-43.2,-122.4,-43.2,2.3305374,-0.8434746,-124.7305374,-42.3565254
1205,a-118.8x-43.2,-118.8,-43.2,2.3993332,-0.8397743,-121.1993332,-42.3602257
1206,a-115.2x-43.2,-115.2,-43.2,2.4610336,-0.8340179,-117.6610336,-42.3659821
1207,a-111.6x-43.2,-111.6,-43.2,2.5137161,-0.827182,-114.1137161,-42.372818
1208,a-108x-43.2,-108,-43.2,2.5550613,-0.8205635,-110.5550613,-42.3794365
1209,a-104.4x-43.2,-104.4,-43.2,2.5823761,-0.8158333,-106.9823761,-42.3841667
1210,a-100.8x-43.2,-100.8,-43.2,2.5925247,-0.8150513,-103.3925247,-42.3849487
1211,a-97.2x-43.2,-97.2,-43.2,2.5799911,-0.8212387,-99.7799911,-42.3787613
1212,a-93.6x-43.2,-93.6,-43.2,2.534819,-0.8390839,-96.134819,-42.3609161
1213,a-90x-43.2,-90,-43.2,2.45327,-0.8700516,-92.45327,-42.3299484
1214,a-86.4x-43.2,-86.4,-43.2,2.3458496,-0.9174225,-88.7458496,-42.2825775
1215,a-82.8x-43.2,-82.8,-43.2,2.2952072,-0.9947769,-85.0952072,-42.2052231
1216,a-79.2x-43.2,-79.2,-43.2,2.4747284,-1.1345665,-81.6747284,-42.0654335
1217,a-75.6x-43.2,-75.6,-43.2,3.1173843,-1.388343,-78.7173843,-41.811657
1218,a-72x-43.2,-72,-43.2,4.3922653,-1.8221466,-76.3922653,-41.3778534
1219,a-68.4x-43.2,-68.4,-43.2,5.9959579,-2.2938454,-74.3959579,-40.9061546
1220,a-64.8x-43.2,-64.8,-43.2,7.453212,-2.4779465,-72.253212,-40.7220535
1221,a-61.2x-43.2,-61.2,-43.2,8.5762909,-2.2915413,-69.7762909,-40.9084587
1222,a-57.6x-43.2,-57.6,-43.2,9.3047012,-1.7598335,-66.9047012,-41.4401665
1223,a-54x-43.2,-54,-43.2,9.6692696,-0.9799568,-63.6692696,-42.2200432
1224,a-50.4x-43.2,-50.4,-43.2,9.7544724,-0.0850288,-60.1544724,-43.1149712
1225,a-46.8x-43.2,-46.8,-43.2,9.6416733,0.8069504,-56.4416733,-44.0069504
1226,a-43.2x-43.2,-43.2,-43.2,9.4095848,1.643132,-52.6095848,-44.843132
1227,a-39.6x-43.2,-39.6,-43.2,9.0889038,2.4199303,-48.6889038,-45.6199303
1228,a-36x-43.2,-36,-43.2,8.6914673,3.1346329,-44.6914673,-46.3346329
1229,a-32.4x-43.2,-32.4,-43.2,8.2264839,3.7851837,-40.6264839,-46.9851837
1230,a-28.8x-43.2,-28.8,-43.2,7.7025368,4.3694847,-36.5025368,-47.5694847
1231,a-25.2x-43.2,-25.2,-43.2,7.1283005,4.885598,-32.3283005,-48.085598
1232,a-21.6x-43.2,-21.6,-43.2,6.5058674,5.3200882,-28.1058674,-48.5200882
1233,a-18x-43.2,-18,-43.2,5.8501186,5.6806,-23.8501186,-48.8806
1234,a-14.4x-43.2,-14.4,-43.2,5.1695248,5.9678925,-19.5695248,-49.1678925
1235,a-10.8x-43.2,-10.8,-43.2,4.4717657,6.1798065,-15.2717657,-49.3798065
1236,a-7.2x-43.2,-7.2,-43.2,3.7648895,6.3136719,-10.9648895,-49.5136719
1237,a-3.6x-43.2,-3.6,-43.2,3.0579518,6.3662308,-6.6579518,-49.5662308
1238,a0x-43.2,0,-43.2,2.362426,6.3337219,-2.362426,-49.5337219
1239,a3.6x-43.2,3.6,-43.2,1.7046354,6.1923149,1.8953646,-49.3923149
1240,a7.2x-43.2,7.2,-43.2,1.1151888,5.9584358,6.0848112,-49.1584358
1241,a10.8x-43.2,10.8,-43.2,0.6517952,5.6491745,10.1482048,-48.8491745
1242,a14.4x-43.2,14.4,-43.2,0.3688463,5.3143738,14.0311537,-48.5143738
1243,a18x-43.2,18,-43.2,0.2695427,5.0223663,17.7304573,-48.2223663
1244,a21.6x-43.2,21.6,-43.2,0.2881466,4.8366096,21.3118534,-48.0366096
1245,a25.2x-43.2,25.2,-43.2,0.30215,4.7804497,24.89785,-47.9804497
1246,a28.8x-43.2,28.8,-43.2,0.2178638,4.811467,28.5821362,-48.011467
1247,a32.4x-43.2,32.4,-43.2,0.0397552,4.8621223,32.3602448,-48.0621223
1248,a36x-43.2,36,-43.2,-0.2147102,4.8988464,36.2147102,-48.0988464
1249,a39.6x-43.2,39.6,-43.2,-0.5225128,4.9018562,40.1225128,-48.1018562
1250,a43.2x-43.2,43.2,-43.2,-0.8608215,4.8625305,44.0608215,-48.0625305
1251,a46.8x-43.2,46.8,-43.2,-1.2107231,4.7800148,48.0107231,-47.9800148
1252,a50.4x-43.2,50.4,-43.2,-1.5574471,4.6547401,51.9574471,-47.8547401
1253,a54x-43.2,54,-43.2,-1.8876076,4.4911201,55.8876076,-47.6911201
1254,a57.6x-43.2,57.6,-43.2,-2.1964897,4.2995384,59.7964897,-47.4995384
1255,a61.2x-43.2,61.2,-43.2,-2.4801186,4.0849693,63.6801186,-47.2849693
1256,a64.8x-43.2,64.8,-43.2,-2.7359802,3.8521469,67.5359802,-47.0521469
1257,a68.4x-43.2,68.4,-43.2,-2.9626175,3.6055115,71.3626175,-46.8055115
1258,a72x-43.2,72,-43.2,-3.1592102,3.3491638,75.1592102,-46.5491638
1259,a75.6x-43.2,75.6,-43.2,-3.3226074,3.0866478,78.9226074,-46.2866478
1260,a79.2x-43.2,79.2,-43.2,-3.4541214,2.8224342,82.6541214,-46.0224342
1261,a82.8x-43.2,82.8,-43.2,-3.5578568,2.5597122,86.3578568,-45.7597122
1262,a86.4x-43.2,86.4,-43.2,-3.6350952,2.3008659,90.0350952,-45.5008659
1263,a90x-43.2,90,-43.2,-3.6873779,2.0479935,93.6873779,-45.2479935
1264,a93.6x-43.2,93.6,-43.2,-3.7164062,1.8029182,97.3164062,-45.0029182
1265,a97.2x-43.2,97.2,-43.2,-3.723851,1.567189,100.923851,-44.767189
1266,a100.8x-43.2,100.8,-43.2,-3.7090866,1.3439072,104.5090866,-44.5439072
1267,a104.4x-43.2,104.4,-43.2,-3.6762939,1.1332748,108.0762939,-44.3332748
1268,a108x-43.2,108,-43.2,-3.6285095,0.9352921,111.6285095,-44.1352921
1269,a111.6x-43.2,111.6,-43.2,-3.5674728,0.7503632,115.1674728,-43.9503632
1270,a115.2x-43.2,115.2,-43.2,-3.4949387,0.5787323,118.6949387,-43.7787323
1271,a118.8x-43.2,118.8,-43.2,-3.4126007,0.4204643,122.2126007,-43.6204643
1272,a122.4x-43.2,122.4,-43.2,-3.3219925,0.2754829,125.7219925,-43.4754829
1273,a126x-43.2,126,-43.2,-3.2237549,0.1459396,129.2237549,-43.3459396
1274,a129.6x-43.2,129.6,-43.2,-3.1206116,0.0291336,132.7206116,-43.2291336
1275,a133.2x-43.2,133.2,-43.2,-3.0138519,-0.0756752,136.2138519,-43.1243248
1276,a136.8x-43.2,136.8,-43.2,-2.9045288,-0.1690399,139.7045288,-43.0309601
1277,a140.4x-43.2,140.4,-43.2,-2.7935425,-0.2515633,143.1935425,-42.9484367
1278,a144x-43.2,144,-43.2,-2.681778,-0.3238708,146.681778,-42.8761292
1279,a147.6x-43.2,147.6,-43.2,-2.5699219,-0.3864471,150.1699219,-42.8135529
1280,a151.2x-43.2,151.2,-43.2,-2.4589355,-0.4386703,153.6589355,-42.7613297
1281,a154.8x-43.2,154.8,-43.2,-2.3492157,-0.4830162,157.1492157,-42.7169838
1282,a158.4x-43.2,158.4,-43.2,-2.2412048,-0.5201218,160.6412048,-42.6798782
1283,a162x-43.2,162,-43.2,-2.1352081,-0.5506317,164.1352081,-42.6493683
1284,a165.6x-43.2,165.6,-43.2,-2.0314697,-0.5751564,167.6314697,-42.6248436
1285,a169.2x-43.2,169.2,-43.2,-1.9302338,-0.5942909,171.1302338,-42.6057091
1286,a172.8x-43.2,172.8,-43.2,-1.8317596,-0.6083672,174.6317596,-42.5916328
1287,a176.4x-43.2,176.4,-43.2,-1.7364594,-0.6176903,178.1364594,-42.5823097
1288,a-176.4x-39.6,-176.4,-39.6,1.1780792,-0.6237465,-177.5780792,-38.9762535
1289,a-172.8x-39.6,-172.8,-39.6,1.2418243,-0.6510864,-174.0418243,-38.9489136
1290,a-169.2x-39.6,-169.2,-39.6,1.3082397,-0.6785065,-170.5082397,-38.9214935
1291,a-165.6x-39.6,-165.6,-39.6,1.3772186,-0.7057167,-166.9772186,-38.8942833
1292,a-162x-39.6,-162,-39.6,1.4486542,-0.7324463,-163.4486542,-38.8675537
1293,a-158.4x-39.6,-158.4,-39.6,1.5225464,-0.7583939,-159.9225464,-38.8416061
1294,a-154.8x-39.6,-154.8,-39.6,1.5988647,-0.7832123,-156.3988647,-38.8167877
1295,a-151.2x-39.6,-151.2,-39.6,1.6774719,-0.8065468,-152.8774719,-38.7934532
1296,a-147.6x-39.6,-147.6,-39.6,1.7582916,-0.8280083,-149.3582916,-38.7719917
1297,a-144x-39.6,-144,-39.6,1.8412476,-0.8466431,-145.8412476,-38.7533569
1298,a-140.4x-39.6,-140.4,-39.6,1.9256073,-0.8622871,-142.3256073,-38.7377129
1299,a-136.8x-39.6,-136.8,-39.6,2.0107147,-0.8745323,-138.8107147,-38.7254677
1300,a-133.2x-39.6,-133.2,-39.6,2.0958679,-0.8829781,-135.2958679,-38.7170219
1301,a-129.6x-39.6,-129.6,-39.6,2.1801819,-0.887262,-131.7801819,-38.712738
1302,a-126x-39.6,-126,-39.6,2.2625122,-0.8871094,-128.2625122,-38.7128906
1303,a-122.4x-39.6,-122.4,-39.6,2.3416,-0.8822418,-124.7416,-38.7177582
1304,a-118.8x-39.6,-118.8,-39.6,2.4143173,-0.8719231,-121.2143173,-38.7280769
1305,a-115.2x-39.6,-115.2,-39.6,2.4794052,-0.8573853,-117.6794052,-38.7426147
1306,a-111.6x-39.6,-111.6,-39.6,2.5344376,-0.8392883,-114.1344376,-38.7607117
1307,a-108x-39.6,-108,-39.6,2.5768585,-0.8185898,-110.5768585,-38.7814102
1308,a-104.4x-39.6,-104.4,-39.6,2.6037308,-0.7965523,-107.0037308,-38.8034477
1309,a-100.8x-39.6,-100.8,-39.6,2.6116211,-0.7747017,-103.4116211,-38.8252983
1310,a-97.2x-39.6,-97.2,-39.6,2.5953796,-0.7549835,-99.7953796,-38.8450165
1311,a-93.6x-39.6,-93.6,-39.6,2.5460419,-0.7398888,-96.1460419,-38.8601112
1312,a-90x-39.6,-90,-39.6,2.4635391,-0.729715,-92.4635391,-38.870285
1313,a-86.4x-39.6,-86.4,-39.6,2.3566757,-0.7261368,-88.7566757,-38.8738632
1314,a-82.8x-39.6,-82.8,-39.6,2.2866318,-0.7436539,-85.0866318,-38.8563461
1315,a-79.2x-39.6,-79.2,-39.6,2.3976639,-0.820871,-81.5976639,-38.779129
1316,a-75.6x-39.6,-75.6,-39.6,2.9111008,-1.0202042,-78.5111008,-38.5797958
1317,a-72x-39.6,-72,-39.6,4.0821381,-1.4129997,-76.0821381,-38.1870003
1318,a-68.4x-39.6,-68.4,-39.6,5.7744766,-1.9228149,-74.1744766,-37.6771851
1319,a-64.8x-39.6,-64.8,-39.6,7.5039093,-2.2459007,-72.3039093,-37.3540993
1320,a-61.2x-39.6,-61.2,-39.6,8.9676331,-2.2375275,-70.1676331,-37.3624725
1321,a-57.6x-39.6,-57.6,-39.6,10.0063995,-1.8489929,-67.6063995,-37.7510071
1322,a-54x-39.6,-54,-39.6,10.584465,-1.1230598,-64.584465,-38.4769402
1323,a-50.4x-39.6,-50.4,-39.6,10.7489449,-0.1799866,-61.1489449,-39.4200134
1324,a-46.8x-39.6,-46.8,-39.6,10.6142227,0.8170532,-57.4142227,-40.4170532
1325,a-43.2x-39.6,-43.2,-39.6,10.3272675,1.7613892,-53.5272675,-41.3613892
1326,a-39.6x-39.6,-39.6,-39.6,9.9384102,2.6391167,-49.5384102,-42.2391167
1327,a-36x-39.6,-36,-39.6,9.4649506,3.4443954,-45.4649506,-43.0443954
1328,a-32.4x-39.6,-32.4,-39.6,8.9184319,4.1740974,-41.3184319,-43.7740974
1329,a-28.8x-39.6,-28.8,-39.6,8.3091614,4.8259529,-37.1091614,-44.4259529
1330,a-25.2x-39.6,-25.2,-39.6,7.6478928,5.3985847,-32.8478928,-44.9985847
1331,a-21.6x-39.6,-21.6,-39.6,6.9363731,5.8784241,-28.5363731,-45.4784241
1332,a-18x-39.6,-18,-39.6,6.1899719,6.2753777,-24.1899719,-45.8753777
1333,a-14.4x-39.6,-14.4,-39.6,5.4157845,6.5905174,-19.8157845,-46.1905174
1334,a-10.8x-39.6,-10.8,-39.6,4.6208069,6.8215584,-15.4208069,-46.4215584
1335,a-7.2x-39.6,-7.2,-39.6,3.8118332,6.9652733,-11.0118332,-46.5652733
1336,a-3.6x-39.6,-3.6,-39.6,2.9963039,7.0169662,-6.5963039,-46.6169662
1337,a0x-39.6,0,-39.6,2.1849735,6.9698814,-2.1849735,-46.5698814
1338,a3.6x-39.6,3.6,-39.6,1.4003585,6.7886986,2.1996415,-46.3886986
1339,a7.2x-39.6,7.2,-39.6,0.6847422,6.4864601,6.5152578,-46.0864601
1340,a10.8x-39.6,10.8,-39.6,0.1352966,6.0799164,10.6647034,-45.6799164
1341,a14.4x-39.6,14.4,-39.6,-0.1413322,5.6321053,14.5413322,-45.2321053
1342,a18x-39.6,18,-39.6,-0.1214733,5.2359299,18.1214733,-44.8359299
1343,a21.6x-39.6,21.6,-39.6,0.0954643,4.984938,21.5045357,-44.584938
1344,a25.2x-39.6,25.2,-39.6,0.2967426,4.9299568,24.9032574,-44.5299568
1345,a28.8x-39.6,28.8,-39.6,0.3140324,5.0134605,28.4859676,-44.6134605
1346,a32.4x-39.6,32.4,-39.6,0.1622452,5.1285843,32.2377548,-44.7285843
1347,a36x-39.6,36,-39.6,-0.1170273,5.2201942,36.1170273,-44.8201942
1348,a39.6x-39.6,39.6,-39.6,-0.4758514,5.2586121,40.0758514,-44.8586121
1349,a43.2x-39.6,43.2,-39.6,-0.8724602,5.2342209,44.0724602,-44.8342209
1350,a46.8x-39.6,46.8,-39.6,-1.2780678,5.1503433,48.0780678,-44.7503433
1351,a50.4x-39.6,50.4,-39.6,-1.6741882,5.0116219,52.0741882,-44.6116219
1352,a54x-39.6,54,-39.6,-2.0457726,4.8265556,56.0457726,-44.4265556
1353,a57.6x-39.6,57.6,-39.6,-2.389151,4.6090378,59.989151,-44.2090378
1354,a61.2x-39.6,61.2,-39.6,-2.7006004,4.3656868,63.9006004,-43.9656868
1355,a64.8x-39.6,64.8,-39.6,-2.9780914,4.1024918,67.7780914,-43.7024918
1356,a68.4x-39.6,68.4,-39.6,-3.2207047,3.8248238,71.6207047,-43.4248238
1357,a72x-39.6,72,-39.6,-3.4281311,3.5374931,75.4281311,-43.1374931
1358,a75.6x-39.6,75.6,-39.6,-3.597464,3.244696,79.197464,-42.844696
1359,a79.2x-39.6,79.2,-39.6,-3.7306717,2.9514908,82.9306717,-42.5514908
1360,a82.8x-39.6,82.8,-39.6,-3.8328201,2.6612839,86.6328201,-42.2612839
1361,a86.4x-39.6,86.4,-39.6,-3.9055725,2.3766464,90.3055725,-41.9766464
1362,a90x-39.6,90,-39.6,-3.9508743,2.0997986,93.9508743,-41.6997986
1363,a93.6x-39.6,93.6,-39.6,-3.9708313,1.8326439,97.5708313,-41.4326439
1364,a97.2x-39.6,97.2,-39.6,-3.9674347,1.5768036,101.1674347,-41.1768036
1365,a100.8x-39.6,100.8,-39.6,-3.9402878,1.3357414,104.7402878,-40.9357414
1366,a104.4x-39.6,104.4,-39.6,-3.8940674,1.1094879,108.2940674,-40.7094879
1367,a108x-39.6,108,-39.6,-3.8321686,0.8978752,111.8321686,-40.4978752
1368,a111.6x-39.6,111.6,-39.6,-3.7565979,0.7012581,115.3565979,-40.3012581
1369,a115.2x-39.6,115.2,-39.6,-3.6693314,0.5197815,118.8693314,-40.1197815
1370,a118.8x-39.6,118.8,-39.6,-3.5722916,0.3534073,122.3722916,-39.9534073
1371,a122.4x-39.6,122.4,-39.6,-3.467157,0.2019409,125.867157,-39.8019409
1372,a126x-39.6,126,-39.6,-3.3548737,0.0676254,129.3548737,-39.6676254
1373,a129.6x-39.6,129.6,-39.6,-3.2381805,-0.0526367,132.8381805,-39.5473633
1374,a133.2x-39.6,133.2,-39.6,-3.118512,-0.1597496,136.318512,-39.4402504
1375,a136.8x-39.6,136.8,-39.6,-2.996936,-0.254377,139.796936,-39.345623
1376,a140.4x-39.6,140.4,-39.6,-2.8744446,-0.337236,143.2744446,-39.262764
1377,a144x-39.6,144,-39.6,-2.7519226,-0.4090897,146.7519226,-39.1909103
1378,a147.6x-39.6,147.6,-39.6,-2.6301025,-0.4705368,150.2301025,-39.1294632
1379,a151.2x-39.6,151.2,-39.6,-2.5100677,-0.5210014,153.7100677,-39.0789986
1380,a154.8x-39.6,154.8,-39.6,-2.3920776,-0.5631577,157.1920776,-39.0368423
1381,a158.4x-39.6,158.4,-39.6,-2.2765442,-0.5977417,160.6765442,-39.0022583
1382,a162x-39.6,162,-39.6,-2.1637421,-0.6254593,164.1637421,-38.9745407
1383,a165.6x-39.6,165.6,-39.6,-2.0538849,-0.6469856,167.6538849,-38.9530144
1384,a169.2x-39.6,169.2,-39.6,-1.9472015,-0.6629692,171.1472015,-38.9370308
1385,a172.8x-39.6,172.8,-39.6,-1.8439209,-0.6737953,174.6439209,-38.9262047
1386,a176.4x-39.6,176.4,-39.6,-1.7445007,-0.6798378,178.1445007,-38.9201622
1387,a-176.4x-36,-176.4,-36,1.1513306,-0.6515579,-177.5513306,-35.3484421
1388,a-172.8x-36,-172.8,-36,1.2150299,-0.6814346,-174.0150299,-35.3185654
1389,a-169.2x-36,-169.2,-36,1.2816589,-0.711525,-170.4816589,-35.288475
1390,a-165.6x-36,-165.6,-36,1.3512024,-0.7414551,-166.9512024,-35.2585449
1391,a-162x-36,-162,-36,1.4235077,-0.770916,-163.4235077,-35.229084
1392,a-158.4x-36,-158.4,-36,1.4986816,-0.7995682,-159.8986816,-35.2004318
1393,a-154.8x-36,-154.8,-36,1.5766937,-0.8270531,-156.3766937,-35.1729469
1394,a-151.2x-36,-151.2,-36,1.6574371,-0.8529396,-152.8574371,-35.1470604
1395,a-147.6x-36,-147.6,-36,1.7409576,-0.8767471,-149.3409576,-35.1232529
1396,a-144x-36,-144,-36,1.8271942,-0.8972778,-145.8271942,-35.1027222
1397,a-140.4x-36,-140.4,-36,1.9154907,-0.914257,-142.3154907,-35.085743
1398,a-136.8x-36,-136.8,-36,2.0050385,-0.9271469,-138.8050385,-35.0728531
1399,a-133.2x-36,-133.2,-36,2.0951965,-0.9353333,-135.2951965,-35.0646667
1400,a-129.6x-36,-129.6,-36,2.1849731,-0.9382248,-131.7849731,-35.0617752
1401,a-126x-36,-126,-36,2.2731171,-0.9352646,-128.2731171,-35.0647354
1402,a-122.4x-36,-122.4,-36,2.3583008,-0.9258614,-124.7583008,-35.0741386
1403,a-118.8x-36,-118.8,-36,2.4369537,-0.9085236,-121.2369537,-35.0914764
1404,a-115.2x-36,-115.2,-36,2.5076721,-0.8845139,-117.7076721,-35.1154861
1405,a-111.6x-36,-111.6,-36,2.5675568,-0.8541794,-114.1675568,-35.1458206
1406,a-108x-36,-108,-36,2.6138382,-0.8181305,-110.6138382,-35.1818695
