index,cx,cy,newX,newY
a46.8x-129.6,46.8,-129.6,48.0299988,-129.76
a50.4x-129.6,50.4,-129.6,51.6899986,-129.72
a54x-129.6,54,-129.6,55.3300018,-129.68
a57.6x-129.6,57.6,-129.6,58.9500008,-129.64
a61.2x-129.6,61.2,-129.6,62.5499992,-129.59
a64.8x-129.6,64.8,-129.6,66.1399994,-129.55
a68.4x-129.6,68.4,-129.6,69.6999969,-129.5
a72x-129.6,72,-129.6,73.25,-129.45
a75.6x-129.6,75.6,-129.6,76.7799988,-129.4
a79.2x-129.6,79.2,-129.6,80.2799988,-129.35
a82.8x-129.6,82.8,-129.6,83.7600021,-129.3
a86.4x-129.6,86.4,-129.6,87.2300034,-129.25
a90x-129.6,90,-129.6,90.6699982,-129.2
a93.6x-129.6,93.6,-129.6,94.0999985,-129.15
a97.2x-129.6,97.2,-129.6,97.5,-129.1
a100.8x-129.6,100.8,-129.6,100.8899994,-129.06
a104.4x-129.6,104.4,-129.6,104.2600021,-129.02
a108x-129.6,108,-129.6,107.6200027,-128.98
a111.6x-129.6,111.6,-129.6,110.9599991,-128.95
a115.2x-129.6,115.2,-129.6,114.2900009,-128.92
a118.8x-129.6,118.8,-129.6,117.6200027,-128.9
a122.4x-129.6,122.4,-129.6,120.9300003,-128.88
a126x-129.6,126,-129.6,124.2399979,-128.87
a129.6x-129.6,129.6,-129.6,127.5500031,-128.87
a133.2x-129.6,133.2,-129.6,130.8600006,-128.88
a136.8x-129.6,136.8,-129.6,134.1699982,-128.9
a140.4x-129.6,140.4,-129.6,137.4900055,-128.92
a144x-129.6,144,-129.6,140.8200073,-128.96
a147.6x-129.6,147.6,-129.6,144.1600037,-129
a151.2x-129.6,151.2,-129.6,147.5299988,-129.05
a154.8x-129.6,154.8,-129.6,150.9199982,-129.11
a158.4x-129.6,158.4,-129.6,154.3300018,-129.18
a162x-129.6,162,-129.6,157.7700043,-129.25
a165.6x-129.6,165.6,-129.6,161.2299957,-129.33
a169.2x-129.6,169.2,-129.6,164.7299957,-129.41
a172.8x-129.6,172.8,-129.6,168.2700043,-129.49
a176.4x-129.6,176.4,-129.6,171.8399963,-129.57
a-180x-126,-180,-126,-177.4900055,-125.91
a-176.4x-126,-176.4,-126,-173.9299927,-125.83
a-172.8x-126,-172.8,-126,-170.3899994,-125.75
a-169.2x-126,-169.2,-126,-166.8800049,-125.68
a-165.6x-126,-165.6,-126,-163.3899994,-125.6
a-162x-126,-162,-126,-159.9199982,-125.53
a-158.4x-126,-158.4,-126,-156.4700012,-125.47
a-154.8x-126,-154.8,-126,-153.0299988,-125.41
a-151.2x-126,-151.2,-126,-149.6199951,-125.35
a-147.6x-126,-147.6,-126,-146.2200012,-125.3
a-144x-126,-144,-126,-142.8300018,-125.25
a-140.4x-126,-140.4,-126,-139.4600067,-125.21
a-136.8x-126,-136.8,-126,-136.0899963,-125.18
a-133.2x-126,-133.2,-126,-132.7400055,-125.15
a-129.6x-126,-129.6,-126,-129.3899994,-125.13
a-126x-126,-126,-126,-126.0400009,-125.12
a-122.4x-126,-122.4,-126,-122.6999969,-125.11
a-118.8x-126,-118.8,-126,-119.3499985,-125.12
a-115.2x-126,-115.2,-126,-116.0100021,-125.13
a-111.6x-126,-111.6,-126,-112.6600037,-125.15
a-108x-126,-108,-126,-109.3000031,-125.18
a-104.4x-126,-104.4,-126,-105.9400024,-125.21
a-100.8x-126,-100.8,-126,-102.5699997,-125.25
a-97.2x-126,-97.2,-126,-99.1900024,-125.3
a-93.6x-126,-93.6,-126,-95.7799988,-125.36
a-90x-126,-90,-126,-92.3700027,-125.42
a-86.4x-126,-86.4,-126,-88.9300003,-125.5
a-82.8x-126,-82.8,-126,-85.4700012,-125.57
a-79.2x-126,-79.2,-126,-81.9899979,-125.65
a-75.6x-126,-75.6,-126,-78.4899979,-125.74
a-72x-126,-72,-126,-74.9599991,-125.82
a-68.4x-126,-68.4,-126,-71.4000015,-125.91
a-64.8x-126,-64.8,-126,-67.8099976,-125.99
a-61.2x-126,-61.2,-126,-64.1999969,-126.08
a-57.6x-126,-57.6,-126,-60.5600014,-126.15
a-54x-126,-54,-126,-56.9000015,-126.22
a-50.4x-126,-50.4,-126,-53.2200012,-126.29
a-46.8x-126,-46.8,-126,-49.5200005,-126.34
a-43.2x-126,-43.2,-126,-45.7999992,-126.39
a-39.6x-126,-39.6,-126,-42.0699997,-126.43
a-36x-126,-36,-126,-38.3300018,-126.47
a-32.4x-126,-32.4,-126,-34.5699997,-126.5
a-28.8x-126,-28.8,-126,-30.8099995,-126.52
a-25.2x-126,-25.2,-126,-27.0499992,-126.54
a-21.6x-126,-21.6,-126,-23.2800007,-126.56
a-18x-126,-18,-126,-19.5,-126.57
a-14.4x-126,-14.4,-126,-15.7200003,-126.58
a-10.8x-126,-10.8,-126,-11.9399996,-126.58
a-7.2x-126,-7.2,-126,-8.1599998,-126.59
a-3.6x-126,-3.6,-126,-4.3800001,-126.59
a0x-126,0,-126,-0.6,-126.59
a3.6x-126,3.6,-126,3.1800001,-126.58
a7.2x-126,7.2,-126,6.96,-126.57
a10.8x-126,10.8,-126,10.7399998,-126.56
a14.4x-126,14.4,-126,14.5100002,-126.55
a18x-126,18,-126,18.2800007,-126.53
a21.6x-126,21.6,-126,22.0499992,-126.51
a25.2x-126,25.2,-126,25.7999992,-126.48
a28.8x-126,28.8,-126,29.5499992,-126.45
a32.4x-126,32.4,-126,33.2799988,-126.42
a36x-126,36,-126,37.0099983,-126.38
a39.6x-126,39.6,-126,40.7200012,-126.33
a43.2x-126,43.2,-126,44.4099998,-126.28
a46.8x-126,46.8,-126,48.0900002,-126.23
a50.4x-126,50.4,-126,51.7599983,-126.18
a54x-126,54,-126,55.4000015,-126.12
a57.6x-126,57.6,-126,59.0299988,-126.06
a61.2x-126,61.2,-126,62.6399994,-125.99
a64.8x-126,64.8,-126,66.2200012,-125.92
a68.4x-126,68.4,-126,69.7900009,-125.86
a72x-126,72,-126,73.3399963,-125.79
a75.6x-126,75.6,-126,76.8700027,-125.71
a79.2x-126,79.2,-126,80.3700027,-125.64
a82.8x-126,82.8,-126,83.8499985,-125.57
a86.4x-126,86.4,-126,87.3199997,-125.5
a90x-126,90,-126,90.7600021,-125.43
a93.6x-126,93.6,-126,94.1800003,-125.36
a97.2x-126,97.2,-126,97.5899963,-125.29
a100.8x-126,100.8,-126,100.9700012,-125.23
a104.4x-126,104.4,-126,104.3399963,-125.17
a108x-126,108,-126,107.6900024,-125.11
a111.6x-126,111.6,-126,111.0199966,-125.06
a115.2x-126,115.2,-126,114.3499985,-125.02
a118.8x-126,118.8,-126,117.6600037,-124.99
a122.4x-126,122.4,-126,120.9599991,-124.97
a126x-126,126,-126,124.2600021,-124.95
a129.6x-126,129.6,-126,127.5599976,-124.95
a133.2x-126,133.2,-126,130.8500061,-124.96
a136.8x-126,136.8,-126,134.1499939,-124.99
a140.4x-126,140.4,-126,137.4600067,-125.02
a144x-126,144,-126,140.7799988,-125.07
a147.6x-126,147.6,-126,144.1100006,-125.13
a151.2x-126,151.2,-126,147.4600067,-125.21
a154.8x-126,154.8,-126,150.8399963,-125.3
a158.4x-126,158.4,-126,154.2400055,-125.39
a162x-126,162,-126,157.6699982,-125.5
a165.6x-126,165.6,-126,161.1300049,-125.61
a169.2x-126,169.2,-126,164.6300049,-125.72
a172.8x-126,172.8,-126,168.1600037,-125.84
a176.4x-126,176.4,-126,171.7299957,-125.96
a-180x-122.4,-180,-122.4,-177.3899994,-122.28
a-176.4x-122.4,-176.4,-122.4,-173.8300018,-122.18
a-172.8x-122.4,-172.8,-122.4,-170.2899933,-122.08
a-169.2x-122.4,-169.2,-122.4,-166.7799988,-121.98
a-165.6x-122.4,-165.6,-122.4,-163.3000031,-121.88
a-162x-122.4,-162,-122.4,-159.8300018,-121.79
a-158.4x-122.4,-158.4,-122.4,-156.3899994,-121.7
a-154.8x-122.4,-154.8,-122.4,-152.9600067,-121.62
a-151.2x-122.4,-151.2,-122.4,-149.5500031,-121.54
a-147.6x-122.4,-147.6,-122.4,-146.1600037,-121.47
a-144x-122.4,-144,-122.4,-142.7799988,-121.41
a-140.4x-122.4,-140.4,-122.4,-139.4100037,-121.36
a-136.8x-122.4,-136.8,-122.4,-136.0599976,-121.32
a-133.2x-122.4,-133.2,-122.4,-132.7100067,-121.28
a-129.6x-122.4,-129.6,-122.4,-129.3699951,-121.26
a-126x-122.4,-126,-122.4,-126.0400009,-121.24
a-122.4x-122.4,-122.4,-122.4,-122.6999969,-121.24
a-118.8x-122.4,-118.8,-122.4,-119.3700027,-121.24
a-115.2x-122.4,-115.2,-122.4,-116.0400009,-121.26
a-111.6x-122.4,-111.6,-122.4,-112.6999969,-121.28
a-108x-122.4,-108,-122.4,-109.3499985,-121.32
a-104.4x-122.4,-104.4,-122.4,-106,-121.36
a-100.8x-122.4,-100.8,-122.4,-102.6399994,-121.41
a-97.2x-122.4,-97.2,-122.4,-99.2600021,-121.48
a-93.6x-122.4,-93.6,-122.4,-95.8700027,-121.55
a-90x-122.4,-90,-122.4,-92.4700012,-121.64
a-86.4x-122.4,-86.4,-122.4,-89.0400009,-121.73
a-82.8x-122.4,-82.8,-122.4,-85.5899963,-121.83
a-79.2x-122.4,-79.2,-122.4,-82.1100006,-121.94
a-75.6x-122.4,-75.6,-122.4,-78.6200027,-122.05
a-72x-122.4,-72,-122.4,-75.0899963,-122.17
a-68.4x-122.4,-68.4,-122.4,-71.5199966,-122.28
a-64.8x-122.4,-64.8,-122.4,-67.9300003,-122.4
a-61.2x-122.4,-61.2,-122.4,-64.3199997,-122.5
a-57.6x-122.4,-57.6,-122.4,-60.6699982,-122.61
a-54x-122.4,-54,-122.4,-57,-122.7
a-50.4x-122.4,-50.4,-122.4,-53.3100014,-122.79
a-46.8x-122.4,-46.8,-122.4,-49.5999985,-122.86
a-43.2x-122.4,-43.2,-122.4,-45.8699989,-122.92
a-39.6x-122.4,-39.6,-122.4,-42.1300011,-122.98
a-36x-122.4,-36,-122.4,-38.3699989,-123.02
a-32.4x-122.4,-32.4,-122.4,-34.6100006,-123.06
a-28.8x-122.4,-28.8,-122.4,-30.8400002,-123.09
a-25.2x-122.4,-25.2,-122.4,-27.0699997,-123.11
a-21.6x-122.4,-21.6,-122.4,-23.2999992,-123.13
a-18x-122.4,-18,-122.4,-19.5200005,-123.14
a-14.4x-122.4,-14.4,-122.4,-15.7299995,-123.15
a-10.8x-122.4,-10.8,-122.4,-11.9499998,-123.16
a-7.2x-122.4,-7.2,-122.4,-8.1700001,-123.16
a-3.6x-122.4,-3.6,-122.4,-4.3800001,-123.17
a0x-122.4,0,-122.4,-0.59,-123.16
a3.6x-122.4,3.6,-122.4,3.1900001,-123.16
a7.2x-122.4,7.2,-122.4,6.98,-123.15
a10.8x-122.4,10.8,-122.4,10.7600002,-123.14
a14.4x-122.4,14.4,-122.4,14.54,-123.12
a18x-122.4,18,-122.4,18.3199997,-123.1
a21.6x-122.4,21.6,-122.4,22.0900002,-123.07
a25.2x-122.4,25.2,-122.4,25.8500004,-123.03
a28.8x-122.4,28.8,-122.4,29.6100006,-122.99
a32.4x-122.4,32.4,-122.4,33.3499985,-122.95
a36x-122.4,36,-122.4,37.0800018,-122.89
a39.6x-122.4,39.6,-122.4,40.7999992,-122.84
a43.2x-122.4,43.2,-122.4,44.5,-122.77
a46.8x-122.4,46.8,-122.4,48.1899986,-122.7
a50.4x-122.4,50.4,-122.4,51.8600006,-122.63
a54x-122.4,54,-122.4,55.5099983,-122.55
a57.6x-122.4,57.6,-122.4,59.1399994,-122.47
a61.2x-122.4,61.2,-122.4,62.75,-122.39
a64.8x-122.4,64.8,-122.4,66.3399963,-122.3
a68.4x-122.4,68.4,-122.4,69.9100037,-122.21
a72x-122.4,72,-122.4,73.4599991,-122.12
a75.6x-122.4,75.6,-122.4,76.9899979,-122.03
a79.2x-122.4,79.2,-122.4,80.4899979,-121.93
a82.8x-122.4,82.8,-122.4,83.9800034,-121.84
a86.4x-122.4,86.4,-122.4,87.4400024,-121.74
a90x-122.4,90,-122.4,90.8799973,-121.65
a93.6x-122.4,93.6,-122.4,94.3000031,-121.56
a97.2x-122.4,97.2,-122.4,97.6999969,-121.47
a100.8x-122.4,100.8,-122.4,101.0800018,-121.38
a104.4x-122.4,104.4,-122.4,104.4400024,-121.3
a108x-122.4,108,-122.4,107.7799988,-121.23
a111.6x-122.4,111.6,-122.4,111.0999985,-121.17
a115.2x-122.4,115.2,-122.4,114.4199982,-121.11
a118.8x-122.4,118.8,-122.4,117.7200012,-121.06
a122.4x-122.4,122.4,-122.4,121.0100021,-121.03
a126x-122.4,126,-122.4,124.2900009,-121.01
a129.6x-122.4,129.6,-122.4,127.5699997,-121.01
a133.2x-122.4,133.2,-122.4,130.8500061,-121.02
a136.8x-122.4,136.8,-122.4,134.1300049,-121.05
a140.4x-122.4,140.4,-122.4,137.4199982,-121.1
a144x-122.4,144,-122.4,140.7200012,-121.16
a147.6x-122.4,147.6,-122.4,144.0299988,-121.24
a151.2x-122.4,151.2,-122.4,147.3699951,-121.34
a154.8x-122.4,154.8,-122.4,150.7299957,-121.46
a158.4x-122.4,158.4,-122.4,154.1199951,-121.59
a162x-122.4,162,-122.4,157.5299988,-121.73
a165.6x-122.4,165.6,-122.4,160.9900055,-121.88
a169.2x-122.4,169.2,-122.4,164.4799957,-122.03
a172.8x-122.4,172.8,-122.4,168.0099945,-122.19
a176.4x-122.4,176.4,-122.4,171.5899963,-122.34
a-180x-118.8,-180,-118.8,-177.2700043,-118.66
a-176.4x-118.8,-176.4,-118.8,-173.6999969,-118.53
a-172.8x-118.8,-172.8,-118.8,-170.1699982,-118.4
a-169.2x-118.8,-169.2,-118.8,-166.6600037,-118.27
a-165.6x-118.8,-165.6,-118.8,-163.1799927,-118.15
a-162x-118.8,-162,-118.8,-159.7200012,-118.03
a-158.4x-118.8,-158.4,-118.8,-156.2899933,-117.93
a-154.8x-118.8,-154.8,-118.8,-152.8699951,-117.82
a-151.2x-118.8,-151.2,-118.8,-149.4700012,-117.73
a-147.6x-118.8,-147.6,-118.8,-146.0800018,-117.64
a-144x-118.8,-144,-118.8,-142.7100067,-117.57
a-140.4x-118.8,-140.4,-118.8,-139.3600006,-117.5
a-136.8x-118.8,-136.8,-118.8,-136.0200043,-117.45
a-133.2x-118.8,-133.2,-118.8,-132.6799927,-117.4
a-129.6x-118.8,-129.6,-118.8,-129.3500061,-117.37
a-126x-118.8,-126,-118.8,-126.0299988,-117.35
a-122.4x-118.8,-122.4,-118.8,-122.7099991,-117.34
a-118.8x-118.8,-118.8,-118.8,-119.3899994,-117.35
a-115.2x-118.8,-115.2,-118.8,-116.0699997,-117.37
a-111.6x-118.8,-111.6,-118.8,-112.7399979,-117.4
a-108x-118.8,-108,-118.8,-109.4100037,-117.44
a-104.4x-118.8,-104.4,-118.8,-106.0699997,-117.49
a-100.8x-118.8,-100.8,-118.8,-102.7200012,-117.56
a-97.2x-118.8,-97.2,-118.8,-99.3600006,-117.64
a-93.6x-118.8,-93.6,-118.8,-95.9899979,-117.73
a-90x-118.8,-90,-118.8,-92.5899963,-117.84
a-86.4x-118.8,-86.4,-118.8,-89.1699982,-117.95
a-82.8x-118.8,-82.8,-118.8,-85.7300034,-118.08
a-79.2x-118.8,-79.2,-118.8,-82.2699966,-118.22
a-75.6x-118.8,-75.6,-118.8,-78.7799988,-118.36
a-72x-118.8,-72,-118.8,-75.25,-118.51
a-68.4x-118.8,-68.4,-118.8,-71.6900024,-118.66
a-64.8x-118.8,-64.8,-118.8,-68.0899963,-118.8
a-61.2x-118.8,-61.2,-118.8,-64.4700012,-118.94
a-57.6x-118.8,-57.6,-118.8,-60.8100014,-119.07
a-54x-118.8,-54,-118.8,-57.1300011,-119.19
a-50.4x-118.8,-50.4,-118.8,-53.4300003,-119.29
a-46.8x-118.8,-46.8,-118.8,-49.7000008,-119.39
a-43.2x-118.8,-43.2,-118.8,-45.9500008,-119.46
a-39.6x-118.8,-39.6,-118.8,-42.2000008,-119.53
a-36x-118.8,-36,-118.8,-38.4300003,-119.58
a-32.4x-118.8,-32.4,-118.8,-34.6599998,-119.62
a-28.8x-118.8,-28.8,-118.8,-30.8799992,-119.66
a-25.2x-118.8,-25.2,-118.8,-27.1000004,-119.68
a-21.6x-118.8,-21.6,-118.8,-23.3199997,-119.7
a-18x-118.8,-18,-118.8,-19.5300007,-119.72
a-14.4x-118.8,-14.4,-118.8,-15.7399998,-119.73
a-10.8x-118.8,-10.8,-118.8,-11.9499998,-119.74
a-7.2x-118.8,-7.2,-118.8,-8.1700001,-119.74
a-3.6x-118.8,-3.6,-118.8,-4.3699999,-119.75
a0x-118.8,0,-118.8,-0.58,-119.75
a3.6x-118.8,3.6,-118.8,3.21,-119.74
a7.2x-118.8,7.2,-118.8,7,-119.73
a10.8x-118.8,10.8,-118.8,10.79,-119.72
a14.4x-118.8,14.4,-118.8,14.5799999,-119.69
a18x-118.8,18,-118.8,18.3600006,-119.67
a21.6x-118.8,21.6,-118.8,22.1399994,-119.63
a25.2x-118.8,25.2,-118.8,25.9200001,-119.59
a28.8x-118.8,28.8,-118.8,29.6800003,-119.54
a32.4x-118.8,32.4,-118.8,33.4300003,-119.48
a36x-118.8,36,-118.8,37.1699982,-119.42
a39.6x-118.8,39.6,-118.8,40.9000015,-119.35
a43.2x-118.8,43.2,-118.8,44.6100006,-119.27
a46.8x-118.8,46.8,-118.8,48.3100014,-119.18
a50.4x-118.8,50.4,-118.8,51.9799995,-119.09
a54x-118.8,54,-118.8,55.6399994,-119
a57.6x-118.8,57.6,-118.8,59.2700005,-118.9
a61.2x-118.8,61.2,-118.8,62.8899994,-118.79
a64.8x-118.8,64.8,-118.8,66.4899979,-118.68
a68.4x-118.8,68.4,-118.8,70.0599976,-118.57
a72x-118.8,72,-118.8,73.6100006,-118.46
a75.6x-118.8,75.6,-118.8,77.1399994,-118.34
a79.2x-118.8,79.2,-118.8,80.6500015,-118.22
a82.8x-118.8,82.8,-118.8,84.1299973,-118.1
a86.4x-118.8,86.4,-118.8,87.5999985,-117.98
a90x-118.8,90,-118.8,91.0299988,-117.87
a93.6x-118.8,93.6,-118.8,94.4499969,-117.75
a97.2x-118.8,97.2,-118.8,97.8499985,-117.64
a100.8x-118.8,100.8,-118.8,101.2200012,-117.53
a104.4x-118.8,104.4,-118.8,104.5699997,-117.43
a108x-118.8,108,-118.8,107.9000015,-117.34
a111.6x-118.8,111.6,-118.8,111.2099991,-117.26
a115.2x-118.8,115.2,-118.8,114.5100021,-117.18
a118.8x-118.8,118.8,-118.8,117.8000031,-117.12
a122.4x-118.8,122.4,-118.8,121.0699997,-117.08
a126x-118.8,126,-118.8,124.3300018,-117.05
a129.6x-118.8,129.6,-118.8,127.5899963,-117.05
a133.2x-118.8,133.2,-118.8,130.8399963,-117.06
a136.8x-118.8,136.8,-118.8,134.1000061,-117.09
a140.4x-118.8,140.4,-118.8,137.3600006,-117.15
a144x-118.8,144,-118.8,140.6399994,-117.23
a147.6x-118.8,147.6,-118.8,143.9299927,-117.33
a151.2x-118.8,151.2,-118.8,147.2400055,-117.46
a154.8x-118.8,154.8,-118.8,150.5800018,-117.6
a158.4x-118.8,158.4,-118.8,153.9499969,-117.77
a162x-118.8,162,-118.8,157.3600006,-117.95
a165.6x-118.8,165.6,-118.8,160.8000031,-118.14
a169.2x-118.8,169.2,-118.8,164.2799988,-118.34
a172.8x-118.8,172.8,-118.8,167.8099976,-118.54
a176.4x-118.8,176.4,-118.8,171.3999939,-118.74
a-180x-115.2,-180,-115.2,-177.1100006,-115.03
a-176.4x-115.2,-176.4,-115.2,-173.5399933,-114.87
a-172.8x-115.2,-172.8,-115.2,-170.0099945,-114.71
a-169.2x-115.2,-169.2,-115.2,-166.5099945,-114.56
a-165.6x-115.2,-165.6,-115.2,-163.0399933,-114.41
a-162x-115.2,-162,-115.2,-159.5899963,-114.27
a-158.4x-115.2,-158.4,-115.2,-156.1600037,-114.14
a-154.8x-115.2,-154.8,-115.2,-152.75,-114.02
a-151.2x-115.2,-151.2,-115.2,-149.3600006,-113.9
a-147.6x-115.2,-147.6,-115.2,-145.9799957,-113.8
a-144x-115.2,-144,-115.2,-142.6300049,-113.71
a-140.4x-115.2,-140.4,-115.2,-139.2899933,-113.63
a-136.8x-115.2,-136.8,-115.2,-135.9600067,-113.56
a-133.2x-115.2,-133.2,-115.2,-132.6399994,-113.51
a-129.6x-115.2,-129.6,-115.2,-129.3300018,-113.47
a-126x-115.2,-126,-115.2,-126.0199966,-113.44
a-122.4x-115.2,-122.4,-115.2,-122.7200012,-113.44
a-118.8x-115.2,-118.8,-115.2,-119.4100037,-113.44
a-115.2x-115.2,-115.2,-115.2,-116.1100006,-113.46
a-111.6x-115.2,-111.6,-115.2,-112.8000031,-113.5
a-108x-115.2,-108,-115.2,-109.4800034,-113.55
a-104.4x-115.2,-104.4,-115.2,-106.1600037,-113.61
a-100.8x-115.2,-100.8,-115.2,-102.8300018,-113.69
a-97.2x-115.2,-97.2,-115.2,-99.4800034,-113.78
a-93.6x-115.2,-93.6,-115.2,-96.1200027,-113.89
a-90x-115.2,-90,-115.2,-92.7399979,-114.02
a-86.4x-115.2,-86.4,-115.2,-89.3399963,-114.16
a-82.8x-115.2,-82.8,-115.2,-85.9199982,-114.32
a-79.2x-115.2,-79.2,-115.2,-82.4599991,-114.48
a-75.6x-115.2,-75.6,-115.2,-78.9800034,-114.66
a-72x-115.2,-72,-115.2,-75.4499969,-114.84
a-68.4x-115.2,-68.4,-115.2,-71.8899994,-115.03
a-64.8x-115.2,-64.8,-115.2,-68.2900009,-115.21
a-61.2x-115.2,-61.2,-115.2,-64.6500015,-115.38
a-57.6x-115.2,-57.6,-115.2,-60.9799995,-115.54
a-54x-115.2,-54,-115.2,-57.2900009,-115.69
a-50.4x-115.2,-50.4,-115.2,-53.5600014,-115.82
a-46.8x-115.2,-46.8,-115.2,-49.8100014,-115.93
a-43.2x-115.2,-43.2,-115.2,-46.0499992,-116.02
a-39.6x-115.2,-39.6,-115.2,-42.2700005,-116.09
a-36x-115.2,-36,-115.2,-38.4900017,-116.15
a-32.4x-115.2,-32.4,-115.2,-34.7000008,-116.2
a-28.8x-115.2,-28.8,-115.2,-30.9099998,-116.23
a-25.2x-115.2,-25.2,-115.2,-27.1200008,-116.26
a-21.6x-115.2,-21.6,-115.2,-23.3299999,-116.28
a-18x-115.2,-18,-115.2,-19.5400009,-116.3
a-14.4x-115.2,-14.4,-115.2,-15.75,-116.31
a-10.8x-115.2,-10.8,-115.2,-11.96,-116.32
a-7.2x-115.2,-7.2,-115.2,-8.1599998,-116.33
a-3.6x-115.2,-3.6,-115.2,-4.3699999,-116.33
a0x-115.2,0,-115.2,-0.57,-116.33
a3.6x-115.2,3.6,-115.2,3.23,-116.33
a7.2x-115.2,7.2,-115.2,7.0300002,-116.32
a10.8x-115.2,10.8,-115.2,10.8299999,-116.3
a14.4x-115.2,14.4,-115.2,14.6300001,-116.28
a18x-115.2,18,-115.2,18.4200001,-116.25
a21.6x-115.2,21.6,-115.2,22.2099991,-116.21
a25.2x-115.2,25.2,-115.2,26,-116.16
a28.8x-115.2,28.8,-115.2,29.7700005,-116.1
a32.4x-115.2,32.4,-115.2,33.5400009,-116.03
a36x-115.2,36,-115.2,37.2900009,-115.96
a39.6x-115.2,39.6,-115.2,41.0299988,-115.87
a43.2x-115.2,43.2,-115.2,44.75,-115.78
a46.8x-115.2,46.8,-115.2,48.4500008,-115.67
a50.4x-115.2,50.4,-115.2,52.1399994,-115.56
a54x-115.2,54,-115.2,55.7999992,-115.45
a57.6x-115.2,57.6,-115.2,59.4399986,-115.33
a61.2x-115.2,61.2,-115.2,63.0600014,-115.2
a64.8x-115.2,64.8,-115.2,66.6699982,-115.07
a68.4x-115.2,68.4,-115.2,70.25,-114.94
a72x-115.2,72,-115.2,73.8000031,-114.8
a75.6x-115.2,75.6,-115.2,77.3399963,-114.66
a79.2x-115.2,79.2,-115.2,80.8399963,-114.51
a82.8x-115.2,82.8,-115.2,84.3300018,-114.37
a86.4x-115.2,86.4,-115.2,87.7900009,-114.23
a90x-115.2,90,-115.2,91.2300034,-114.08
a93.6x-115.2,93.6,-115.2,94.6399994,-113.94
a97.2x-115.2,97.2,-115.2,98.0299988,-113.8
a100.8x-115.2,100.8,-115.2,101.3899994,-113.67
a104.4x-115.2,104.4,-115.2,104.7300034,-113.55
a108x-115.2,108,-115.2,108.0500031,-113.43
a111.6x-115.2,111.6,-115.2,111.3499985,-113.33
a115.2x-115.2,115.2,-115.2,114.6299973,-113.24
a118.8x-115.2,118.8,-115.2,117.8899994,-113.16
a122.4x-115.2,122.4,-115.2,121.1399994,-113.1
a126x-115.2,126,-115.2,124.3799973,-113.07
a129.6x-115.2,129.6,-115.2,127.6100006,-113.05
a133.2x-115.2,133.2,-115.2,130.8399963,-113.07
a136.8x-115.2,136.8,-115.2,134.0599976,-113.1
a140.4x-115.2,140.4,-115.2,137.3000031,-113.17
a144x-115.2,144,-115.2,140.5399933,-113.26
a147.6x-115.2,147.6,-115.2,143.7899933,-113.38
a151.2x-115.2,151.2,-115.2,147.0800018,-113.54
a154.8x-115.2,154.8,-115.2,150.3899994,-113.72
a158.4x-115.2,158.4,-115.2,153.7400055,-113.92
a162x-115.2,162,-115.2,157.1300049,-114.14
a165.6x-115.2,165.6,-115.2,160.5599976,-114.38
a169.2x-115.2,169.2,-115.2,164.0299988,-114.63
a172.8x-115.2,172.8,-115.2,167.5599976,-114.88
a176.4x-115.2,176.4,-115.2,171.1499939,-115.13
a-180x-111.6,-180,-111.6,-176.9100037,-111.41
a-176.4x-111.6,-176.4,-111.6,-173.3399963,-111.21
a-172.8x-111.6,-172.8,-111.6,-169.8200073,-111.01
a-169.2x-111.6,-169.2,-111.6,-166.3300018,-110.83
a-165.6x-111.6,-165.6,-111.6,-162.8699951,-110.66
a-162x-111.6,-162,-111.6,-159.4299927,-110.5
a-158.4x-111.6,-158.4,-111.6,-156.0099945,-110.35
a-154.8x-111.6,-154.8,-111.6,-152.6100006,-110.2
a-151.2x-111.6,-151.2,-111.6,-149.2200012,-110.07
a-147.6x-111.6,-147.6,-111.6,-145.8600006,-109.94
a-144x-111.6,-144,-111.6,-142.5200043,-109.83
a-140.4x-111.6,-140.4,-111.6,-139.1999969,-109.73
a-136.8x-111.6,-136.8,-111.6,-135.8899994,-109.65
a-133.2x-111.6,-133.2,-111.6,-132.5899963,-109.59
a-129.6x-111.6,-129.6,-111.6,-129.3000031,-109.55
a-126x-111.6,-126,-111.6,-126.0100021,-109.52
a-122.4x-111.6,-122.4,-111.6,-122.7200012,-109.51
a-118.8x-111.6,-118.8,-111.6,-119.4300003,-109.52
a-115.2x-111.6,-115.2,-111.6,-116.1500015,-109.54
a-111.6x-111.6,-111.6,-111.6,-112.8600006,-109.58
a-108x-111.6,-108,-111.6,-109.5599976,-109.63
a-104.4x-111.6,-104.4,-111.6,-106.2600021,-109.71
a-100.8x-111.6,-100.8,-111.6,-102.9499969,-109.8
a-97.2x-111.6,-97.2,-111.6,-99.6299973,-109.9
a-93.6x-111.6,-93.6,-111.6,-96.2900009,-110.03
a-90x-111.6,-90,-111.6,-92.9300003,-110.18
a-86.4x-111.6,-86.4,-111.6,-89.5500031,-110.35
a-82.8x-111.6,-82.8,-111.6,-86.1399994,-110.54
a-79.2x-111.6,-79.2,-111.6,-82.6999969,-110.74
a-75.6x-111.6,-75.6,-111.6,-79.2300034,-110.95
a-72x-111.6,-72,-111.6,-75.7099991,-111.18
a-68.4x-111.6,-68.4,-111.6,-72.1399994,-111.4
a-64.8x-111.6,-64.8,-111.6,-68.5299988,-111.62
