index,cx,cy,newX,newY
a-180x-180,-180,-180,-180,-180
a-176.4x-180,-176.4,-180,-176.3999939,-180
a-172.8x-180,-172.8,-180,-172.8000031,-180
a-169.2x-180,-169.2,-180,-169.1999969,-180
a-165.6x-180,-165.6,-180,-165.6000061,-180
a-162x-180,-162,-180,-162,-180
a-158.4x-180,-158.4,-180,-158.3999939,-180
a-154.8x-180,-154.8,-180,-154.8000031,-180
a-151.2x-180,-151.2,-180,-151.1999969,-180
a-147.6x-180,-147.6,-180,-147.6000061,-180
a-144x-180,-144,-180,-144,-180
a-140.4x-180,-140.4,-180,-140.3999939,-180
a-136.8x-180,-136.8,-180,-136.8000031,-180
a-133.2x-180,-133.2,-180,-133.1999969,-180
a-129.6x-180,-129.6,-180,-129.6000061,-180
a-126x-180,-126,-180,-126,-180
a-122.4x-180,-122.4,-180,-122.4000015,-180
a-118.8x-180,-118.8,-180,-118.8000031,-180
a-115.2x-180,-115.2,-180,-115.1999969,-180
a-111.6x-180,-111.6,-180,-111.5999985,-180
a-108x-180,-108,-180,-108,-180
a-104.4x-180,-104.4,-180,-104.4000015,-180
a-100.8x-180,-100.8,-180,-100.8000031,-180
a-97.2x-180,-97.2,-180,-97.1999969,-180
a-93.6x-180,-93.6,-180,-93.5999985,-180
a-90x-180,-90,-180,-90,-180
a-86.4x-180,-86.4,-180,-86.4000015,-180
a-82.8x-180,-82.8,-180,-82.8000031,-180
a-79.2x-180,-79.2,-180,-79.1999969,-180
a-75.6x-180,-75.6,-180,-75.5999985,-180
a-72x-180,-72,-180,-72,-180
a-68.4x-180,-68.4,-180,-68.4000015,-180
a-64.8x-180,-64.8,-180,-64.8000031,-180
a-61.2x-180,-61.2,-180,-61.2000008,-180
a-57.6x-180,-57.6,-180,-57.5999985,-180
a-54x-180,-54,-180,-54,-180
a-50.4x-180,-50.4,-180,-50.4000015,-180
a-46.8x-180,-46.8,-180,-46.7999992,-180
a-43.2x-180,-43.2,-180,-43.2000008,-180
a-39.6x-180,-39.6,-180,-39.5999985,-180
a-36x-180,-36,-180,-36,-180
a-32.4x-180,-32.4,-180,-32.4000015,-180
a-28.8x-180,-28.8,-180,-28.7999992,-180
a-25.2x-180,-25.2,-180,-25.2000008,-180
a-21.6x-180,-21.6,-180,-21.6000004,-180
a-18x-180,-18,-180,-18,-180
a-14.4x-180,-14.4,-180,-14.3999996,-180
a-10.8x-180,-10.8,-180,-10.8000002,-180
a-7.2x-180,-7.2,-180,-7.1999998,-180
a-3.6x-180,-3.6,-180,-3.5999999,-180
a0x-180,0,-180,0,-180
a3.6x-180,3.6,-180,3.5999999,-180
a7.2x-180,7.2,-180,7.1999998,-180
a10.8x-180,10.8,-180,10.8000002,-180
a14.4x-180,14.4,-180,14.3999996,-180
a18x-180,18,-180,18,-180
a21.6x-180,21.6,-180,21.6000004,-180
a25.2x-180,25.2,-180,25.2000008,-180
a28.8x-180,28.8,-180,28.7999992,-180
a32.4x-180,32.4,-180,32.4000015,-180
a36x-180,36,-180,36,-180
a39.6x-180,39.6,-180,39.5999985,-180
a43.2x-180,43.2,-180,43.2000008,-180
a46.8x-180,46.8,-180,46.7999992,-180
a50.4x-180,50.4,-180,50.4000015,-180
a54x-180,54,-180,54,-180
a57.6x-180,57.6,-180,57.5999985,-180
a61.2x-180,61.2,-180,61.2000008,-180
a64.8x-180,64.8,-180,64.8000031,-180
a68.4x-180,68.4,-180,68.4000015,-180
a72x-180,72,-180,72,-180
a75.6x-180,75.6,-180,75.5999985,-180
a79.2x-180,79.2,-180,79.1999969,-180
a82.8x-180,82.8,-180,82.8000031,-180
a86.4x-180,86.4,-180,86.4000015,-180
a90x-180,90,-180,90,-180
a93.6x-180,93.6,-180,93.5999985,-180
a97.2x-180,97.2,-180,97.1999969,-180
a100.8x-180,100.8,-180,100.8000031,-180
a104.4x-180,104.4,-180,104.4000015,-180
a108x-180,108,-180,108,-180
a111.6x-180,111.6,-180,111.5999985,-180
a115.2x-180,115.2,-180,115.1999969,-180
a118.8x-180,118.8,-180,118.8000031,-180
a122.4x-180,122.4,-180,122.4000015,-180
a126x-180,126,-180,126,-180
a129.6x-180,129.6,-180,129.6000061,-180
a133.2x-180,133.2,-180,133.1999969,-180
a136.8x-180,136.8,-180,136.8000031,-180
a140.4x-180,140.4,-180,140.3999939,-180
a144x-180,144,-180,144,-180
a147.6x-180,147.6,-180,147.6000061,-180
a151.2x-180,151.2,-180,151.1999969,-180
a154.8x-180,154.8,-180,154.8000031,-180
a158.4x-180,158.4,-180,158.3999939,-180
a162x-180,162,-180,162,-180
a165.6x-180,165.6,-180,165.6000061,-180
a169.2x-180,169.2,-180,169.1999969,-180
a172.8x-180,172.8,-180,172.8000031,-180
a176.4x-180,176.4,-180,176.3999939,-180
a-180x-176.4,-180,-176.4,-180,-176.4
a-176.4x-176.4,-176.4,-176.4,-176.3999939,-176.4
a-172.8x-176.4,-172.8,-176.4,-172.8000031,-176.4
a-169.2x-176.4,-169.2,-176.4,-169.1999969,-176.4
a-165.6x-176.4,-165.6,-176.4,-165.6000061,-176.4
a-162x-176.4,-162,-176.4,-162,-176.4
a-158.4x-176.4,-158.4,-176.4,-158.3999939,-176.4
a-154.8x-176.4,-154.8,-176.4,-154.8000031,-176.4
a-151.2x-176.4,-151.2,-176.4,-151.1999969,-176.4
a-147.6x-176.4,-147.6,-176.4,-147.6000061,-176.4
a-144x-176.4,-144,-176.4,-144,-176.4
a-140.4x-176.4,-140.4,-176.4,-140.3999939,-176.4
a-136.8x-176.4,-136.8,-176.4,-136.8000031,-176.4
a-133.2x-176.4,-133.2,-176.4,-133.1999969,-176.4
a-129.6x-176.4,-129.6,-176.4,-129.6000061,-176.4
a-126x-176.4,-126,-176.4,-126,-176.4
a-122.4x-176.4,-122.4,-176.4,-122.4000015,-176.4
a-118.8x-176.4,-118.8,-176.4,-118.8000031,-176.4
a-115.2x-176.4,-115.2,-176.4,-115.1999969,-176.4
a-111.6x-176.4,-111.6,-176.4,-111.5999985,-176.4
a-108x-176.4,-108,-176.4,-108,-176.4
a-104.4x-176.4,-104.4,-176.4,-104.4000015,-176.4
a-100.8x-176.4,-100.8,-176.4,-100.8000031,-176.4
a-97.2x-176.4,-97.2,-176.4,-97.1999969,-176.4
a-93.6x-176.4,-93.6,-176.4,-93.5999985,-176.4
a-90x-176.4,-90,-176.4,-90,-176.4
a-86.4x-176.4,-86.4,-176.4,-86.4000015,-176.4
a-82.8x-176.4,-82.8,-176.4,-82.8000031,-176.4
a-79.2x-176.4,-79.2,-176.4,-79.1999969,-176.4
a-75.6x-176.4,-75.6,-176.4,-75.5999985,-176.4
a-72x-176.4,-72,-176.4,-72,-176.4
a-68.4x-176.4,-68.4,-176.4,-68.4000015,-176.4
a-64.8x-176.4,-64.8,-176.4,-64.8000031,-176.4
a-61.2x-176.4,-61.2,-176.4,-61.2000008,-176.4
a-57.6x-176.4,-57.6,-176.4,-57.5999985,-176.4
a-54x-176.4,-54,-176.4,-54,-176.4
a-50.4x-176.4,-50.4,-176.4,-50.4000015,-176.4
a-46.8x-176.4,-46.8,-176.4,-46.7999992,-176.4
a-43.2x-176.4,-43.2,-176.4,-43.2000008,-176.4
a-39.6x-176.4,-39.6,-176.4,-39.5999985,-176.4
a-36x-176.4,-36,-176.4,-36,-176.4
a-32.4x-176.4,-32.4,-176.4,-32.4000015,-176.4
a-28.8x-176.4,-28.8,-176.4,-28.7999992,-176.4
a-25.2x-176.4,-25.2,-176.4,-25.2000008,-176.4
a-21.6x-176.4,-21.6,-176.4,-21.6000004,-176.4
a-18x-176.4,-18,-176.4,-18,-176.4
a-14.4x-176.4,-14.4,-176.4,-14.3999996,-176.4
a-10.8x-176.4,-10.8,-176.4,-10.8000002,-176.4
a-7.2x-176.4,-7.2,-176.4,-7.1999998,-176.4
a-3.6x-176.4,-3.6,-176.4,-3.5999999,-176.4
a0x-176.4,0,-176.4,0,-176.4
a3.6x-176.4,3.6,-176.4,3.5999999,-176.4
a7.2x-176.4,7.2,-176.4,7.1999998,-176.4
a10.8x-176.4,10.8,-176.4,10.8000002,-176.4
a14.4x-176.4,14.4,-176.4,14.3999996,-176.4
a18x-176.4,18,-176.4,18,-176.4
a21.6x-176.4,21.6,-176.4,21.6000004,-176.4
a25.2x-176.4,25.2,-176.4,25.2000008,-176.4
a28.8x-176.4,28.8,-176.4,28.7999992,-176.4
a32.4x-176.4,32.4,-176.4,32.4000015,-176.4
a36x-176.4,36,-176.4,36,-176.4
a39.6x-176.4,39.6,-176.4,39.5999985,-176.4
a43.2x-176.4,43.2,-176.4,43.2000008,-176.4
a46.8x-176.4,46.8,-176.4,46.7999992,-176.4
a50.4x-176.4,50.4,-176.4,50.4000015,-176.4
a54x-176.4,54,-176.4,54,-176.4
a57.6x-176.4,57.6,-176.4,57.5999985,-176.4
a61.2x-176.4,61.2,-176.4,61.2000008,-176.4
a64.8x-176.4,64.8,-176.4,64.8000031,-176.4
a68.4x-176.4,68.4,-176.4,68.4000015,-176.4
a72x-176.4,72,-176.4,72,-176.4
a75.6x-176.4,75.6,-176.4,75.5999985,-176.4
a79.2x-176.4,79.2,-176.4,79.1999969,-176.4
a82.8x-176.4,82.8,-176.4,82.8000031,-176.4
a86.4x-176.4,86.4,-176.4,86.4000015,-176.4
a90x-176.4,90,-176.4,90,-176.4
a93.6x-176.4,93.6,-176.4,93.5999985,-176.4
a97.2x-176.4,97.2,-176.4,97.1999969,-176.4
a100.8x-176.4,100.8,-176.4,100.8000031,-176.4
a104.4x-176.4,104.4,-176.4,104.4000015,-176.4
a108x-176.4,108,-176.4,108,-176.4
a111.6x-176.4,111.6,-176.4,111.5999985,-176.4
a115.2x-176.4,115.2,-176.4,115.1999969,-176.4
a118.8x-176.4,118.8,-176.4,118.8000031,-176.4
a122.4x-176.4,122.4,-176.4,122.4000015,-176.4
a126x-176.4,126,-176.4,126,-176.4
a129.6x-176.4,129.6,-176.4,129.6000061,-176.4
a133.2x-176.4,133.2,-176.4,133.1999969,-176.4
a136.8x-176.4,136.8,-176.4,136.8000031,-176.4
a140.4x-176.4,140.4,-176.4,140.3999939,-176.4
a144x-176.4,144,-176.4,144,-176.4
a147.6x-176.4,147.6,-176.4,147.6000061,-176.4
a151.2x-176.4,151.2,-176.4,151.1999969,-176.4
a154.8x-176.4,154.8,-176.4,154.8000031,-176.4
a158.4x-176.4,158.4,-176.4,158.3999939,-176.4
a162x-176.4,162,-176.4,162,-176.4
a165.6x-176.4,165.6,-176.4,165.6000061,-176.4
a169.2x-176.4,169.2,-176.4,169.1999969,-176.4
a172.8x-176.4,172.8,-176.4,172.8000031,-176.4
a176.4x-176.4,176.4,-176.4,176.3999939,-176.4
a-180x-172.8,-180,-172.8,-180,-172.8
a-176.4x-172.8,-176.4,-172.8,-176.3999939,-172.8
a-172.8x-172.8,-172.8,-172.8,-172.8000031,-172.8
a-169.2x-172.8,-169.2,-172.8,-169.1999969,-172.8
a-165.6x-172.8,-165.6,-172.8,-165.6000061,-172.8
a-162x-172.8,-162,-172.8,-162,-172.8
a-158.4x-172.8,-158.4,-172.8,-158.3999939,-172.8
a-154.8x-172.8,-154.8,-172.8,-154.8000031,-172.8
a-151.2x-172.8,-151.2,-172.8,-151.1999969,-172.8
a-147.6x-172.8,-147.6,-172.8,-147.6000061,-172.8
a-144x-172.8,-144,-172.8,-144,-172.8
a-140.4x-172.8,-140.4,-172.8,-140.3999939,-172.8
a-136.8x-172.8,-136.8,-172.8,-136.8000031,-172.8
a-133.2x-172.8,-133.2,-172.8,-133.1999969,-172.8
a-129.6x-172.8,-129.6,-172.8,-129.6000061,-172.8
a-126x-172.8,-126,-172.8,-126,-172.8
a-122.4x-172.8,-122.4,-172.8,-122.4000015,-172.8
a-118.8x-172.8,-118.8,-172.8,-118.8000031,-172.8
a-115.2x-172.8,-115.2,-172.8,-115.1999969,-172.8
a-111.6x-172.8,-111.6,-172.8,-111.5999985,-172.8
a-108x-172.8,-108,-172.8,-108,-172.8
a-104.4x-172.8,-104.4,-172.8,-104.4000015,-172.8
a-100.8x-172.8,-100.8,-172.8,-100.8000031,-172.8
a-97.2x-172.8,-97.2,-172.8,-97.1999969,-172.8
a-93.6x-172.8,-93.6,-172.8,-93.5999985,-172.8
a-90x-172.8,-90,-172.8,-90,-172.8
a-86.4x-172.8,-86.4,-172.8,-86.4000015,-172.8
a-82.8x-172.8,-82.8,-172.8,-82.8000031,-172.8
a-79.2x-172.8,-79.2,-172.8,-79.1999969,-172.8
a-75.6x-172.8,-75.6,-172.8,-75.5999985,-172.8
a-72x-172.8,-72,-172.8,-72,-172.8
a-68.4x-172.8,-68.4,-172.8,-68.4000015,-172.8
a-64.8x-172.8,-64.8,-172.8,-64.8000031,-172.8
a-61.2x-172.8,-61.2,-172.8,-61.2000008,-172.8
a-57.6x-172.8,-57.6,-172.8,-57.5999985,-172.8
a-54x-172.8,-54,-172.8,-54,-172.8
a-50.4x-172.8,-50.4,-172.8,-50.4000015,-172.8
a-46.8x-172.8,-46.8,-172.8,-46.7999992,-172.8
a-43.2x-172.8,-43.2,-172.8,-43.2000008,-172.8
a-39.6x-172.8,-39.6,-172.8,-39.5999985,-172.8
a-36x-172.8,-36,-172.8,-36,-172.8
a-32.4x-172.8,-32.4,-172.8,-32.4000015,-172.8
a-28.8x-172.8,-28.8,-172.8,-28.7999992,-172.8
a-25.2x-172.8,-25.2,-172.8,-25.2000008,-172.8
a-21.6x-172.8,-21.6,-172.8,-21.6000004,-172.8
a-18x-172.8,-18,-172.8,-18,-172.8
a-14.4x-172.8,-14.4,-172.8,-14.3999996,-172.8
a-10.8x-172.8,-10.8,-172.8,-10.8000002,-172.8
a-7.2x-172.8,-7.2,-172.8,-7.1999998,-172.8
a-3.6x-172.8,-3.6,-172.8,-3.5999999,-172.8
a0x-172.8,0,-172.8,0,-172.8
a3.6x-172.8,3.6,-172.8,3.5999999,-172.8
a7.2x-172.8,7.2,-172.8,7.1999998,-172.8
a10.8x-172.8,10.8,-172.8,10.8000002,-172.8
a14.4x-172.8,14.4,-172.8,14.3999996,-172.8
a18x-172.8,18,-172.8,18,-172.8
a21.6x-172.8,21.6,-172.8,21.6000004,-172.8
a25.2x-172.8,25.2,-172.8,25.2000008,-172.8
a28.8x-172.8,28.8,-172.8,28.7999992,-172.8
a32.4x-172.8,32.4,-172.8,32.4000015,-172.8
a36x-172.8,36,-172.8,36,-172.8
a39.6x-172.8,39.6,-172.8,39.5999985,-172.8
a43.2x-172.8,43.2,-172.8,43.2000008,-172.8
a46.8x-172.8,46.8,-172.8,46.7999992,-172.8
a50.4x-172.8,50.4,-172.8,50.4000015,-172.8
a54x-172.8,54,-172.8,54,-172.8
a57.6x-172.8,57.6,-172.8,57.5999985,-172.8
a61.2x-172.8,61.2,-172.8,61.2000008,-172.8
a64.8x-172.8,64.8,-172.8,64.8000031,-172.8
a68.4x-172.8,68.4,-172.8,68.4000015,-172.8
a72x-172.8,72,-172.8,72,-172.8
a75.6x-172.8,75.6,-172.8,75.5999985,-172.8
a79.2x-172.8,79.2,-172.8,79.1999969,-172.8
a82.8x-172.8,82.8,-172.8,82.8000031,-172.8
a86.4x-172.8,86.4,-172.8,86.4000015,-172.8
a90x-172.8,90,-172.8,90,-172.8
a93.6x-172.8,93.6,-172.8,93.5999985,-172.8
a97.2x-172.8,97.2,-172.8,97.1999969,-172.8
a100.8x-172.8,100.8,-172.8,100.8000031,-172.8
a104.4x-172.8,104.4,-172.8,104.4000015,-172.8
a108x-172.8,108,-172.8,108,-172.8
a111.6x-172.8,111.6,-172.8,111.5999985,-172.8
a115.2x-172.8,115.2,-172.8,115.1999969,-172.8
a118.8x-172.8,118.8,-172.8,118.8000031,-172.8
a122.4x-172.8,122.4,-172.8,122.4000015,-172.8
a126x-172.8,126,-172.8,126,-172.8
a129.6x-172.8,129.6,-172.8,129.6000061,-172.8
a133.2x-172.8,133.2,-172.8,133.1999969,-172.8
a136.8x-172.8,136.8,-172.8,136.8000031,-172.8
a140.4x-172.8,140.4,-172.8,140.3999939,-172.8
a144x-172.8,144,-172.8,144,-172.8
a147.6x-172.8,147.6,-172.8,147.6000061,-172.8
a151.2x-172.8,151.2,-172.8,151.1999969,-172.8
a154.8x-172.8,154.8,-172.8,154.8000031,-172.8
a158.4x-172.8,158.4,-172.8,158.3999939,-172.8
a162x-172.8,162,-172.8,162,-172.8
a165.6x-172.8,165.6,-172.8,165.6000061,-172.8
a169.2x-172.8,169.2,-172.8,169.1999969,-172.8
a172.8x-172.8,172.8,-172.8,172.8000031,-172.8
a176.4x-172.8,176.4,-172.8,176.3999939,-172.8
a-180x-169.2,-180,-169.2,-180,-169.2
a-176.4x-169.2,-176.4,-169.2,-176.3999939,-169.2
a-172.8x-169.2,-172.8,-169.2,-172.8000031,-169.2
a-169.2x-169.2,-169.2,-169.2,-169.1999969,-169.2
a-165.6x-169.2,-165.6,-169.2,-165.6000061,-169.2
a-162x-169.2,-162,-169.2,-162,-169.2
a-158.4x-169.2,-158.4,-169.2,-158.3999939,-169.2
a-154.8x-169.2,-154.8,-169.2,-154.8000031,-169.2
a-151.2x-169.2,-151.2,-169.2,-151.1999969,-169.2
a-147.6x-169.2,-147.6,-169.2,-147.6000061,-169.2
a-144x-169.2,-144,-169.2,-144,-169.2
a-140.4x-169.2,-140.4,-169.2,-140.3999939,-169.2
a-136.8x-169.2,-136.8,-169.2,-136.8000031,-169.2
a-133.2x-169.2,-133.2,-169.2,-133.1999969,-169.2
a-129.6x-169.2,-129.6,-169.2,-129.6000061,-169.2
a-126x-169.2,-126,-169.2,-126,-169.2
a-122.4x-169.2,-122.4,-169.2,-122.4000015,-169.2
a-118.8x-169.2,-118.8,-169.2,-118.8000031,-169.2
a-115.2x-169.2,-115.2,-169.2,-115.1999969,-169.2
a-111.6x-169.2,-111.6,-169.2,-111.5999985,-169.2
a-108x-169.2,-108,-169.2,-108,-169.2
a-104.4x-169.2,-104.4,-169.2,-104.4000015,-169.2
a-100.8x-169.2,-100.8,-169.2,-100.8000031,-169.2
a-97.2x-169.2,-97.2,-169.2,-97.1999969,-169.2
a-93.6x-169.2,-93.6,-169.2,-93.5999985,-169.2
a-90x-169.2,-90,-169.2,-90,-169.2
a-86.4x-169.2,-86.4,-169.2,-86.4000015,-169.2
a-82.8x-169.2,-82.8,-169.2,-82.8000031,-169.2
a-79.2x-169.2,-79.2,-169.2,-79.1999969,-169.2
a-75.6x-169.2,-75.6,-169.2,-75.5999985,-169.2
a-72x-169.2,-72,-169.2,-72,-169.2
a-68.4x-169.2,-68.4,-169.2,-68.4000015,-169.2
a-64.8x-169.2,-64.8,-169.2,-64.8000031,-169.2
a-61.2x-169.2,-61.2,-169.2,-61.2000008,-169.2
a-57.6x-169.2,-57.6,-169.2,-57.5999985,-169.2
a-54x-169.2,-54,-169.2,-54,-169.2
a-50.4x-169.2,-50.4,-169.2,-50.4000015,-169.2
a-46.8x-169.2,-46.8,-169.2,-46.7999992,-169.2
a-43.2x-169.2,-43.2,-169.2,-43.2000008,-169.2
a-39.6x-169.2,-39.6,-169.2,-39.5999985,-169.2
a-36x-169.2,-36,-169.2,-36,-169.2
a-32.4x-169.2,-32.4,-169.2,-32.4000015,-169.2
a-28.8x-169.2,-28.8,-169.2,-28.7999992,-169.2
a-25.2x-169.2,-25.2,-169.2,-25.2000008,-169.2
a-21.6x-169.2,-21.6,-169.2,-21.6000004,-169.2
a-18x-169.2,-18,-169.2,-18,-169.2
a-14.4x-169.2,-14.4,-169.2,-14.3999996,-169.2
a-10.8x-169.2,-10.8,-169.2,-10.8000002,-169.2
a-7.2x-169.2,-7.2,-169.2,-7.1999998,-169.2
a-3.6x-169.2,-3.6,-169.2,-3.5999999,-169.2
a0x-169.2,0,-169.2,0,-169.2
a3.6x-169.2,3.6,-169.2,3.5999999,-169.2
a7.2x-169.2,7.2,-169.2,7.1999998,-169.2
a10.8x-169.2,10.8,-169.2,10.8000002,-169.2
a14.4x-169.2,14.4,-169.2,14.3999996,-169.2
a18x-169.2,18,-169.2,18,-169.2
a21.6x-169.2,21.6,-169.2,21.6000004,-169.2
a25.2x-169.2,25.2,-169.2,25.2000008,-169.2
a28.8x-169.2,28.8,-169.2,28.7999992,-169.2
a32.4x-169.2,32.4,-169.2,32.4000015,-169.2
a36x-169.2,36,-169.2,36,-169.2
a39.6x-169.2,39.6,-169.2,39.5999985,-169.2
a43.2x-169.2,43.2,-169.2,43.2000008,-169.2
a46.8x-169.2,46.8,-169.2,46.7999992,-169.2
a50.4x-169.2,50.4,-169.2,50.4000015,-169.2
a54x-169.2,54,-169.2,54,-169.2
a57.6x-169.2,57.6,-169.2,57.5999985,-169.2
a61.2x-169.2,61.2,-169.2,61.2000008,-169.2
a64.8x-169.2,64.8,-169.2,64.8000031,-169.2
a68.4x-169.2,68.4,-169.2,68.4000015,-169.2
a72x-169.2,72,-169.2,72,-169.2
a75.6x-169.2,75.6,-169.2,75.5999985,-169.2
a79.2x-169.2,79.2,-169.2,79.1999969,-169.2
a82.8x-169.2,82.8,-169.2,82.8000031,-169.2
a86.4x-169.2,86.4,-169.2,86.4000015,-169.2
a90x-169.2,90,-169.2,90,-169.2
a93.6x-169.2,93.6,-169.2,93.5999985,-169.2
a97.2x-169.2,97.2,-169.2,97.1999969,-169.2
a100.8x-169.2,100.8,-169.2,100.8000031,-169.2
a104.4x-169.2,104.4,-169.2,104.4000015,-169.2
a108x-169.2,108,-169.2,108,-169.2
a111.6x-169.2,111.6,-169.2,111.5999985,-169.2
a115.2x-169.2,115.2,-169.2,115.1999969,-169.2
a118.8x-169.2,118.8,-169.2,118.8000031,-169.2
a122.4x-169.2,122.4,-169.2,122.4000015,-169.2
a126x-169.2,126,-169.2,126,-169.2
a129.6x-169.2,129.6,-169.2,129.6000061,-169.2
a133.2x-169.2,133.2,-169.2,133.1999969,-169.2
a136.8x-169.2,136.8,-169.2,136.8000031,-169.2
a140.4x-169.2,140.4,-169.2,140.3999939,-169.2
a144x-169.2,144,-169.2,144,-169.2
a147.6x-169.2,147.6,-169.2,147.6000061,-169.2
a151.2x-169.2,151.2,-169.2,151.1999969,-169.2
a154.8x-169.2,154.8,-169.2,154.8000031,-169.2
a158.4x-169.2,158.4,-169.2,158.3999939,-169.2
a162x-169.2,162,-169.2,162,-169.2
a165.6x-169.2,165.6,-169.2,165.6000061,-169.2
a169.2x-169.2,169.2,-169.2,169.1999969,-169.2
a172.8x-169.2,172.8,-169.2,172.8000031,-169.2
a176.4x-169.2,176.4,-169.2,176.3999939,-169.2
a-180x-165.6,-180,-165.6,-180,-165.6
a-176.4x-165.6,-176.4,-165.6,-176.3999939,-165.6
a-172.8x-165.6,-172.8,-165.6,-172.8000031,-165.6
a-169.2x-165.6,-169.2,-165.6,-169.1999969,-165.6
a-165.6x-165.6,-165.6,-165.6,-165.6000061,-165.6
a-162x-165.6,-162,-165.6,-162,-165.6
a-158.4x-165.6,-158.4,-165.6,-158.3999939,-165.6
a-154.8x-165.6,-154.8,-165.6,-154.8000031,-165.6
a-151.2x-165.6,-151.2,-165.6,-151.1999969,-165.6
a-147.6x-165.6,-147.6,-165.6,-147.6000061,-165.6
a-144x-165.6,-144,-165.6,-144,-165.6
a-140.4x-165.6,-140.4,-165.6,-140.3999939,-165.6
a-136.8x-165.6,-136.8,-165.6,-136.8000031,-165.6
a-133.2x-165.6,-133.2,-165.6,-133.1999969,-165.6
a-129.6x-165.6,-129.6,-165.6,-129.6000061,-165.6
a-126x-165.6,-126,-165.6,-126,-165.6
a-122.4x-165.6,-122.4,-165.6,-122.4000015,-165.6
a-118.8x-165.6,-118.8,-165.6,-118.8000031,-165.6
a-115.2x-165.6,-115.2,-165.6,-115.1999969,-165.6
a-111.6x-165.6,-111.6,-165.6,-111.5999985,-165.6
a-108x-165.6,-108,-165.6,-108,-165.6
a-104.4x-165.6,-104.4,-165.6,-104.4000015,-165.6
a-100.8x-165.6,-100.8,-165.6,-100.8000031,-165.6
a-97.2x-165.6,-97.2,-165.6,-97.1999969,-165.6
a-93.6x-165.6,-93.6,-165.6,-93.5999985,-165.6
a-90x-165.6,-90,-165.6,-90,-165.6
a-86.4x-165.6,-86.4,-165.6,-86.4000015,-165.6
a-82.8x-165.6,-82.8,-165.6,-82.8000031,-165.6
a-79.2x-165.6,-79.2,-165.6,-79.1999969,-165.6
a-75.6x-165.6,-75.6,-165.6,-75.5999985,-165.6
a-72x-165.6,-72,-165.6,-72,-165.6
a-68.4x-165.6,-68.4,-165.6,-68.4000015,-165.6
a-64.8x-165.6,-64.8,-165.6,-64.8000031,-165.6
a-61.2x-165.6,-61.2,-165.6,-61.2000008,-165.6
a-57.6x-165.6,-57.6,-165.6,-57.5999985,-165.6
a-54x-165.6,-54,-165.6,-54,-165.6
a-50.4x-165.6,-50.4,-165.6,-50.4000015,-165.6
a-46.8x-165.6,-46.8,-165.6,-46.7999992,-165.6
a-43.2x-165.6,-43.2,-165.6,-43.2000008,-165.6
a-39.6x-165.6,-39.6,-165.6,-39.5999985,-165.6
a-36x-165.6,-36,-165.6,-36,-165.6
a-32.4x-165.6,-32.4,-165.6,-32.4000015,-165.6
a-28.8x-165.6,-28.8,-165.6,-28.7999992,-165.6
a-25.2x-165.6,-25.2,-165.6,-25.2000008,-165.6
a-21.6x-165.6,-21.6,-165.6,-21.6000004,-165.6
a-18x-165.6,-18,-165.6,-18,-165.6
a-14.4x-165.6,-14.4,-165.6,-14.3999996,-165.6
a-10.8x-165.6,-10.8,-165.6,-10.8000002,-165.6
a-7.2x-165.6,-7.2,-165.6,-7.1999998,-165.6
a-3.6x-165.6,-3.6,-165.6,-3.5999999,-165.6
a0x-165.6,0,-165.6,0,-165.6
a3.6x-165.6,3.6,-165.6,3.5999999,-165.6
a7.2x-165.6,7.2,-165.6,7.1999998,-165.6
a10.8x-165.6,10.8,-165.6,10.8000002,-165.6
a14.4x-165.6,14.4,-165.6,14.3999996,-165.6
a18x-165.6,18,-165.6,18,-165.6
a21.6x-165.6,21.6,-165.6,21.6000004,-165.6
a25.2x-165.6,25.2,-165.6,25.2000008,-165.6
a28.8x-165.6,28.8,-165.6,28.7999992,-165.6
a32.4x-165.6,32.4,-165.6,32.4000015,-165.6
a36x-165.6,36,-165.6,36,-165.6
a39.6x-165.6,39.6,-165.6,39.5999985,-165.6
a43.2x-165.6,43.2,-165.6,43.2000008,-165.6
a46.8x-165.6,46.8,-165.6,46.7999992,-165.6
a50.4x-165.6,50.4,-165.6,50.4000015,-165.6
a54x-165.6,54,-165.6,54,-165.6
a57.6x-165.6,57.6,-165.6,57.5999985,-165.6
a61.2x-165.6,61.2,-165.6,61.2000008,-165.6
a64.8x-165.6,64.8,-165.6,64.8000031,-165.6
a68.4x-165.6,68.4,-165.6,68.4000015,-165.6
a72x-165.6,72,-165.6,72,-165.6
a75.6x-165.6,75.6,-165.6,75.5999985,-165.6
a79.2x-165.6,79.2,-165.6,79.1999969,-165.6
a82.8x-165.6,82.8,-165.6,82.8000031,-165.6
a86.4x-165.6,86.4,-165.6,86.4000015,-165.6
a90x-165.6,90,-165.6,90,-165.6
a93.6x-165.6,93.6,-165.6,93.5999985,-165.6
a97.2x-165.6,97.2,-165.6,97.1999969,-165.6
a100.8x-165.6,100.8,-165.6,100.8000031,-165.6
a104.4x-165.6,104.4,-165.6,104.4000015,-165.6
a108x-165.6,108,-165.6,108,-165.6
a111.6x-165.6,111.6,-165.6,111.5999985,-165.6
a115.2x-165.6,115.2,-165.6,115.1999969,-165.6
a118.8x-165.6,118.8,-165.6,118.8000031,-165.6
a122.4x-165.6,122.4,-165.6,122.4000015,-165.6
a126x-165.6,126,-165.6,126,-165.6
a129.6x-165.6,129.6,-165.6,129.6000061,-165.6
