index,x,y,dx,dy
a32.4x-7.2,32.4,-7.2,-3.820123691,-8.191624153
a36x-7.2,36,-7.2,2.863307437,-6.865407309
a39.6x-7.2,39.6,-7.2,8.765176603,-6.128540492
a43.2x-7.2,43.2,-7.2,7.757862053,-6.008219684
a46.8x-7.2,46.8,-7.2,6.85170363,-5.654301125
a50.4x-7.2,50.4,-7.2,6.079503749,-5.525351163
a54x-7.2,54,-7.2,5.338116823,-5.751034485
a57.6x-7.2,57.6,-7.2,4.656418878,-6.156021579
a61.2x-7.2,61.2,-7.2,4.092371603,-6.670477413
a64.8x-7.2,64.8,-7.2,3.745609777,-7.263586494
a68.4x-7.2,68.4,-7.2,3.642047531,-7.88304572
a72x-7.2,72,-7.2,3.818785133,-8.444610067
a75.6x-7.2,75.6,-7.2,4.227651266,-8.841731025
a79.2x-7.2,79.2,-7.2,4.78241033,-9.023412409
a82.8x-7.2,82.8,-7.2,5.354616581,-8.988960887
a86.4x-7.2,86.4,-7.2,5.827929216,-8.795715971
a90x-7.2,90,-7.2,6.150723433,-8.566750035
a93.6x-7.2,93.6,-7.2,6.334311408,-8.416117687
a97.2x-7.2,97.2,-7.2,6.458289959,-8.417262577
a100.8x-7.2,100.8,-7.2,6.648799697,-8.644837431
a104.4x-7.2,104.4,-7.2,7.124999136,-9.029320908
a108x-7.2,108,-7.2,8.284772202,-8.39896411
a111.6x-7.2,111.6,-7.2,9.153557652,-7.967540395
a115.2x-7.2,115.2,-7.2,9.739614804,-8.319855118
a118.8x-7.2,118.8,-7.2,9.703750467,-8.372302277
a122.4x-7.2,122.4,-7.2,9.916122538,-8.268093776
a126x-7.2,126,-7.2,9.502504747,-7.913760969
a129.6x-7.2,129.6,-7.2,8.5483583,-8.301599721
a133.2x-7.2,133.2,-7.2,7.340615345,-8.496542267
a136.8x-7.2,136.8,-7.2,6.278322812,-8.070348279
a140.4x-7.2,140.4,-7.2,7.440587441,-6.201392742
a144x-7.2,144,-7.2,6.327565989,-4.456245462
a147.6x-7.2,147.6,-7.2,5.01067419,-3.636350121
a151.2x-7.2,151.2,-7.2,4.36367527,-2.511227006
a154.8x-7.2,154.8,-7.2,3.877121203,-1.658435235
a158.4x-7.2,158.4,-7.2,3.444918759,-1.021044433
a162x-7.2,162,-7.2,3.105166621,-0.456278282
a165.6x-7.2,165.6,-7.2,2.814134494,-0.009093964
a169.2x-7.2,169.2,-7.2,2.553043349,0.340122586
a172.8x-7.2,172.8,-7.2,2.315060183,0.610081901
a176.4x-7.2,176.4,-7.2,2.091116835,0.821059518
a-180x-3.6,-180,-3.6,1.252055939,3.263632715
a-176.4x-3.6,-176.4,-3.6,1.248094063,3.389203195
a-172.8x-3.6,-172.8,-3.6,1.214471009,3.519506691
a-169.2x-3.6,-169.2,-3.6,1.197292433,3.658336102
a-165.6x-3.6,-165.6,-3.6,1.15133557,3.801802418
a-162x-3.6,-162,-3.6,1.110876265,3.950388588
a-158.4x-3.6,-158.4,-3.6,1.050185139,4.104711674
a-154.8x-3.6,-154.8,-3.6,0.982555509,4.266425431
a-151.2x-3.6,-151.2,-3.6,0.902137374,4.429797417
a-147.6x-3.6,-147.6,-3.6,0.800678972,4.595387701
a-144x-3.6,-144,-3.6,0.698693615,4.763704569
a-140.4x-3.6,-140.4,-3.6,0.557569667,4.92843336
a-136.8x-3.6,-136.8,-3.6,0.424969413,5.092435111
a-133.2x-3.6,-133.2,-3.6,0.248756575,5.247695677
a-129.6x-3.6,-129.6,-3.6,0.074591806,5.393512627
a-126x-3.6,-126,-3.6,-0.13609906,5.52681718
a-122.4x-3.6,-122.4,-3.6,-0.352664191,5.636059987
a-118.8x-3.6,-118.8,-3.6,-0.587919699,5.7262252
a-115.2x-3.6,-115.2,-3.6,-0.842461244,5.784501152
a-111.6x-3.6,-111.6,-3.6,-1.085334481,5.806890219
a-108x-3.6,-108,-3.6,-1.360600099,5.788795394
a-104.4x-3.6,-104.4,-3.6,-1.602148754,5.721488367
a-100.8x-3.6,-100.8,-3.6,-1.848687806,5.601461629
a-97.2x-3.6,-97.2,-3.6,-2.042242038,5.422608044
a-93.6x-3.6,-93.6,-3.6,-2.219724844,5.182932694
a-90x-3.6,-90,-3.6,-2.330963035,4.877286215
a-86.4x-3.6,-86.4,-3.6,-2.397901912,4.471420717
a-82.8x-3.6,-82.8,-3.6,-2.414687081,3.81386162
a-79.2x-3.6,-79.2,-3.6,-2.017087112,2.549664125
a-75.6x-3.6,-75.6,-3.6,-2.097450146,1.92569901
a-72x-3.6,-72,-3.6,-3.354142247,1.575028566
a-68.4x-3.6,-68.4,-3.6,-4.86270622,1.268564042
a-64.8x-3.6,-64.8,-3.6,-6.669891862,1.037411233
a-61.2x-3.6,-61.2,-3.6,-8.500608032,0.871204121
a-57.6x-3.6,-57.6,-3.6,-10.35618814,0.642036706
a-54x-3.6,-54,-3.6,-12.12336176,0.21230035
a-50.4x-3.6,-50.4,-3.6,-13.71300976,-0.276968709
a-46.8x-3.6,-46.8,-3.6,-15.08037041,-0.623604242
a-43.2x-3.6,-43.2,-3.6,-16.33601413,-0.932823594
a-39.6x-3.6,-39.6,-3.6,-17.47138538,-0.746982266
a-36x-3.6,-36,-3.6,-17.99808113,0.194236229
a-32.4x-3.6,-32.4,-3.6,-18.14674963,0.733718777
a-28.8x-3.6,-28.8,-3.6,-18.39293325,0.676762338
a-25.2x-3.6,-25.2,-3.6,-18.69356333,0.241604744
a-21.6x-3.6,-21.6,-3.6,-19.02239607,-0.48186089
a-18x-3.6,-18,-3.6,-19.30310573,-1.472332211
a-14.4x-3.6,-14.4,-3.6,-19.36649962,-2.727906861
a-10.8x-3.6,-10.8,-3.6,-19.23466707,-4.17958886
a-7.2x-3.6,-7.2,-3.6,-18.70990036,-5.734169283
a-3.6x-3.6,-3.6,-3.6,-18.08017854,-7.138864925
a0x-3.6,0,-3.6,-17.20815645,-8.419796662
a3.6x-3.6,3.6,-3.6,-16.22466234,-9.388671597
a7.2x-3.6,7.2,-3.6,-15.06561438,-9.592760235
a10.8x-3.6,10.8,-3.6,-14.62404191,-8.185186024
a14.4x-3.6,14.4,-3.6,-14.57842015,-6.739195701
a18x-3.6,18,-3.6,-13.05423998,-5.424452244
a21.6x-3.6,21.6,-3.6,-11.91498862,-4.204652265
a25.2x-3.6,25.2,-3.6,-11.38089383,-3.630771312
a28.8x-3.6,28.8,-3.6,-12.00649603,-4.122607285
a32.4x-3.6,32.4,-3.6,-1.808602651,-3.671355518
a36x-3.6,36,-3.6,3.189439791,-3.084421959
a39.6x-3.6,39.6,-3.6,8.432206232,-4.641719627
a43.2x-3.6,43.2,-3.6,7.860929677,-4.607483206
a46.8x-3.6,46.8,-3.6,6.776432006,-4.387707673
a50.4x-3.6,50.4,-3.6,5.783863867,-4.384636022
a54x-3.6,54,-3.6,4.8809103,-4.672318072
a57.6x-3.6,57.6,-3.6,3.995034035,-5.202964515
a61.2x-3.6,61.2,-3.6,3.461456117,-5.978899626
a64.8x-3.6,64.8,-3.6,3.008347259,-6.863352727
a68.4x-3.6,68.4,-3.6,3.007984899,-7.841386605
a72x-3.6,72,-3.6,3.279346593,-8.712965085
a75.6x-3.6,75.6,-3.6,3.93388686,-9.362234301
a79.2x-3.6,79.2,-3.6,4.753717235,-9.624822987
a82.8x-3.6,82.8,-3.6,5.540946926,-9.525022358
a86.4x-3.6,86.4,-3.6,6.12928249,-9.159497421
a90x-3.6,90,-3.6,6.390602421,-8.750261571
a93.6x-3.6,93.6,-3.6,6.45541824,-8.457542221
a97.2x-3.6,97.2,-3.6,6.269110207,-8.41389637
a100.8x-3.6,100.8,-3.6,6.110821818,-8.756198724
a104.4x-3.6,104.4,-3.6,8.162624139,-7.446614997
a108x-3.6,108,-3.6,8.334181544,-7.127326238
a111.6x-3.6,111.6,-3.6,8.521410906,-8.201812207
a115.2x-3.6,115.2,-3.6,9.953701541,-8.320943905
a118.8x-3.6,118.8,-3.6,9.643354848,-7.634620026
a122.4x-3.6,122.4,-3.6,10.73937063,-6.787290638
a126x-3.6,126,-3.6,9.663805656,-6.571028743
a129.6x-3.6,129.6,-3.6,8.882542935,-6.494095648
a133.2x-3.6,133.2,-3.6,7.745636697,-6.148872943
a136.8x-3.6,136.8,-3.6,7.751652814,-4.042407634
a140.4x-3.6,140.4,-3.6,8.695387952,-2.820717447
a144x-3.6,144,-3.6,7.10733735,-3.132742035
a147.6x-3.6,147.6,-3.6,5.972059367,-2.43168167
a151.2x-3.6,151.2,-3.6,5.135860559,-1.744407679
a154.8x-3.6,154.8,-3.6,4.446846943,-1.061845321
a158.4x-3.6,158.4,-3.6,3.941197433,-0.484924192
a162x-3.6,162,-3.6,3.498424711,-0.024005774
a165.6x-3.6,165.6,-3.6,3.132755223,0.351564104
a169.2x-3.6,169.2,-3.6,2.803163391,0.644046134
a172.8x-3.6,172.8,-3.6,2.507684032,0.876422624
a176.4x-3.6,176.4,-3.6,2.25292611,1.058945469
a-180x0,-180,0,1.380047771,3.259346829
a-176.4x0,-176.4,0,1.373404978,3.389967015
a-172.8x0,-172.8,0,1.357837507,3.528893034
a-169.2x0,-169.2,0,1.336619776,3.674348542
a-165.6x0,-165.6,0,1.305138926,3.829295332
a-162x0,-162,0,1.265692582,3.991330609
a-158.4x0,-158.4,0,1.213285426,4.159009617
a-154.8x0,-154.8,0,1.149609297,4.331106406
a-151.2x0,-151.2,0,1.070987991,4.509762552
a-147.6x0,-147.6,0,0.977256215,4.692015552
a-144x0,-144,0,0.86652602,4.877193629
a-140.4x0,-140.4,0,0.736451543,5.063144986
a-136.8x0,-136.8,0,0.586025481,5.246861952
a-133.2x0,-133.2,0,0.413467274,5.425095944
a-129.6x0,-129.6,0,0.216553254,5.59306599
a-126x0,-126,0,0.001437084,5.747425482
a-122.4x0,-122.4,0,-0.246272629,5.882346294
a-118.8x0,-118.8,0,-0.502256787,5.988165223
a-115.2x0,-115.2,0,-0.791783844,6.060033445
a-111.6x0,-111.6,0,-1.080486998,6.094065011
a-108x0,-108,0,-1.388882186,6.071456826
a-104.4x0,-104.4,0,-1.689834253,5.993283076
a-100.8x0,-100.8,0,-1.974349469,5.853056098
a-97.2x0,-97.2,0,-2.236202405,5.64060182
a-93.6x0,-93.6,0,-2.434128469,5.36405571
a-90x0,-90,0,-2.6185968,5.028056618
a-86.4x0,-86.4,0,-2.751853574,4.614078164
a-82.8x0,-82.8,0,-2.958627059,4.166628495
a-79.2x0,-79.2,0,-2.903485248,3.806513438
a-75.6x0,-75.6,0,-2.679579604,2.802773128
a-72x0,-72,0,-3.917095265,1.573463184
a-68.4x0,-68.4,0,-5.239967615,0.652119512
a-64.8x0,-64.8,0,-6.805273137,0.122492679
a-61.2x0,-61.2,0,-8.640707949,0.285476472
a-57.6x0,-57.6,0,-10.74418687,0.307071987
a-54x0,-54,0,-12.57033829,-0.58660406
a-50.4x0,-50.4,0,-14.23965619,-1.135052569
a-46.8x0,-46.8,0,-15.1682266,-1.039901526
a-43.2x0,-43.2,0,-16.041523,-0.415853669
a-39.6x0,-39.6,0,-16.82471241,0.221155959
a-36x0,-36,0,-17.48656293,0.802716732
a-32.4x0,-32.4,0,-18.04471545,1.149404436
a-28.8x0,-28.8,0,-18.58642531,1.15746659
a-25.2x0,-25.2,0,-19.15751167,0.833511117
a-21.6x0,-21.6,0,-19.73731108,0.178949746
a-18x0,-18,0,-20.2332056,-0.816670914
a-14.4x0,-14.4,0,-20.5517521,-2.200580676
a-10.8x0,-10.8,0,-20.49657478,-3.95851135
a-7.2x0,-7.2,0,-19.88209197,-5.849925633
a-3.6x0,-3.6,0,-19.0041757,-7.517439285
a0x0,0,0,-18.13758048,-8.920656212
a3.6x0,3.6,0,-16.96493083,-10.29380912
a7.2x0,7.2,0,-14.81876337,-10.71567353
a10.8x0,10.8,0,-13.35562594,-9.641679285
a14.4x0,14.4,0,-13.04466041,-6.698787723
a18x0,18,0,-11.40262,-1.676778471
a21.6x0,21.6,0,-10.18552026,1.592895798
a25.2x0,25.2,0,-10.01101524,3.576999846
a28.8x0,28.8,0,-10.14422019,5.865086034
a32.4x0,32.4,0,-2.700043037,3.334850055
a36x0,36,0,2.798547392,1.790432707
a39.6x0,39.6,0,6.044390197,-0.197036468
a43.2x0,43.2,0,7.588504459,-2.665787827
a46.8x0,46.8,0,6.436405665,-2.803660672
a50.4x0,50.4,0,5.243764691,-2.808002048
a54x0,54,0,4.107241118,-3.203311485
a57.6x0,57.6,0,3.167409927,-3.976355078
a61.2x0,61.2,0,2.460886624,-5.040340169
a64.8x0,64.8,0,2.058632384,-6.306670827
a68.4x0,68.4,0,2.020185953,-7.689016949
a72x0,72,0,2.469730763,-9.04061472
a75.6x0,75.6,0,3.460282891,-10.08214328
a79.2x0,79.2,0,4.772538461,-10.45101026
a82.8x0,82.8,0,5.971690958,-10.17767866
a86.4x0,86.4,0,6.701589414,-9.481701236
a90x0,90,0,6.914356352,-8.779129303
a93.6x0,93.6,0,6.740678031,-8.245398095
a97.2x0,97.2,0,6.338329779,-8.018392447
a100.8x0,100.8,0,7.410498848,-6.737037484
a104.4x0,104.4,0,9.134916218,-5.185214887
a108x0,108,0,7.94314386,-5.016240956
a111.6x0,111.6,0,8.573397567,-4.453847168
a115.2x0,115.2,0,9.873673491,-4.860296892
a118.8x0,118.8,0,10.49456808,-4.846653006
a122.4x0,122.4,0,10.45269077,-5.017022423
a126x0,126,0,10.02445708,-5.008614574
a129.6x0,129.6,0,9.845083472,-3.577058939
a133.2x0,133.2,0,9.409592678,-1.803767373
a136.8x0,136.8,0,8.818743882,-1.09105545
a140.4x0,140.4,0,8.340772177,-0.920884925
a144x0,144,0,7.455672454,-1.19764911
a147.6x0,147.6,0,6.477600242,-1.065832395
a151.2x0,151.2,0,5.623690152,-0.704184944
a154.8x0,154.8,0,4.911622101,-0.268743862
a158.4x0,158.4,0,4.321621733,0.139922133
a162x0,162,0,3.817005093,0.486917052
a165.6x0,165.6,0,3.384588076,0.775435074
a169.2x0,169.2,0,3.005097972,1.008137868
a172.8x0,172.8,0,2.668550455,1.190292644
a176.4x0,176.4,0,2.374255838,1.331589882
a-180x3.6,-180,3.6,1.509861045,3.246796146
a-176.4x3.6,-176.4,3.6,1.510858725,3.384922537
a-172.8x3.6,-172.8,3.6,1.504744699,3.5328957
a-169.2x3.6,-169.2,3.6,1.489174353,3.688108623
a-165.6x3.6,-165.6,3.6,1.467757863,3.851061205
a-162x3.6,-162,3.6,1.433813127,4.022525945
a-158.4x3.6,-158.4,3.6,1.389845904,4.202929562
a-154.8x3.6,-154.8,3.6,1.331285923,4.392257356
a-151.2x3.6,-151.2,3.6,1.257823139,4.586850561
a-147.6x3.6,-147.6,3.6,1.16954589,4.788185539
a-144x3.6,-144,3.6,1.059178463,4.993412308
a-140.4x3.6,-140.4,3.6,0.932263749,5.202252396
a-136.8x3.6,-136.8,3.6,0.776543343,5.410085695
a-133.2x3.6,-133.2,3.6,0.598103475,5.615771073
a-129.6x3.6,-129.6,3.6,0.391591332,5.812664311
a-126x3.6,-126,3.6,0.156398911,5.992859188
a-122.4x3.6,-122.4,3.6,-0.110457905,6.15616265
a-118.8x3.6,-118.8,3.6,-0.401698383,6.288908294
a-115.2x3.6,-115.2,3.6,-0.721406262,6.384125386
a-111.6x3.6,-111.6,3.6,-1.063380765,6.42913668
a-108x3.6,-108,3.6,-1.417962137,6.420344748
a-104.4x3.6,-104.4,3.6,-1.782670824,6.341117288
a-100.8x3.6,-100.8,3.6,-2.128652869,6.174070049
a-97.2x3.6,-97.2,3.6,-2.452998616,5.91977454
a-93.6x3.6,-93.6,3.6,-2.695545884,5.587089527
a-90x3.6,-90,3.6,-2.889397366,5.201290549
a-86.4x3.6,-86.4,3.6,-3.058004916,4.814878936
a-82.8x3.6,-82.8,3.6,-3.213073931,4.369615606
a-79.2x3.6,-79.2,3.6,-3.21981912,3.797583966
a-75.6x3.6,-75.6,3.6,-3.709204198,2.920947911
a-72x3.6,-72,3.6,-4.812089256,1.89922009
a-68.4x3.6,-68.4,3.6,-6.052966084,0.875131985
a-64.8x3.6,-64.8,3.6,-7.055922612,-0.089791084
a-61.2x3.6,-61.2,3.6,-8.376556546,-0.50003763
a-57.6x3.6,-57.6,3.6,-11.07041042,-0.660517463
a-54x3.6,-54,3.6,-13.57506269,-0.911629526
a-50.4x3.6,-50.4,3.6,-13.96690915,-0.615019395
a-46.8x3.6,-46.8,3.6,-14.84354359,0.148869005
a-43.2x3.6,-43.2,3.6,-15.67160013,0.714133942
a-39.6x3.6,-39.6,3.6,-16.48168033,1.222077648
a-36x3.6,-36,3.6,-17.22447612,1.650621236
a-32.4x3.6,-32.4,3.6,-17.98097411,1.918144459
a-28.8x3.6,-28.8,3.6,-18.72215509,1.969132517
a-25.2x3.6,-25.2,3.6,-19.52591687,1.747592392
a-21.6x3.6,-21.6,3.6,-20.3586087,1.175724116
a-18x3.6,-18,3.6,-21.13584184,0.187368747
a-14.4x3.6,-14.4,3.6,-21.75752436,-1.219481462
a-10.8x3.6,-10.8,3.6,-22.04361224,-3.259925449
a-7.2x3.6,-7.2,3.6,-20.91482772,-6.355250268
a-3.6x3.6,-3.6,3.6,-19.99669194,-8.078505245
a0x3.6,0,3.6,-18.89821703,-9.209423782
a3.6x3.6,3.6,3.6,-18.55886613,-10.66314183
a7.2x3.6,7.2,3.6,-14.43362117,-12.33300094
a10.8x3.6,10.8,3.6,-11.09948578,-7.861940586
a14.4x3.6,14.4,3.6,-7.429020004,-0.207755119
a18x3.6,18,3.6,-7.409417781,5.538143973
a21.6x3.6,21.6,3.6,-7.069028897,10.59172911
a25.2x3.6,25.2,3.6,-7.77662141,11.97434273
a28.8x3.6,28.8,3.6,-7.824067296,14.56941558
a32.4x3.6,32.4,3.6,-6.050864044,16.16595039
a36x3.6,36,3.6,0.089549187,9.501052835
a39.6x3.6,39.6,3.6,3.278318852,5.494955743
a43.2x3.6,43.2,3.6,5.546784216,1.370629944
a46.8x3.6,46.8,3.6,5.777778302,-0.421825813
a50.4x3.6,50.4,3.6,4.364774347,-0.633468314
a54x3.6,54,3.6,3.02101964,-1.253438944
a57.6x3.6,57.6,3.6,1.97899907,-2.351696405
a61.2x3.6,61.2,3.6,1.192128274,-3.768574716
a64.8x3.6,64.8,3.6,0.763630261,-5.459043801
a68.4x3.6,68.4,3.6,0.690721536,-7.305943813
a72x3.6,72,3.6,1.198133848,-9.265342828
a75.6x3.6,75.6,3.6,2.653137451,-11.03869668
a79.2x3.6,79.2,3.6,4.874032211,-11.58054113
a82.8x3.6,82.8,3.6,6.961897804,-10.92231484
a86.4x3.6,86.4,3.6,7.686474433,-9.603021657
a90x3.6,90,3.6,7.771939319,-8.497644981
a93.6x3.6,93.6,3.6,7.413596975,-7.62863202
a97.2x3.6,97.2,3.6,7.39982641,-6.31383685
a100.8x3.6,100.8,3.6,8.414371041,-4.732821099
a104.4x3.6,104.4,3.6,9.578570694,-4.009120466
a108x3.6,108,3.6,9.085036834,-3.307369267
a111.6x3.6,111.6,3.6,8.97248649,-1.924258761
a115.2x3.6,115.2,3.6,9.218739538,-1.553212168
a118.8x3.6,118.8,3.6,10.47316917,-3.015306589
a122.4x3.6,122.4,3.6,10.01641625,-4.049915256
a126x3.6,126,3.6,10.90583415,-4.107588686
a129.6x3.6,129.6,3.6,10.78251995,-2.098671768
a133.2x3.6,133.2,3.6,9.986130127,-0.885843215
a136.8x3.6,136.8,3.6,9.194395833,-0.248795366
a140.4x3.6,140.4,3.6,8.417956978,-0.031112534
a144x3.6,144,3.6,7.58598452,0.001741602
a147.6x3.6,147.6,3.6,6.726713725,0.092777763
a151.2x3.6,151.2,3.6,5.92669332,0.295657928
a154.8x3.6,154.8,3.6,5.220690105,0.552413789
a158.4x3.6,158.4,3.6,4.584775692,0.814875669
a162x3.6,162,3.6,4.039538903,1.051865605
a165.6x3.6,165.6,3.6,3.572829423,1.252323348
a169.2x3.6,169.2,3.6,3.150160373,1.415579786
a172.8x3.6,172.8,3.6,2.780102459,1.539739599
a176.4x3.6,176.4,3.6,2.466592127,1.633830611
a-180x7.2,-180,7.2,1.646825103,3.227384702
a-176.4x7.2,-176.4,7.2,1.655556098,3.371872588
a-172.8x7.2,-172.8,7.2,1.660150391,3.524795398
a-169.2x7.2,-169.2,7.2,1.65236919,3.688683858
a-165.6x7.2,-165.6,7.2,1.641329302,3.865024042
a-162x7.2,-162,7.2,1.614975398,4.050931057
a-158.4x7.2,-158.4,7.2,1.58061431,4.245023043
a-154.8x7.2,-154.8,7.2,1.529876705,4.448063433
a-151.2x7.2,-151.2,7.2,1.462644243,4.660084356
a-147.6x7.2,-147.6,7.2,1.382092986,4.880678897
a-144x7.2,-144,7.2,1.275372502,5.10914427
a-140.4x7.2,-140.4,7.2,1.153783513,5.3443135
a-136.8x7.2,-136.8,7.2,0.995423209,5.581382381
a-133.2x7.2,-133.2,7.2,0.814662532,5.818102133
a-129.6x7.2,-129.6,7.2,0.596351373,6.049390442
a-126x7.2,-126,7.2,0.344594114,6.268616842
a-122.4x7.2,-122.4,7.2,0.056230225,6.46384108
a-118.8x7.2,-118.8,7.2,-0.269357428,6.631657996
a-115.2x7.2,-115.2,7.2,-0.628829961,6.758698877
a-111.6x7.2,-111.6,7.2,-1.023230629,6.830707278
a-108x7.2,-108,7.2,-1.436931427,6.84325676
a-104.4x7.2,-104.4,7.2,-1.877081978,6.771518084
a-100.8x7.2,-100.8,7.2,-2.306479755,6.596708561
a-97.2x7.2,-97.2,7.2,-2.71857492,6.288854929
a-93.6x7.2,-93.6,7.2,-3.011286014,5.83877621
a-90x7.2,-90,7.2,-3.166764585,5.386210623
a-86.4x7.2,-86.4,7.2,-3.326112026,5.024815538
a-82.8x7.2,-82.8,7.2,-3.566517715,4.535057821
a-79.2x7.2,-79.2,7.2,-3.711353544,3.87809919
a-75.6x7.2,-75.6,7.2,-4.364924673,3.04729701
a-72x7.2,-72,7.2,-5.568232214,2.196043201
a-68.4x7.2,-68.4,7.2,-6.681409159,1.370677159
a-64.8x7.2,-64.8,7.2,-7.828790359,0.585562662
a-61.2x7.2,-61.2,7.2,-8.981420752,-0.872880197
a-57.6x7.2,-57.6,7.2,-11.3367608,-1.352092732
a-54x7.2,-54,7.2,-12.64572443,-0.074617636
a-50.4x7.2,-50.4,7.2,-13.59486673,0.791632909
a-46.8x7.2,-46.8,7.2,-14.52314881,1.351267418
a-43.2x7.2,-43.2,7.2,-15.38762793,1.83793289
a-39.6x7.2,-39.6,7.2,-16.23661827,2.275529614
a-36x7.2,-36,7.2,-17.0349992,2.653376091
a-32.4x7.2,-32.4,7.2,-17.87190778,2.932340487
a-28.8x7.2,-28.8,7.2,-18.73973024,3.074890892
a-25.2x7.2,-25.2,7.2,-19.73351778,3.008200155
a-21.6x7.2,-21.6,7.2,-20.80479342,2.592117418
a-18x7.2,-18,7.2,-21.8813233,1.653712927
a-14.4x7.2,-14.4,7.2,-22.92124809,0.23558989
a-10.8x7.2,-10.8,7.2,-22.93175383,-0.236417204
a-7.2x7.2,-7.2,7.2,-22.56240081,0.618435293
a-3.6x7.2,-3.6,7.2,-21.5629525,-0.375842524
a0x7.2,0,7.2,-21.03112249,-1.896840374
a3.6x7.2,3.6,7.2,-19.17464539,-2.989195991
a7.2x7.2,7.2,7.2,-13.33861295,-1.625980364
a10.8x7.2,10.8,7.2,-7.203112007,-0.917258064
a14.4x7.2,14.4,7.2,-3.429569741,5.389968456
a18x7.2,18,7.2,-3.879132409,9.695844711
a21.6x7.2,21.6,7.2,-5.133976533,12.75880725
a25.2x7.2,25.2,7.2,-6.608128159,14.14767683
a28.8x7.2,28.8,7.2,-6.736530452,15.64234239
a32.4x7.2,32.4,7.2,-7.17434783,15.63693094
a36x7.2,36,7.2,-3.415078417,13.65055022
a39.6x7.2,39.6,7.2,0.796868195,10.29879972
a43.2x7.2,43.2,7.2,2.983657213,8.022929154
a46.8x7.2,46.8,7.2,3.208002946,6.196787555
a50.4x7.2,50.4,7.2,2.929546503,2.706849741
a54x7.2,54,7.2,1.545002285,1.369679264
a57.6x7.2,57.6,7.2,0.428890276,-0.20980097
a61.2x7.2,61.2,7.2,-0.397314734,-2.056005149
a64.8x7.2,64.8,7.2,-0.924916482,-4.116823223
a68.4x7.2,68.4,7.2,-1.082627748,-6.385093464
a72x7.2,72,7.2,-0.796756878,-8.860208844
a75.6x7.2,75.6,7.2,0.677182052,-11.90330064
a79.2x7.2,79.2,7.2,5.086816372,-12.86747188
a82.8x7.2,82.8,7.2,9.127068106,-10.58495219
a86.4x7.2,86.4,7.2,9.006160157,-9.302592146
a90x7.2,90,7.2,8.935702373,-7.973549956
a93.6x7.2,93.6,7.2,8.769839845,-6.442695607
a97.2x7.2,97.2,7.2,8.886421443,-4.871695107
a100.8x7.2,100.8,7.2,9.175657111,-3.672825347
a104.4x7.2,104.4,7.2,9.351513147,-3.94050652
a108x7.2,108,7.2,10.05927264,-2.933514754
a111.6x7.2,111.6,7.2,9.907161939,-1.317103683
a115.2x7.2,115.2,7.2,9.348993769,-0.477072598
a118.8x7.2,118.8,7.2,9.332526992,-1.26783037
a122.4x7.2,122.4,7.2,8.997935153,-2.913560407
a126x7.2,126,7.2,13.13843116,-1.521084379
a129.6x7.2,129.6,7.2,11.76315516,0.030088148
a133.2x7.2,133.2,7.2,10.4691274,0.602742827
a136.8x7.2,136.8,7.2,9.43074573,0.904660483
a140.4x7.2,140.4,7.2,8.532127857,1.043327828
a144x7.2,144,7.2,7.677669306,1.080129204
a147.6x7.2,147.6,7.2,6.857237816,1.134589105
a151.2x7.2,151.2,7.2,6.087614727,1.23378109
a154.8x7.2,154.8,7.2,5.382168776,1.367194995
a158.4x7.2,158.4,7.2,4.743294676,1.512394934
a162x7.2,162,7.2,4.178880127,1.649371027
a165.6x7.2,165.6,7.2,3.681564189,1.76216236
a169.2x7.2,169.2,7.2,3.237856498,1.851647438
a172.8x7.2,172.8,7.2,2.846816916,1.918872592
a176.4x7.2,176.4,7.2,2.502603485,1.961556753
a-180x10.8,-180,10.8,1.787976466,3.198265728
a-176.4x10.8,-176.4,10.8,1.81066448,3.349430547
a-172.8x10.8,-172.8,10.8,1.820124293,3.513187031
a-169.2x10.8,-169.2,10.8,1.828539324,3.686784226
a-165.6x10.8,-165.6,10.8,1.825057657,3.870398518
a-162x10.8,-162,10.8,1.811934236,4.067350427
a-158.4x10.8,-158.4,10.8,1.787227731,4.27883188
a-154.8x10.8,-154.8,10.8,1.744059174,4.49965232
a-151.2x10.8,-151.2,10.8,1.69069597,4.728331064
a-147.6x10.8,-147.6,10.8,1.611736539,4.9689954
a-144x10.8,-144,10.8,1.524856133,5.22352107
a-140.4x10.8,-140.4,10.8,1.39604588,5.485375509
a-136.8x10.8,-136.8,10.8,1.255011523,5.757566906
a-133.2x10.8,-133.2,10.8,1.062042722,6.032107453
a-129.6x10.8,-129.6,10.8,0.844182405,6.303811428
a-126x10.8,-126,10.8,0.57472404,6.568432409
a-122.4x10.8,-122.4,10.8,0.261773584,6.809364652
a-118.8x10.8,-118.8,10.8,-0.094354829,7.02284193
a-115.2x10.8,-115.2,10.8,-0.503982221,7.192569203
a-111.6x10.8,-111.6,10.8,-0.939437266,7.312214653
a-108x10.8,-108,10.8,-1.436488412,7.355444883
a-104.4x10.8,-104.4,10.8,-1.947958264,7.314224921
a-100.8x10.8,-100.8,10.8,-2.501390359,7.165287348
a-97.2x10.8,-97.2,10.8,-3.069702538,6.824510277
a-93.6x10.8,-93.6,10.8,-3.501415315,6.12788125
a-90x10.8,-90,10.8,-3.390363531,5.377414927
a-86.4x10.8,-86.4,10.8,-3.436929962,5.536432276
a-82.8x10.8,-82.8,10.8,-3.792876422,5.585128976
