index,x,y,dx,dy
a79.2x-115.2,79.2,-115.2,-0.184549847,-1.96005301
a82.8x-115.2,82.8,-115.2,-0.07749073,-1.888119155
a86.4x-115.2,86.4,-115.2,0.023211296,-1.808494103
a90x-115.2,90,-115.2,0.118101889,-1.724721538
a93.6x-115.2,93.6,-115.2,0.202171781,-1.636043476
a97.2x-115.2,97.2,-115.2,0.283102381,-1.543959214
a100.8x-115.2,100.8,-115.2,0.352123068,-1.447443038
a104.4x-115.2,104.4,-115.2,0.416114499,-1.350039989
a108x-115.2,108,-115.2,0.470894251,-1.249641161
a111.6x-115.2,111.6,-115.2,0.517391185,-1.14930063
a115.2x-115.2,115.2,-115.2,0.558473156,-1.047396935
a118.8x-115.2,118.8,-115.2,0.588140011,-0.946492831
a122.4x-115.2,122.4,-115.2,0.615348182,-0.845452939
a126x-115.2,126,-115.2,0.630887224,-0.746734406
a129.6x-115.2,129.6,-115.2,0.644375319,-0.650300016
a133.2x-115.2,133.2,-115.2,0.648233925,-0.556474078
a136.8x-115.2,136.8,-115.2,0.648787228,-0.463825136
a140.4x-115.2,140.4,-115.2,0.643953315,-0.375823204
a144x-115.2,144,-115.2,0.632669527,-0.292482454
a147.6x-115.2,147.6,-115.2,0.621394907,-0.210966912
a151.2x-115.2,151.2,-115.2,0.600528324,-0.133401463
a154.8x-115.2,154.8,-115.2,0.584564446,-0.060138378
a158.4x-115.2,158.4,-115.2,0.557747715,0.009567853
a162x-115.2,162,-115.2,0.537893787,0.074952771
a165.6x-115.2,165.6,-115.2,0.507589791,0.136716503
a169.2x-115.2,169.2,-115.2,0.483087466,0.195198908
a172.8x-115.2,172.8,-115.2,0.453092078,0.249867054
a176.4x-115.2,176.4,-115.2,0.425294698,0.301188511
a-180x-111.6,-180,-111.6,-0.313306936,2.35558733
a-176.4x-111.6,-176.4,-111.6,-0.369894668,2.362845138
a-172.8x-111.6,-172.8,-111.6,-0.424774235,2.369496648
a-169.2x-111.6,-169.2,-111.6,-0.485197207,2.375780864
a-165.6x-111.6,-165.6,-111.6,-0.543697374,2.381396417
a-162x-111.6,-162,-111.6,-0.608793435,2.386271846
a-158.4x-111.6,-158.4,-111.6,-0.671300851,2.390429071
a-154.8x-111.6,-154.8,-111.6,-0.740679813,2.393199884
a-151.2x-111.6,-151.2,-111.6,-0.808608886,2.39480528
a-147.6x-111.6,-147.6,-111.6,-0.881761796,2.395418255
a-144x-111.6,-144,-111.6,-0.954491671,2.394409084
a-140.4x-111.6,-140.4,-111.6,-1.031813093,2.391863315
a-136.8x-111.6,-136.8,-111.6,-1.109390141,2.38763392
a-133.2x-111.6,-133.2,-111.6,-1.191998484,2.381452629
a-129.6x-111.6,-129.6,-111.6,-1.273764431,2.372944216
a-126x-111.6,-126,-111.6,-1.361741085,2.362779422
a-122.4x-111.6,-122.4,-111.6,-1.44843129,2.349041276
a-118.8x-111.6,-118.8,-111.6,-1.541778529,2.332508574
a-115.2x-111.6,-115.2,-111.6,-1.632776688,2.312785122
a-111.6x-111.6,-111.6,-111.6,-1.731158286,2.289833163
a-108x-111.6,-108,-111.6,-1.827136,2.262744677
a-104.4x-111.6,-104.4,-111.6,-1.929624189,2.230475203
a-100.8x-111.6,-100.8,-111.6,-2.030422968,2.194605812
a-97.2x-111.6,-97.2,-111.6,-2.136651973,2.15257634
a-93.6x-111.6,-93.6,-111.6,-2.241346913,2.102730822
a-90x-111.6,-90,-111.6,-2.349975459,2.048950638
a-86.4x-111.6,-86.4,-111.6,-2.456897569,1.988877858
a-82.8x-111.6,-82.8,-111.6,-2.565818152,1.918833587
a-79.2x-111.6,-79.2,-111.6,-2.672697939,1.842652759
a-75.6x-111.6,-75.6,-111.6,-2.778978853,1.755236883
a-72x-111.6,-72,-111.6,-2.882714776,1.660639486
a-68.4x-111.6,-68.4,-111.6,-2.983010168,1.558409529
a-64.8x-111.6,-64.8,-111.6,-3.079223298,1.446821706
a-61.2x-111.6,-61.2,-111.6,-3.169706431,1.326095599
a-57.6x-111.6,-57.6,-111.6,-3.253974749,1.197298157
a-54x-111.6,-54,-111.6,-3.330410796,1.060129325
a-50.4x-111.6,-50.4,-111.6,-3.398664247,0.916452075
a-46.8x-111.6,-46.8,-111.6,-3.457397169,0.765721363
a-43.2x-111.6,-43.2,-111.6,-3.506648705,0.609300287
a-39.6x-111.6,-39.6,-111.6,-3.544878435,0.449273875
a-36x-111.6,-36,-111.6,-3.57260947,0.284804286
a-32.4x-111.6,-32.4,-111.6,-3.587579247,0.117369884
a-28.8x-111.6,-28.8,-111.6,-3.592078906,-0.052504278
a-25.2x-111.6,-25.2,-111.6,-3.583258837,-0.222457748
a-21.6x-111.6,-21.6,-111.6,-3.563346244,-0.392660222
a-18x-111.6,-18,-111.6,-3.530829838,-0.562005242
a-14.4x-111.6,-14.4,-111.6,-3.485858906,-0.729318777
a-10.8x-111.6,-10.8,-111.6,-3.429903171,-0.892699966
a-7.2x-111.6,-7.2,-111.6,-3.362045186,-1.052308915
a-3.6x-111.6,-3.6,-111.6,-3.283367713,-1.205280371
a0x-111.6,0,-111.6,-3.193903493,-1.353465228
a3.6x-111.6,3.6,-111.6,-3.094377331,-1.494528332
a7.2x-111.6,7.2,-111.6,-2.985046235,-1.628629246
a10.8x-111.6,10.8,-111.6,-2.868500748,-1.753333263
a14.4x-111.6,14.4,-111.6,-2.741534532,-1.868548051
a18x-111.6,18,-111.6,-2.608712946,-1.972534155
a21.6x-111.6,21.6,-111.6,-2.469266539,-2.066396066
a25.2x-111.6,25.2,-111.6,-2.324031151,-2.150826826
a28.8x-111.6,28.8,-111.6,-2.174654669,-2.223261677
a32.4x-111.6,32.4,-111.6,-2.021049708,-2.285535654
a36x-111.6,36,-111.6,-1.865587473,-2.334259503
a39.6x-111.6,39.6,-111.6,-1.707968561,-2.373184116
a43.2x-111.6,43.2,-111.6,-1.549220492,-2.398419167
a46.8x-111.6,46.8,-111.6,-1.391981985,-2.414314984
a50.4x-111.6,50.4,-111.6,-1.234274044,-2.418140802
a54x-111.6,54,-111.6,-1.079106202,-2.41069596
a57.6x-111.6,57.6,-111.6,-0.927543319,-2.392057251
a61.2x-111.6,61.2,-111.6,-0.777830247,-2.365750297
a64.8x-111.6,64.8,-111.6,-0.633483378,-2.327913008
a68.4x-111.6,68.4,-111.6,-0.494291167,-2.280052319
a72x-111.6,72,-111.6,-0.359406564,-2.223237851
a75.6x-111.6,75.6,-111.6,-0.232705948,-2.158553838
a79.2x-111.6,79.2,-111.6,-0.110650709,-2.086523002
a82.8x-111.6,82.8,-111.6,0.002989795,-2.007047093
a86.4x-111.6,86.4,-111.6,0.109329216,-1.922457554
a90x-111.6,90,-111.6,0.208911692,-1.831833689
a93.6x-111.6,93.6,-111.6,0.298715919,-1.735154986
a97.2x-111.6,97.2,-111.6,0.382351949,-1.634634046
a100.8x-111.6,100.8,-111.6,0.454597423,-1.531604513
a104.4x-111.6,104.4,-111.6,0.520353037,-1.42447269
a108x-111.6,108,-111.6,0.576749679,-1.316592047
a111.6x-111.6,111.6,-111.6,0.623757128,-1.206680136
a115.2x-111.6,115.2,-111.6,0.665195718,-1.097514602
a118.8x-111.6,118.8,-111.6,0.694014628,-0.988330048
a122.4x-111.6,122.4,-111.6,0.719806203,-0.880746164
a126x-111.6,126,-111.6,0.733901985,-0.774437938
a129.6x-111.6,129.6,-111.6,0.744272959,-0.67095355
a133.2x-111.6,133.2,-111.6,0.74562152,-0.569828113
a136.8x-111.6,136.8,-111.6,0.741979649,-0.474313417
a140.4x-111.6,140.4,-111.6,0.733991234,-0.380828438
a144x-111.6,144,-111.6,0.71822109,-0.290970547
a147.6x-111.6,147.6,-111.6,0.703756911,-0.206493431
a151.2x-111.6,151.2,-111.6,0.678151322,-0.126660048
a154.8x-111.6,154.8,-111.6,0.657881344,-0.050812637
a158.4x-111.6,158.4,-111.6,0.627107777,0.020171089
a162x-111.6,162,-111.6,0.602647441,0.087381452
a165.6x-111.6,165.6,-111.6,0.569127891,0.150009273
a169.2x-111.6,169.2,-111.6,0.540451014,0.208655704
a172.8x-111.6,172.8,-111.6,0.507126335,0.26368046
a176.4x-111.6,176.4,-111.6,0.475505379,0.315199266
a-180x-108,-180,-108,-0.305192464,2.391385274
a-176.4x-108,-176.4,-108,-0.362351705,2.400907506
a-172.8x-108,-172.8,-108,-0.41761679,2.410022224
a-169.2x-108,-169.2,-108,-0.4790756,2.418680934
a-165.6x-108,-165.6,-108,-0.538145524,2.426238303
a-162x-108,-162,-108,-0.60414287,2.433201664
a-158.4x-108,-158.4,-108,-0.667493084,2.439300091
a-154.8x-108,-154.8,-108,-0.738007864,2.444625399
a-151.2x-108,-151.2,-108,-0.807158955,2.448821403
a-147.6x-108,-147.6,-108,-0.881716444,2.451718337
a-144x-108,-144,-108,-0.955885139,2.453295033
a-140.4x-108,-140.4,-108,-1.035030497,2.453259768
a-136.8x-108,-136.8,-108,-1.114454866,2.451585491
a-133.2x-108,-133.2,-108,-1.199116334,2.447982681
a-129.6x-108,-129.6,-108,-1.283149418,2.442328075
a-126x-108,-126,-108,-1.373804533,2.434183896
a-122.4x-108,-122.4,-108,-1.463150443,2.423615181
a-118.8x-108,-118.8,-108,-1.559719245,2.410047371
a-115.2x-108,-115.2,-108,-1.654144002,2.393369977
a-111.6x-108,-111.6,-108,-1.756673749,2.373126624
a-108x-108,-108,-108,-1.856584286,2.348357517
a-104.4x-108,-104.4,-108,-1.964264529,2.3191534
a-100.8x-108,-100.8,-108,-2.07020453,2.28461307
a-97.2x-108,-97.2,-108,-2.182499434,2.244833327
a-93.6x-108,-93.6,-108,-2.293536848,2.199449075
a-90x-108,-90,-108,-2.409056416,2.145724122
a-86.4x-108,-86.4,-108,-2.524040931,2.084140802
a-82.8x-108,-82.8,-108,-2.64090033,2.016060807
a-79.2x-108,-79.2,-108,-2.756255177,1.936748011
a-75.6x-108,-75.6,-108,-2.871549304,1.851897956
a-72x-108,-72,-108,-2.984169054,1.755865748
a-68.4x-108,-68.4,-108,-3.09402043,1.648886052
a-64.8x-108,-64.8,-108,-3.199061104,1.532206796
a-61.2x-108,-61.2,-108,-3.29872497,1.406426692
a-57.6x-108,-57.6,-108,-3.39110946,1.271119779
a-54x-108,-54,-108,-3.47584026,1.127127568
a-50.4x-108,-50.4,-108,-3.550883,0.974710767
a-46.8x-108,-46.8,-108,-3.616285638,0.814797746
a-43.2x-108,-43.2,-108,-3.670781055,0.649416995
a-39.6x-108,-39.6,-108,-3.713522806,0.475923275
a-36x-108,-36,-108,-3.744488091,0.29945385
a-32.4x-108,-32.4,-108,-3.761944621,0.118679303
a-28.8x-108,-28.8,-108,-3.767623631,-0.06344867
a-25.2x-108,-25.2,-108,-3.758726124,-0.247067972
a-21.6x-108,-21.6,-108,-3.738130095,-0.43014162
a-18x-108,-18,-108,-3.702968281,-0.611795985
a-14.4x-108,-14.4,-108,-3.655925407,-0.789876047
a-10.8x-108,-10.8,-108,-3.59512705,-0.96569762
a-7.2x-108,-7.2,-108,-3.522098631,-1.13666883
a-3.6x-108,-3.6,-108,-3.437401553,-1.301932603
a0x-108,0,-108,-3.340572606,-1.460537402
a3.6x-108,3.6,-108,-3.233587569,-1.610286865
a7.2x-108,7.2,-108,-3.116414652,-1.753248667
a10.8x-108,10.8,-108,-2.988455719,-1.885871119
a14.4x-108,14.4,-108,-2.853247839,-2.007811158
a18x-108,18,-108,-2.709176532,-2.121671087
a21.6x-108,21.6,-108,-2.558739041,-2.223572522
a25.2x-108,25.2,-108,-2.402348319,-2.313082551
a28.8x-108,28.8,-108,-2.24142023,-2.391291995
a32.4x-108,32.4,-108,-2.075568199,-2.456000851
a36x-108,36,-108,-1.908020842,-2.508773034
a39.6x-108,39.6,-108,-1.73829893,-2.548114024
a43.2x-108,43.2,-108,-1.567587962,-2.576400606
a46.8x-108,46.8,-108,-1.398362308,-2.590729597
a50.4x-108,50.4,-108,-1.229436925,-2.592641746
a54x-108,54,-108,-1.06294546,-2.583636208
a57.6x-108,57.6,-108,-0.900441161,-2.563093474
a61.2x-108,61.2,-108,-0.740407022,-2.529033786
a64.8x-108,64.8,-108,-0.58596261,-2.485742985
a68.4x-108,68.4,-108,-0.437518783,-2.432815151
a72x-108,72,-108,-0.293766796,-2.370165133
a75.6x-108,75.6,-108,-0.158913891,-2.298880268
a79.2x-108,79.2,-108,-0.029899559,-2.219385789
a82.8x-108,82.8,-108,0.09097767,-2.132505549
a86.4x-108,86.4,-108,0.203236078,-2.038246494
a90x-108,90,-108,0.308956192,-1.937864017
a93.6x-108,93.6,-108,0.401992461,-1.834336335
a97.2x-108,97.2,-108,0.490025548,-1.725381831
a100.8x-108,100.8,-108,0.565667045,-1.612330341
a104.4x-108,104.4,-108,0.633173068,-1.497825961
a108x-108,108,-108,0.691492404,-1.380747655
a111.6x-108,111.6,-108,0.738389026,-1.263478383
a115.2x-108,115.2,-108,0.779730112,-1.14560698
a118.8x-108,118.8,-108,0.807875858,-1.028782847
a122.4x-108,122.4,-108,0.831347422,-0.913885838
a126x-108,126,-108,0.843588186,-0.800920507
a129.6x-108,129.6,-108,0.850776814,-0.690416295
a133.2x-108,133.2,-108,0.848900076,-0.585129723
a136.8x-108,136.8,-108,0.840923267,-0.480810017
a140.4x-108,140.4,-108,0.828747896,-0.383159669
a144x-108,144,-108,0.807894438,-0.290833565
a147.6x-108,147.6,-108,0.788787939,-0.202421721
a151.2x-108,151.2,-108,0.759265748,-0.118512408
a154.8x-108,154.8,-108,0.733617933,-0.040095552
a158.4x-108,158.4,-108,0.698436297,0.033472939
a162x-108,162,-108,0.668645378,0.101885704
a165.6x-108,165.6,-108,0.631641007,0.165952148
a169.2x-108,169.2,-108,0.598478507,0.225517431
a172.8x-108,172.8,-108,0.561584481,0.281041694
a176.4x-108,176.4,-108,0.525527815,0.332629236
a-180x-104.4,-180,-104.4,-0.29504452,2.428932517
a-176.4x-104.4,-176.4,-104.4,-0.352735609,2.440358899
a-172.8x-104.4,-172.8,-104.4,-0.408414614,2.451568691
a-169.2x-104.4,-169.2,-104.4,-0.470682397,2.462169021
a-165.6x-104.4,-165.6,-104.4,-0.530344644,2.472102425
a-162x-104.4,-162,-104.4,-0.597186154,2.481300981
a-158.4x-104.4,-158.4,-104.4,-0.661384439,2.489765299
a-154.8x-104.4,-154.8,-104.4,-0.733011,2.497490837
a-151.2x-104.4,-151.2,-104.4,-0.803290007,2.504275108
a-147.6x-104.4,-147.6,-104.4,-0.8791918,2.509721996
a-144x-104.4,-144,-104.4,-0.95486562,2.513996104
a-140.4x-104.4,-140.4,-104.4,-1.035656234,2.516803479
a-136.8x-104.4,-136.8,-104.4,-1.116896467,2.517856944
a-133.2x-104.4,-133.2,-104.4,-1.203556707,2.517114321
a-129.6x-104.4,-129.6,-104.4,-1.289879812,2.514522278
a-126x-104.4,-126,-104.4,-1.383071058,2.509071385
a-122.4x-104.4,-122.4,-104.4,-1.475031422,2.5018295
a-118.8x-104.4,-118.8,-104.4,-1.574870007,2.491846892
a-115.2x-104.4,-115.2,-104.4,-1.672710681,2.478356784
a-111.6x-104.4,-111.6,-104.4,-1.779303753,2.46058343
a-108x-104.4,-108,-104.4,-1.883553722,2.44000047
a-104.4x-104.4,-104.4,-104.4,-1.996326441,2.414539058
a-100.8x-104.4,-100.8,-104.4,-2.10755346,2.383685351
a-97.2x-104.4,-97.2,-104.4,-2.22614813,2.346365688
a-93.6x-104.4,-93.6,-104.4,-2.344005055,2.303124304
a-90x-104.4,-90,-104.4,-2.467420455,2.252214165
a-86.4x-104.4,-86.4,-104.4,-2.590191881,2.192905236
a-82.8x-104.4,-82.8,-104.4,-2.716065781,2.124739294
a-79.2x-104.4,-79.2,-104.4,-2.841091931,2.049182317
a-75.6x-104.4,-75.6,-104.4,-2.966160854,1.959481569
a-72x-104.4,-72,-104.4,-3.089163104,1.860837881
a-68.4x-104.4,-68.4,-104.4,-3.209312397,1.750558874
a-64.8x-104.4,-64.8,-104.4,-3.324561863,1.630265661
a-61.2x-104.4,-61.2,-104.4,-3.434554361,1.498004596
a-57.6x-104.4,-57.6,-104.4,-3.536349669,1.354996831
a-54x-104.4,-54,-104.4,-3.630232588,1.201892595
a-50.4x-104.4,-50.4,-104.4,-3.713170306,1.038969
a-46.8x-104.4,-46.8,-104.4,-3.786021104,0.867640143
a-43.2x-104.4,-43.2,-104.4,-3.846039493,0.688334708
a-39.6x-104.4,-39.6,-104.4,-3.894378777,0.50522592
a-36x-104.4,-36,-104.4,-3.928790892,0.31522591
a-32.4x-104.4,-32.4,-104.4,-3.949222361,0.122855152
a-28.8x-104.4,-28.8,-104.4,-3.955871983,-0.072359477
a-25.2x-104.4,-25.2,-104.4,-3.947384507,-0.268836346
a-21.6x-104.4,-21.6,-104.4,-3.925747858,-0.465040322
a-18x-104.4,-18,-104.4,-3.888354033,-0.660373552
a-14.4x-104.4,-14.4,-104.4,-3.837548046,-0.854336303
a-10.8x-104.4,-10.8,-104.4,-3.772434372,-1.042441297
a-7.2x-104.4,-7.2,-104.4,-3.694078639,-1.225596827
a-3.6x-104.4,-3.6,-104.4,-3.602718431,-1.404184394
a0x-104.4,0,-104.4,-3.49872466,-1.574069161
a3.6x-104.4,3.6,-104.4,-3.382776188,-1.738039484
a7.2x-104.4,7.2,-104.4,-3.255503492,-1.888125518
a10.8x-104.4,10.8,-104.4,-3.118717205,-2.031168065
a14.4x-104.4,14.4,-104.4,-2.971826911,-2.164637787
a18x-104.4,18,-104.4,-2.816820356,-2.283343413
a21.6x-104.4,21.6,-104.4,-2.65418678,-2.390966497
a25.2x-104.4,25.2,-104.4,-2.485084663,-2.486500102
a28.8x-104.4,28.8,-104.4,-2.311471143,-2.56710097
a32.4x-104.4,32.4,-104.4,-2.132705288,-2.635502231
a36x-104.4,36,-104.4,-1.951995024,-2.691398596
a39.6x-104.4,39.6,-104.4,-1.769490043,-2.732396585
a43.2x-104.4,43.2,-104.4,-1.585736572,-2.759001648
a46.8x-104.4,46.8,-104.4,-1.403518476,-2.772387483
a50.4x-104.4,50.4,-104.4,-1.221940055,-2.773869315
a54x-104.4,54,-104.4,-1.043541152,-2.760767355
a57.6x-104.4,57.6,-104.4,-0.869314969,-2.73560119
a61.2x-104.4,61.2,-104.4,-0.697908259,-2.700295235
a64.8x-104.4,64.8,-104.4,-0.532851263,-2.651972934
a68.4x-104.4,68.4,-104.4,-0.374415634,-2.59254509
a72x-104.4,72,-104.4,-0.221665661,-2.523916939
a75.6x-104.4,75.6,-104.4,-0.078039793,-2.445574651
a79.2x-104.4,79.2,-104.4,0.0590991,-2.358387318
a82.8x-104.4,82.8,-104.4,0.187197541,-2.263796141
a86.4x-104.4,86.4,-104.4,0.305619519,-2.162198888
a90x-104.4,90,-104.4,0.416356817,-2.055514293
a93.6x-104.4,93.6,-104.4,0.515860325,-1.94000976
a97.2x-104.4,97.2,-104.4,0.606956832,-1.821604912
a100.8x-104.4,100.8,-104.4,0.686053797,-1.699888872
a104.4x-104.4,104.4,-104.4,0.755408815,-1.574783225
a108x-104.4,108,-104.4,0.815518555,-1.448343229
a111.6x-104.4,111.6,-104.4,0.862706253,-1.320763586
a115.2x-104.4,115.2,-104.4,0.903191337,-1.193496443
a118.8x-104.4,118.8,-104.4,0.930457216,-1.067661541
a122.4x-104.4,122.4,-104.4,0.951130111,-0.942150442
a126x-104.4,126,-104.4,0.961237443,-0.821275445
a129.6x-104.4,129.6,-104.4,0.963719542,-0.704338969
a133.2x-104.4,133.2,-104.4,0.958605082,-0.5891827
a136.8x-104.4,136.8,-104.4,0.945104655,-0.482850373
a140.4x-104.4,140.4,-104.4,0.928863912,-0.37930544
a144x-104.4,144,-104.4,0.902353809,-0.280930194
a147.6x-104.4,147.6,-104.4,0.877464165,-0.189170526
a151.2x-104.4,151.2,-104.4,0.842852319,-0.103080453
a154.8x-104.4,154.8,-104.4,0.811512241,-0.022541312
a158.4x-104.4,158.4,-104.4,0.771891366,0.052403097
a162x-104.4,162,-104.4,0.735971202,0.122101747
a165.6x-104.4,165.6,-104.4,0.694551664,0.186303136
a169.2x-104.4,169.2,-104.4,0.656610432,0.245934887
a172.8x-104.4,172.8,-104.4,0.616427187,0.301132196
a176.4x-104.4,176.4,-104.4,0.575541667,0.352377252
a-180x-100.8,-180,-100.8,-0.282811882,2.467030599
a-176.4x-100.8,-176.4,-100.8,-0.340870823,2.480742698
a-172.8x-100.8,-172.8,-100.8,-0.396966199,2.493914631
a-169.2x-100.8,-169.2,-100.8,-0.459931174,2.507098724
a-165.6x-100.8,-165.6,-100.8,-0.520162922,2.519633375
a-162x-100.8,-162,-100.8,-0.587917511,2.5316011
a-158.4x-100.8,-158.4,-100.8,-0.652843576,2.542964419
a-154.8x-100.8,-154.8,-100.8,-0.725495952,2.55315336
a-151.2x-100.8,-151.2,-100.8,-0.796846176,2.562346598
a-147.6x-100.8,-147.6,-100.8,-0.874049181,2.570758546
a-144x-100.8,-144,-100.8,-0.951123439,2.577649598
a-140.4x-100.8,-140.4,-100.8,-1.033453188,2.5833063
a-136.8x-100.8,-136.8,-100.8,-1.11646481,2.587509885
a-133.2x-100.8,-133.2,-100.8,-1.205105881,2.589987247
a-129.6x-100.8,-129.6,-100.8,-1.293616257,2.590186861
a-126x-100.8,-126,-100.8,-1.389334604,2.58916628
a-122.4x-100.8,-122.4,-100.8,-1.483996209,2.58446643
a-118.8x-100.8,-118.8,-100.8,-1.586815867,2.57715917
a-115.2x-100.8,-115.2,-100.8,-1.688052509,2.567127279
a-111.6x-100.8,-111.6,-100.8,-1.798653461,2.554838534
a-108x-100.8,-108,-100.8,-1.907027137,2.536934938
a-104.4x-100.8,-104.4,-100.8,-2.025054323,2.514466277
a-100.8x-100.8,-100.8,-100.8,-2.141793404,2.487724424
a-97.2x-100.8,-97.2,-100.8,-2.267184379,2.455043013
a-93.6x-100.8,-93.6,-100.8,-2.391939997,2.413501203
a-90x-100.8,-90,-100.8,-2.523798944,2.366173623
a-86.4x-100.8,-86.4,-100.8,-2.655275768,2.311110843
a-82.8x-100.8,-82.8,-100.8,-2.791093412,2.24408186
a-79.2x-100.8,-79.2,-100.8,-2.926347862,2.166286648
a-75.6x-100.8,-75.6,-100.8,-3.063084977,2.078121638
a-72x-100.8,-72,-100.8,-3.197072964,1.976535389
a-68.4x-100.8,-68.4,-100.8,-3.329423151,1.864681012
a-64.8x-100.8,-64.8,-100.8,-3.456099617,1.738035771
a-61.2x-100.8,-61.2,-100.8,-3.577744451,1.599431864
a-57.6x-100.8,-57.6,-100.8,-3.690080294,1.448992592
a-54x-100.8,-54,-100.8,-3.794648596,1.286283795
a-50.4x-100.8,-50.4,-100.8,-3.886309131,1.114111595
a-46.8x-100.8,-46.8,-100.8,-3.967773846,0.932067283
a-43.2x-100.8,-43.2,-100.8,-4.034447083,0.742347373
a-39.6x-100.8,-39.6,-100.8,-4.08851184,0.543215421
a-36x-100.8,-36,-100.8,-4.126758291,0.340690823
a-32.4x-100.8,-32.4,-100.8,-4.150596579,0.131918364
a-28.8x-100.8,-28.8,-100.8,-4.158433875,-0.079137294
a-25.2x-100.8,-25.2,-100.8,-4.1504172,-0.290938954
a-21.6x-100.8,-21.6,-100.8,-4.127280358,-0.503114167
a-18x-100.8,-18,-100.8,-4.087599475,-0.712660102
a-14.4x-100.8,-14.4,-100.8,-4.033450751,-0.917782709
a-10.8x-100.8,-10.8,-100.8,-3.9630964,-1.121948055
a-7.2x-100.8,-7.2,-100.8,-3.878780846,-1.320619843
a-3.6x-100.8,-3.6,-100.8,-3.780434436,-1.509742786
a0x-100.8,0,-100.8,-3.667561385,-1.693600194
a3.6x-100.8,3.6,-100.8,-3.543021418,-1.865067117
a7.2x-100.8,7.2,-100.8,-3.405399365,-2.0340467
a10.8x-100.8,10.8,-100.8,-3.256783186,-2.18589471
a14.4x-100.8,14.4,-100.8,-3.098360727,-2.324585521
a18x-100.8,18,-100.8,-2.930885144,-2.454220774
a21.6x-100.8,21.6,-100.8,-2.755395312,-2.56955745
a25.2x-100.8,25.2,-100.8,-2.573300015,-2.670255846
a28.8x-100.8,28.8,-100.8,-2.385332035,-2.759707818
a32.4x-100.8,32.4,-100.8,-2.192708851,-2.832338498
a36x-100.8,36,-100.8,-1.998124554,-2.886966908
a39.6x-100.8,39.6,-100.8,-1.800287657,-2.930234353
a43.2x-100.8,43.2,-100.8,-1.602694382,-2.95745835
a46.8x-100.8,46.8,-100.8,-1.40682678,-2.971968855
a50.4x-100.8,50.4,-100.8,-1.211972515,-2.968513511
a54x-100.8,54,-100.8,-1.020256816,-2.954468952
a57.6x-100.8,57.6,-100.8,-0.833390451,-2.925661928
a61.2x-100.8,61.2,-100.8,-0.650711292,-2.882655592
a64.8x-100.8,64.8,-100.8,-0.473441555,-2.828908859
a68.4x-100.8,68.4,-100.8,-0.304829887,-2.764228678
a72x-100.8,72,-100.8,-0.141843595,-2.686724696
a75.6x-100.8,75.6,-100.8,0.011053637,-2.600070935
a79.2x-100.8,79.2,-100.8,0.156395991,-2.504908877
a82.8x-100.8,82.8,-100.8,0.292337195,-2.400245066
a86.4x-100.8,86.4,-100.8,0.417335104,-2.288561339
a90x-100.8,90,-100.8,0.53494925,-2.167998123
a93.6x-100.8,93.6,-100.8,0.63872284,-2.046327589
a97.2x-100.8,97.2,-100.8,0.734131959,-1.917696062
a100.8x-100.8,100.8,-100.8,0.816799836,-1.785061163
a104.4x-100.8,104.4,-100.8,0.887923283,-1.649782041
a108x-100.8,108,-100.8,0.949674677,-1.51321862
a111.6x-100.8,111.6,-100.8,0.996911699,-1.375695599
a115.2x-100.8,115.2,-100.8,1.036328076,-1.238857161
a118.8x-100.8,118.8,-100.8,1.062536102,-1.102790354
a122.4x-100.8,122.4,-100.8,1.079927608,-0.971679516
a126x-100.8,126,-100.8,1.086977991,-0.841540568
a129.6x-100.8,129.6,-100.8,1.084823398,-0.714444758
a133.2x-100.8,133.2,-100.8,1.074860406,-0.596045975
a136.8x-100.8,136.8,-100.8,1.055523291,-0.479015798
a140.4x-100.8,140.4,-100.8,1.033620219,-0.370429934
a144x-100.8,144,-100.8,1.001647282,-0.267627183
a147.6x-100.8,147.6,-100.8,0.969822973,-0.171637254
a151.2x-100.8,151.2,-100.8,0.929312877,-0.082257971
a154.8x-100.8,154.8,-100.8,0.891211365,0.001013088
a158.4x-100.8,158.4,-100.8,0.846654462,0.077605807
a162x-100.8,162,-100.8,0.804423822,0.148083455
a165.6x-100.8,165.6,-100.8,0.758087103,0.212909384
a169.2x-100.8,169.2,-100.8,0.71485223,0.272744296
a172.8x-100.8,172.8,-100.8,0.670699468,0.327684121
a176.4x-100.8,176.4,-100.8,0.625349448,0.377823789
a-180x-97.2,-180,-97.2,-0.268393994,2.503564647
a-176.4x-97.2,-176.4,-97.2,-0.326738207,2.519572533
a-172.8x-97.2,-172.8,-97.2,-0.38304286,2.535782156
a-169.2x-97.2,-169.2,-97.2,-0.4467099,2.551186341
a-165.6x-97.2,-165.6,-97.2,-0.507419173,2.56641237
a-162x-97.2,-162,-97.2,-0.576292345,2.580399847
a-158.4x-97.2,-158.4,-97.2,-0.641865503,2.593330291
a-154.8x-97.2,-154.8,-97.2,-0.715291093,2.606592838
a-151.2x-97.2,-151.2,-97.2,-0.787673921,2.619162958
a-147.6x-97.2,-147.6,-97.2,-0.866156661,2.630120891
a-144x-97.2,-144,-97.2,-0.944662295,2.640372199
a-140.4x-97.2,-140.4,-97.2,-1.028338844,2.649155591
a-136.8x-97.2,-136.8,-97.2,-1.112986698,2.656393283
a-133.2x-97.2,-133.2,-97.2,-1.203503887,2.662098109
a-129.6x-97.2,-129.6,-97.2,-1.294169591,2.666412409
a-126x-97.2,-126,-97.2,-1.392254124,2.667273789
