index,cx,cy,dx,dy
a176.4x-180,176.4,-180,9.99876E-11,9.99876E-11
a-180x-176.4,-180,-176.4,9.99876E-11,1.00016E-10
a-176.4x-176.4,-176.4,-176.4,1.00016E-10,1.00016E-10
a-172.8x-176.4,-172.8,-176.4,1.00016E-10,1.00016E-10
a-169.2x-176.4,-169.2,-176.4,9.99876E-11,1.00016E-10
a-165.6x-176.4,-165.6,-176.4,9.99876E-11,1.00016E-10
a-162x-176.4,-162,-176.4,9.99876E-11,1.00016E-10
a-158.4x-176.4,-158.4,-176.4,1.00016E-10,1.00016E-10
a-154.8x-176.4,-154.8,-176.4,1.00016E-10,1.00016E-10
a-151.2x-176.4,-151.2,-176.4,9.99876E-11,1.00016E-10
a-147.6x-176.4,-147.6,-176.4,9.99876E-11,1.00016E-10
a-144x-176.4,-144,-176.4,9.99876E-11,1.00016E-10
a-140.4x-176.4,-140.4,-176.4,1.00016E-10,1.00016E-10
a-136.8x-176.4,-136.8,-176.4,1.00016E-10,1.00016E-10
a-133.2x-176.4,-133.2,-176.4,9.99876E-11,1.00016E-10
a-129.6x-176.4,-129.6,-176.4,9.99876E-11,1.00016E-10
a-126x-176.4,-126,-176.4,1.00002E-10,1.00016E-10
a-122.4x-176.4,-122.4,-176.4,1.00002E-10,1.00016E-10
a-118.8x-176.4,-118.8,-176.4,1.00002E-10,1.00016E-10
a-115.2x-176.4,-115.2,-176.4,1.00002E-10,1.00016E-10
a-111.6x-176.4,-111.6,-176.4,9.99876E-11,1.00016E-10
a-108x-176.4,-108,-176.4,1.00002E-10,1.00016E-10
a-104.4x-176.4,-104.4,-176.4,1.00002E-10,1.00016E-10
a-100.8x-176.4,-100.8,-176.4,1.00002E-10,1.00016E-10
a-97.2x-176.4,-97.2,-176.4,1.00002E-10,1.00016E-10
a-93.6x-176.4,-93.6,-176.4,9.99876E-11,1.00016E-10
a-90x-176.4,-90,-176.4,1.00002E-10,1.00016E-10
a-86.4x-176.4,-86.4,-176.4,1.00002E-10,1.00016E-10
a-82.8x-176.4,-82.8,-176.4,1.00002E-10,1.00016E-10
a-79.2x-176.4,-79.2,-176.4,1.00002E-10,1.00016E-10
a-75.6x-176.4,-75.6,-176.4,9.99876E-11,1.00016E-10
a-72x-176.4,-72,-176.4,1.00002E-10,1.00016E-10
a-68.4x-176.4,-68.4,-176.4,1.00002E-10,1.00016E-10
a-64.8x-176.4,-64.8,-176.4,1.00002E-10,1.00016E-10
a-61.2x-176.4,-61.2,-176.4,1.00002E-10,1.00016E-10
a-57.6x-176.4,-57.6,-176.4,1.00002E-10,1.00016E-10
