index,cx,cy,dx,dy
a-82.8x-86.4,-88.87717421,-90.91567052,-6.077174209,-4.515670516
a-79.2x-86.4,-86.0677867,-91.20910683,-6.867786697,-4.80910683
a-75.6x-86.4,-82.97476961,-91.60776758,-7.37476961,-5.207767578
a-72x-86.4,-79.52394766,-92.08169635,-7.523947657,-5.681696345
a-68.4x-86.4,-75.71109086,-92.57269426,-7.311090857,-6.172694264
a-64.8x-86.4,-71.69847069,-93.06802251,-6.898470685,-6.668022511
a-61.2x-86.4,-67.59105921,-93.56380588,-6.391059205,-7.163805879
a-57.6x-86.4,-63.42791283,-94.05087255,-5.827912835,-7.650872554
a-54x-86.4,-59.19422999,-94.51612402,-5.194229986,-8.11612402
a-50.4x-86.4,-54.84984379,-94.9464188,-4.44984379,-8.546418799
a-46.8x-86.4,-50.31809185,-95.32351012,-3.518091851,-8.923510116
a-43.2x-86.4,-45.65932141,-95.62436896,-2.459321412,-9.224368958
a-39.6x-86.4,-41.09355198,-95.82865671,-1.49355198,-9.42865671
a-36x-86.4,-36.79123519,-95.93614474,-0.791235189,-9.536144743
a-32.4x-86.4,-32.79484349,-95.97910686,-0.394843488,-9.579106855
a-28.8x-86.4,-29.05033141,-96.00451636,-0.250331415,-9.604516363
a-25.2x-86.4,-25.48850114,-96.04399038,-0.288501143,-9.643990379
a-21.6x-86.4,-21.85738078,-96.10107512,-0.25738078,-9.701075119
a-18x-86.4,-18.037152,-96.14777193,-0.037151997,-9.747771928
a-14.4x-86.4,-14.20671739,-96.17468839,0.193282605,-9.774688388
a-10.8x-86.4,-10.53595296,-96.1890349,0.264047038,-9.789034902
a-7.2x-86.4,-7.04653268,-96.20686556,0.15346732,-9.806865558
a-3.6x-86.4,-3.614478349,-96.24396564,-0.014478349,-9.84396564
a0x-86.4,-0.088989972,-96.30425994,-0.088989972,-9.904259939
a3.6x-86.4,3.606724326,-96.37317648,0.006724326,-9.973176475
a7.2x-86.4,7.378114063,-96.43397486,0.178114063,-10.03397486
a10.8x-86.4,11.22607449,-96.47972,0.426074493,-10.07972
a14.4x-86.4,15.12816918,-96.50468631,0.728169184,-10.10468631
a18x-86.4,19.07608977,-96.50388042,1.076089772,-10.10388042
a21.6x-86.4,23.07898366,-96.47245934,1.478983665,-10.07245934
a25.2x-86.4,27.12020107,-96.40327336,1.920201066,-10.00327336
a28.8x-86.4,31.24043571,-96.2795113,2.440435706,-9.879511298
a32.4x-86.4,35.39976214,-96.09886361,2.999762137,-9.698863613
a36x-86.4,39.55952446,-95.85812382,3.559524462,-9.458123824
a39.6x-86.4,43.61086832,-95.57201777,4.010868316,-9.17201777
a43.2x-86.4,47.44916427,-95.26841096,4.249164268,-8.868410962
a46.8x-86.4,51.03751357,-94.97904858,4.237513573,-8.579048582
a50.4x-86.4,54.43488127,-94.72427212,4.034881268,-8.324272124
a54x-86.4,57.82232328,-94.49374249,3.822323283,-8.093742493
a57.6x-86.4,61.22171894,-94.27782346,3.621718942,-7.877823459
a61.2x-86.4,64.66986513,-94.06897069,3.469865128,-7.668970689
a64.8x-86.4,68.22126375,-93.85484559,3.421263746,-7.454845586
a68.4x-86.4,71.92761622,-93.61659533,3.527616221,-7.216595334
a72x-86.4,75.79892127,-93.33147043,3.798921271,-6.931470426
a75.6x-86.4,79.65025359,-92.98897637,4.050253593,-6.588976375
a79.2x-86.4,83.29665887,-92.62594798,4.096658869,-6.225947984
a82.8x-86.4,86.76920746,-92.26754264,3.969207455,-5.867542644
a86.4x-86.4,90.15602604,-91.9151883,3.75602604,-5.515188295
a90x-86.4,93.50944296,-91.56671295,3.509442961,-5.166712947
a93.6x-86.4,96.84477232,-91.21987908,3.244772321,-4.819879083
a97.2x-86.4,100.1673974,-90.87309133,2.96739742,-4.473091335
a100.8x-86.4,103.4498515,-90.52935035,2.649851488,-4.129350351
a104.4x-86.4,106.7007662,-90.1899868,2.300766245,-3.789986805
a108x-86.4,109.9058956,-89.85897283,1.905895623,-3.458972829
a111.6x-86.4,113.0677031,-89.53858491,1.467703054,-3.138584911
a115.2x-86.4,116.182528,-89.23194461,0.982527986,-2.831944607
a118.8x-86.4,119.2432968,-88.94268623,0.443296811,-2.542686231
a122.4x-86.4,122.2550092,-88.67322185,-0.14499084,-2.273221854
a126x-86.4,125.1876493,-88.43341755,-0.812350729,-2.033417546
a129.6x-86.4,128.0512495,-88.22279066,-1.548750546,-1.822790662
a133.2x-86.4,130.8213002,-88.04610689,-2.378699835,-1.646106888
a136.8x-86.4,133.4735635,-87.9102142,-3.326436514,-1.510214201
a140.4x-86.4,135.9665972,-87.82585103,-4.433402751,-1.425851034
a144x-86.4,138.2519488,-87.80981128,-5.748051233,-1.409811279
a147.6x-86.4,140.3101754,-87.88986617,-7.289824644,-1.489866173
a151.2x-86.4,142.4239212,-88.13169591,-8.776078804,-1.731695915
a154.8x-86.4,145.0197144,-88.53451294,-9.780285627,-2.134512935
a158.4x-86.4,148.2238516,-89.07555667,-10.17614838,-2.675556671
a162x-86.4,151.919337,-89.67160789,-10.080663,-3.271607892
a165.6x-86.4,155.8487924,-90.21642444,-9.751207634,-3.816424445
a169.2x-86.4,159.7335536,-90.61622454,-9.466446444,-4.216224543
a172.8x-86.4,163.4168324,-90.81225874,-9.383167583,-4.412258742
a176.4x-86.4,167.1392877,-90.80550692,-9.260712281,-4.405506917
a-180x-82.8,-175.3349404,-87.62537637,4.665059621,-4.825376375
a-176.4x-82.8,-171.8798627,-88.03308312,4.520137306,-5.233083118
a-172.8x-82.8,-168.4960298,-88.32159498,4.303970161,-5.521594976
a-169.2x-82.8,-165.0065465,-88.51183253,4.193453549,-5.711832529
a-165.6x-82.8,-161.3603875,-88.65955085,4.239612458,-5.859550851
a-162x-82.8,-157.6308572,-88.78426615,4.3691428,-5.984266153
a-158.4x-82.8,-153.9520545,-88.88478552,4.447945453,-6.084785524
a-154.8x-82.8,-150.3901558,-88.96080283,4.409844234,-6.160802832
a-151.2x-82.8,-146.9165916,-89.02129792,4.283408434,-6.221297921
a-147.6x-82.8,-143.4481111,-89.08757971,4.151888935,-6.28757971
a-144x-82.8,-140.2362139,-89.15248491,3.763786118,-6.352484911
a-140.4x-82.8,-137.376937,-89.20120538,3.023062981,-6.401205384
a-136.8x-82.8,-134.6396278,-89.23724655,2.160372206,-6.437246551
a-133.2x-82.8,-131.8307351,-89.27086972,1.369264918,-6.47086972
a-129.6x-82.8,-128.8710624,-89.31012342,0.728937588,-6.510123421
a-126x-82.8,-125.7912596,-89.35688706,0.208740443,-6.556887063
a-122.4x-82.8,-122.6324355,-89.40749415,-0.232435458,-6.607494153
a-118.8x-82.8,-119.3982118,-89.45647891,-0.59821178,-6.656478908
a-115.2x-82.8,-116.1215418,-89.50055974,-0.921541751,-6.700559744
a-111.6x-82.8,-112.8963015,-89.54220852,-1.296301495,-6.742208522
a-108x-82.8,-109.851698,-89.58987642,-1.851698048,-6.789876422
a-104.4x-82.8,-106.9735995,-89.65700467,-2.573599504,-6.857004674
a-100.8x-82.8,-104.0603021,-89.75609804,-3.260302143,-6.956098036
a-97.2x-82.8,-100.8917798,-89.88318045,-3.691779845,-7.083180447
a-93.6x-82.8,-97.65623582,-90.01536276,-4.05623582,-7.215362757
a-90x-82.8,-94.54532004,-90.14155935,-4.54532004,-7.341559354
a-86.4x-82.8,-91.69424053,-90.25880588,-5.294240529,-7.458805882
a-82.8x-82.8,-89.04010057,-90.375579,-6.240100569,-7.575579003
a-79.2x-82.8,-86.32517943,-90.51138265,-7.125179432,-7.711382654
a-75.6x-82.8,-83.20866421,-90.68723112,-7.60866421,-7.887231117
a-72x-82.8,-79.66726682,-90.88398781,-7.66726682,-8.083987806
a-68.4x-82.8,-75.88121229,-91.09627266,-7.481212293,-8.296272661
a-64.8x-82.8,-71.96759702,-91.38199308,-7.167597016,-8.581993081
a-61.2x-82.8,-67.94690753,-91.76142266,-6.74690753,-8.961422661
a-57.6x-82.8,-63.81142916,-92.21548356,-6.211429158,-9.415483565
a-54x-82.8,-59.54615704,-92.70589235,-5.546157045,-9.905892353
a-50.4x-82.8,-55.14304878,-93.20137466,-4.743048777,-10.40137466
a-46.8x-82.8,-50.54640227,-93.69575598,-3.746402272,-10.89575598
a-43.2x-82.8,-45.82186566,-94.18119164,-2.621865659,-11.38119164
a-39.6x-82.8,-41.1767698,-94.62596442,-1.576769804,-11.82596442
a-36x-82.8,-36.75328349,-94.99894663,-0.753283487,-12.19894663
a-32.4x-82.8,-32.62016924,-95.28828114,-0.220169241,-12.48828114
a-28.8x-82.8,-28.78940983,-95.50194,0.010590169,-12.70194
a-25.2x-82.8,-25.24242265,-95.65928945,-0.042422652,-12.85928945
a-21.6x-82.8,-21.61214002,-95.77642695,-0.012140017,-12.97642695
a-18x-82.8,-17.68934809,-95.86108261,0.310651909,-13.06108261
a-14.4x-82.8,-13.76513337,-95.91006556,0.634866628,-13.11006556
a-10.8x-82.8,-10.11323289,-95.93192638,0.686767105,-13.13192638
a-7.2x-82.8,-6.758294908,-95.94808648,0.441705092,-13.14808648
a-3.6x-82.8,-3.486313006,-95.98339872,0.113686994,-13.18339872
a0x-82.8,-0.053086784,-96.0483021,-0.053086784,-13.2483021
a3.6x-82.8,3.625942142,-96.12327503,0.025942142,-13.32327503
a7.2x-82.8,7.383656914,-96.18841889,0.183656914,-13.38841889
a10.8x-82.8,11.23193534,-96.23750907,0.431935343,-13.43750907
a14.4x-82.8,15.13641308,-96.26535014,0.736413082,-13.46535014
a18x-82.8,19.08705404,-96.267346,1.087054039,-13.467346
a21.6x-82.8,23.1046238,-96.23888093,1.504623799,-13.43888093
a25.2x-82.8,27.15838118,-96.17268293,1.958381184,-13.37268293
a28.8x-82.8,31.32958768,-96.04918538,2.529587683,-13.24918538
a32.4x-82.8,35.57661899,-95.86481328,3.176618987,-13.06481328
a36x-82.8,39.8667171,-95.61757408,3.866717103,-12.81757408
a39.6x-82.8,44.0277245,-95.33137643,4.427724502,-12.53137643
a43.2x-82.8,47.88292731,-95.04197186,4.68292731,-12.24197186
a46.8x-82.8,51.36866026,-94.78015927,4.568660263,-11.98015927
a50.4x-82.8,54.59512101,-94.55193576,4.195121008,-11.75193576
a54x-82.8,57.88051593,-94.33456885,3.880515929,-11.53456885
a57.6x-82.8,61.185379,-94.12532324,3.585378999,-11.32532324
a61.2x-82.8,64.53556506,-93.91848226,3.335565059,-11.11848226
a64.8x-82.8,68.02649976,-93.70138377,3.22649976,-10.90138377
a68.4x-82.8,71.77691837,-93.45371339,3.376918373,-10.65371339
a72x-82.8,75.83887401,-93.15213751,3.838874007,-10.35213751
a75.6x-82.8,79.87264661,-92.79446874,4.272646608,-9.994468743
a79.2x-82.8,83.53987052,-92.43510828,4.339870518,-9.635108276
a82.8x-82.8,86.93755455,-92.09052432,4.137554551,-9.290524319
a86.4x-82.8,90.2475365,-91.75044851,3.847536503,-8.950448507
a90x-82.8,93.55762503,-91.40843498,3.557625033,-8.608434984
a93.6x-82.8,96.87428576,-91.06368941,3.274285757,-8.263689405
a97.2x-82.8,100.1946981,-90.71622134,2.994698121,-7.916221336
a100.8x-82.8,103.4719703,-90.37156694,2.671970288,-7.571566935
a104.4x-82.8,106.7242943,-90.03010856,2.32429427,-7.230108565
a108x-82.8,109.9274994,-89.69708708,1.927499401,-6.89708708
a111.6x-82.8,113.0885907,-89.37439503,1.488590746,-6.574395026
a115.2x-82.8,116.2032679,-89.06515497,1.003267897,-6.26515497
a118.8x-82.8,119.2610652,-88.77323856,0.461065205,-5.973238555
a122.4x-82.8,122.2736307,-88.50038577,-0.126369302,-5.700385767
a126x-82.8,125.2016631,-88.25702952,-0.798336914,-5.457029524
a129.6x-82.8,128.0632862,-88.0414034,-1.536713777,-5.2414034
a133.2x-82.8,130.8262846,-87.8577902,-2.373715399,-5.057790195
a136.8x-82.8,133.4632376,-87.71076979,-3.336762355,-4.910769792
a140.4x-82.8,135.9172463,-87.60584082,-4.482753729,-4.805840816
a144x-82.8,138.1080385,-87.54936885,-5.891961541,-4.74936885
a147.6x-82.8,139.9727677,-87.54862601,-7.627232339,-4.748626006
a151.2x-82.8,141.8210179,-87.62245479,-9.378982116,-4.822454791
a154.8x-82.8,144.2017986,-87.78240831,-10.59820137,-4.982408306
a158.4x-82.8,147.3455929,-88.02857066,-11.05440709,-5.228570662
a162x-82.8,151.1411836,-88.31141685,-10.85881638,-5.511416852
a165.6x-82.8,155.2881881,-88.56520552,-10.31181187,-5.765205523
a169.2x-82.8,159.4589187,-88.72835692,-9.74108135,-5.928356923
a172.8x-82.8,163.4700441,-88.72599284,-9.329955891,-5.925992843
a176.4x-82.8,167.4410638,-88.51048693,-8.9589362,-5.710486925
a-180x-79.2,-175.9318549,-84.41095208,4.068145095,-5.210952082
a-176.4x-79.2,-172.3607724,-84.86546168,4.039227613,-5.665461677
a-172.8x-79.2,-168.8379443,-85.23895644,3.962055744,-6.038956438
a-169.2x-79.2,-165.2647106,-85.54683798,3.935289427,-6.346837982
a-165.6x-79.2,-161.5929496,-85.84734617,4.007050447,-6.647346166
a-162x-79.2,-157.8622691,-86.17020234,4.137730872,-6.970202342
a-158.4x-79.2,-154.1716826,-86.50874067,4.228317446,-7.308740672
a-154.8x-79.2,-150.5935155,-86.84503576,4.206484516,-7.645035761
a-151.2x-79.2,-147.1317157,-87.17050715,4.068284296,-7.970507152
a-147.6x-79.2,-143.7110012,-87.50581754,3.888998847,-8.305817545
a-144x-79.2,-140.4730116,-87.83297873,3.526988449,-8.632978728
a-140.4x-79.2,-137.528101,-88.08605491,2.871899047,-8.886054914
a-136.8x-79.2,-134.7040381,-88.25595111,2.095961886,-9.05595111
a-133.2x-79.2,-131.8452191,-88.36629277,1.354780883,-9.166292766
a-129.6x-79.2,-128.8727158,-88.44660436,0.727284157,-9.246604359
a-126x-79.2,-125.7903907,-88.51725385,0.209609344,-9.317253852
a-122.4x-79.2,-122.6282477,-88.58435862,-0.228247734,-9.384358622
a-118.8x-79.2,-119.3802215,-88.64856054,-0.580221509,-9.448560537
a-115.2x-79.2,-116.0874421,-88.7117044,-0.88744212,-9.511704405
a-111.6x-79.2,-112.8596339,-88.77699223,-1.259633889,-9.576992231
a-108x-79.2,-109.8384685,-88.84480064,-1.838468522,-9.644800644
a-104.4x-79.2,-107.0043337,-88.91603493,-2.604333735,-9.716034929
a-100.8x-79.2,-104.1298559,-88.99475339,-3.329855858,-9.794753393
a-97.2x-79.2,-100.9645505,-89.09136442,-3.764550549,-9.89136442
a-93.6x-79.2,-97.70420948,-89.19554865,-4.104209483,-9.99554865
a-90x-79.2,-94.55501119,-89.28756082,-4.555011194,-10.08756082
a-86.4x-79.2,-91.64176935,-89.34358425,-5.241769345,-10.14358425
a-82.8x-79.2,-88.9337967,-89.33858171,-6.133796695,-10.13858171
a-79.2x-79.2,-86.19232676,-89.27088849,-6.992326756,-10.07088849
a-75.6x-79.2,-83.04406613,-89.17235917,-7.444066127,-9.972359166
a-72x-79.2,-79.42904773,-89.06959118,-7.429047728,-9.869591185
a-68.4x-79.2,-75.73529037,-89.00639231,-7.335290374,-9.806392309
a-64.8x-79.2,-72.05956302,-89.07810805,-7.259563018,-9.878108053
a-61.2x-79.2,-68.27194569,-89.32547399,-7.071945688,-10.12547399
a-57.6x-79.2,-64.27523632,-89.7285339,-6.67523632,-10.5285339
a-54x-79.2,-60.05194123,-90.23454521,-6.051941232,-11.03454521
a-50.4x-79.2,-55.65685012,-90.7965152,-5.256850125,-11.5965152
a-46.8x-79.2,-51.09099023,-91.41566449,-4.290990232,-12.21566449
a-43.2x-79.2,-46.41522668,-92.09058658,-3.215226678,-12.89058658
a-39.6x-79.2,-41.75936508,-92.78447519,-2.159365077,-13.58447519
a-36x-79.2,-37.23595187,-93.4461315,-1.235951871,-14.2461315
a-32.4x-79.2,-32.95097026,-94.02915907,-0.55097026,-14.82915907
a-28.8x-79.2,-28.97252764,-94.50197973,-0.172527643,-15.30197973
a-25.2x-79.2,-25.28186457,-94.85265475,-0.08186457,-15.65265475
a-21.6x-79.2,-21.51160313,-95.09179798,0.088396873,-15.89179798
a-18x-79.2,-17.50099184,-95.2749573,0.499008158,-16.0749573
a-14.4x-79.2,-13.57577036,-95.41876359,0.824229639,-16.21876359
a-10.8x-79.2,-9.98358097,-95.5320475,0.81641903,-16.3320475
a-7.2x-79.2,-6.701509024,-95.62449795,0.498490976,-16.42449795
a-3.6x-79.2,-3.47432522,-95.70766347,0.12567478,-16.50766347
a0x-79.2,-0.046864192,-95.79257023,-0.046864192,-16.59257023
a3.6x-79.2,3.620181217,-95.87561321,0.020181217,-16.67561321
a7.2x-79.2,7.382177396,-95.94689791,0.182177396,-16.74689791
a10.8x-79.2,11.22997399,-96.00088386,0.429973989,-16.80088386
a14.4x-79.2,15.13763183,-96.03270483,0.737631831,-16.83270483
a18x-79.2,19.09660813,-96.0380057,1.096608128,-16.8380057
a21.6x-79.2,23.11833903,-96.01257414,1.518339028,-16.81257414
a25.2x-79.2,27.19486363,-95.95004797,1.994863626,-16.75004797
a28.8x-79.2,31.40140931,-95.8347939,2.60140931,-16.6347939
a32.4x-79.2,35.74403164,-95.66382525,3.344031638,-16.46382525
a36x-79.2,40.17362617,-95.4361882,4.173626167,-16.2361882
a39.6x-79.2,44.45890272,-95.17458507,4.858902724,-15.97458507
a43.2x-79.2,48.34020653,-94.91313177,5.140206533,-15.71313177
a46.8x-79.2,51.69385227,-94.68062434,4.893852268,-15.48062434
a50.4x-79.2,54.72879013,-94.47410616,4.328790131,-15.27410616
a54x-79.2,57.9168571,-94.26582445,3.916857095,-15.06582445
a57.6x-79.2,61.13725088,-94.06188737,3.537250883,-14.86188737
a61.2x-79.2,64.36607626,-93.85962794,3.166076264,-14.65962794
a64.8x-79.2,67.76402628,-93.64212669,2.964026284,-14.44212669
a68.4x-79.2,71.5621203,-93.3830521,3.162120301,-14.1830521
a72x-79.2,75.86812601,-93.05849812,3.868126014,-13.85849812
a75.6x-79.2,80.15169448,-92.68324153,4.551694484,-13.48324153
a79.2x-79.2,83.82008558,-92.33149156,4.620085575,-13.13149156
a82.8x-79.2,87.10723354,-92.00341868,4.307233536,-12.80341868
a86.4x-79.2,90.31767888,-91.67638134,3.917678878,-12.47638134
a90x-79.2,93.58248212,-91.34016154,3.582482121,-12.14016154
a93.6x-79.2,96.88890158,-90.99655689,3.288901584,-11.79655689
a97.2x-79.2,100.2046803,-90.64902807,3.004680341,-11.44902807
a100.8x-79.2,103.4829245,-90.30359126,2.682924537,-11.10359126
a104.4x-79.2,106.7335476,-89.96155667,2.333547556,-10.76155667
a108x-79.2,109.9370369,-89.62763598,1.937036851,-10.42763598
a111.6x-79.2,113.0977788,-89.30395529,1.497778804,-10.10395529
a115.2x-79.2,116.2115677,-88.99365108,1.011567706,-9.793651081
a118.8x-79.2,119.269613,-88.70046169,0.469613031,-9.500461692
a122.4x-79.2,122.2804115,-88.426411,-0.119588475,-9.226411001
a126x-79.2,125.2084826,-88.1813353,-0.791517354,-8.981335299
a129.6x-79.2,128.0680343,-87.96361401,-1.531965687,-8.763614008
a133.2x-79.2,130.8282923,-87.77703796,-2.371707679,-8.577037955
a136.8x-79.2,133.457161,-87.62530042,-3.342838961,-8.425300422
a140.4x-79.2,135.8884145,-87.51130492,-4.511585534,-8.311304922
a144x-79.2,138.0372092,-87.43432937,-5.962790757,-8.234329366
a147.6x-79.2,139.860664,-87.38432708,-7.73933598,-8.184327076
a151.2x-79.2,141.7657112,-87.32233068,-9.434288789,-8.122330678
a154.8x-79.2,144.1864879,-87.20354286,-10.61351208,-8.003542861
a158.4x-79.2,147.2700576,-87.01936972,-11.12994241,-7.819369722
a162x-79.2,150.9658192,-86.80396759,-11.03418082,-7.603967587
a165.6x-79.2,155.0942939,-86.59155451,-10.5057061,-7.391554508
a169.2x-79.2,159.419143,-86.38334352,-9.780857025,-7.18334352
a172.8x-79.2,163.7126358,-86.11972838,-9.087364186,-6.919728384
a176.4x-79.2,167.9111903,-85.74122794,-8.488809678,-6.541227936
a-180x-75.6,-176.4807461,-80.87844634,3.519253934,-5.278446337
a-176.4x-75.6,-172.8629305,-81.31081971,3.537069542,-5.710819706
a-172.8x-75.6,-169.2780203,-81.70629291,3.521979731,-6.106292911
a-169.2x-75.6,-165.6752002,-82.0759493,3.524799822,-6.475949295
a-165.6x-75.6,-162.0244235,-82.46198342,3.57557654,-6.861983424
a-162x-75.6,-158.3453212,-82.89310073,3.654678781,-7.293100729
a-158.4x-75.6,-154.6982861,-83.36926045,3.701713912,-7.769260451
a-154.8x-75.6,-151.1391028,-83.86917644,3.660897225,-8.269176444
a-151.2x-75.6,-147.6859627,-84.36853464,3.514037328,-8.768534639
a-147.6x-75.6,-144.2961505,-84.86580958,3.303849508,-9.265809576
a-144x-75.6,-141.036518,-85.35346473,2.963481981,-9.753464734
a-140.4x-75.6,-137.9696516,-85.75983245,2.430348356,-10.15983245
a-136.8x-75.6,-134.9945831,-86.05945135,1.805416942,-10.45945135
a-133.2x-75.6,-132.0156352,-86.26974583,1.1843648,-10.66974583
a-129.6x-75.6,-128.9756282,-86.42210775,0.624371823,-10.82210775
a-126x-75.6,-125.8629848,-86.54457275,0.13701519,-10.94457275
a-122.4x-75.6,-122.6874095,-86.65364614,-0.287409497,-11.05364614
a-118.8x-75.6,-119.4411022,-86.76148876,-0.64110222,-11.16148876
a-115.2x-75.6,-116.1623505,-86.88042271,-0.962350478,-11.28042271
a-111.6x-75.6,-112.9471578,-87.01259158,-1.347157795,-11.41259158
a-108x-75.6,-109.908467,-87.1368379,-1.908466975,-11.5368379
a-104.4x-75.6,-107.0257401,-87.22415803,-2.625740118,-11.62415803
a-100.8x-75.6,-104.1102173,-87.25932799,-3.310217329,-11.65932799
a-97.2x-75.6,-100.9496544,-87.28030835,-3.749654365,-11.68030835
a-93.6x-75.6,-97.69136692,-87.31895557,-4.091366916,-11.71895557
a-90x-75.6,-94.50031877,-87.35718365,-4.500318768,-11.75718365
a-86.4x-75.6,-91.47125469,-87.35784037,-5.071254686,-11.75784037
a-82.8x-75.6,-88.60467607,-87.26912983,-5.804676074,-11.66912983
a-79.2x-75.6,-85.73605452,-87.06580216,-6.536054519,-11.46580216
a-75.6x-75.6,-82.56673534,-86.7817808,-6.966735338,-11.1817808
a-72x-75.6,-79.00488251,-86.52976316,-7.004882507,-10.92976316
a-68.4x-75.6,-75.45905749,-86.39871182,-7.059057489,-10.79871182
a-64.8x-75.6,-72.0167742,-86.39230519,-7.216774202,-10.79230519
a-61.2x-75.6,-68.48123472,-86.53739008,-7.281234715,-10.93739008
a-57.6x-75.6,-64.69790512,-86.84977204,-7.097905124,-11.24977204
a-54x-75.6,-60.62497934,-87.32010129,-6.624979345,-11.72010129
a-50.4x-75.6,-56.33501961,-87.90884643,-5.935019613,-12.30884643
a-46.8x-75.6,-51.88776884,-88.59125427,-5.087768843,-12.99125427
a-43.2x-75.6,-47.35172452,-89.35236644,-4.151724518,-13.75236644
a-39.6x-75.6,-42.79871667,-90.16597925,-3.198716666,-14.56597925
a-36x-75.6,-38.30499803,-90.9964057,-2.304998028,-15.3964057
a-32.4x-75.6,-33.96000005,-91.79507454,-1.560000046,-16.19507454
a-28.8x-75.6,-29.82888284,-92.50991507,-1.028882837,-16.90991507
a-25.2x-75.6,-25.89702946,-93.09982623,-0.697029462,-17.49982623
a-21.6x-75.6,-21.92017875,-93.56598091,-0.320178749,-17.96598091
a-18x-75.6,-17.8288094,-93.98256283,0.171190604,-18.38256283
a-14.4x-75.6,-13.87831599,-94.35532486,0.521684012,-18.75532486
a-10.8x-75.6,-10.23581795,-94.6662857,0.564182055,-19.0662857
a-7.2x-75.6,-6.859268205,-94.90464295,0.340731795,-19.30464295
a-3.6x-75.6,-3.537219449,-95.07790366,0.062780551,-19.47790366
a0x-75.6,-0.065913703,-95.2115835,-0.065913703,-19.6115835
a3.6x-75.6,3.603743386,-95.31861681,0.003743386,-19.71861681
a7.2x-75.6,7.373263893,-95.40532174,0.173263893,-19.80532174
a10.8x-75.6,11.225481,-95.47004443,0.425481003,-19.87004443
a14.4x-75.6,15.14118091,-95.51048257,0.741180908,-19.91048257
a18x-75.6,19.11375391,-95.52400862,1.113753907,-19.92400862
a21.6x-75.6,23.15049006,-95.50777287,1.55049006,-19.90777287
a25.2x-75.6,27.25869155,-95.45708569,2.058691546,-19.85708569
a28.8x-75.6,31.50996312,-95.36092036,2.709963124,-19.76092036
a32.4x-75.6,35.92146068,-95.22131231,3.521460684,-19.62131231
a36x-75.6,40.41034378,-95.0425208,4.410343779,-19.4425208
a39.6x-75.6,44.7112024,-94.84347519,5.111202404,-19.24347519
a43.2x-75.6,48.55206153,-94.64710981,5.352061531,-19.04710981
a46.8x-75.6,51.83173424,-94.46749371,5.031734241,-18.86749371
a50.4x-75.6,54.8234909,-94.28903146,4.4234909,-18.68903146
a54x-75.6,57.95754785,-94.09311847,3.957547848,-18.49311847
a57.6x-75.6,61.14363198,-93.89122976,3.543631984,-18.29122976
a61.2x-75.6,64.34774234,-93.68047445,3.147742337,-18.08047445
a64.8x-75.6,67.7331571,-93.44370234,2.933157103,-17.84370234
a68.4x-75.6,71.54468237,-93.1593336,3.144682368,-17.5593336
a72x-75.6,75.90173257,-92.81643003,3.901732571,-17.21643003
a75.6x-75.6,80.24086501,-92.45103247,4.640865013,-16.85103247
a79.2x-75.6,83.90447146,-92.12485113,4.704471462,-16.52485113
a82.8x-75.6,87.18282043,-91.81589801,4.382820435,-16.21589801
a86.4x-75.6,90.37673493,-91.49999984,3.976734927,-15.89999984
a90x-75.6,93.62455856,-91.16870895,3.624558561,-15.56870895
a93.6x-75.6,96.92312628,-90.82623786,3.32312628,-15.22623786
a97.2x-75.6,100.2297365,-90.47885763,3.029736509,-14.87885763
a100.8x-75.6,103.5106316,-90.13148772,2.710631564,-14.53148772
a104.4x-75.6,106.7570899,-89.78775087,2.35708991,-14.18775087
a108x-75.6,109.9613278,-89.45137595,1.961327842,-13.85137595
a111.6x-75.6,113.1210238,-89.12518671,1.521023845,-13.52518671
a115.2x-75.6,116.2325783,-88.81224036,1.032578349,-13.21224036
a118.8x-75.6,119.2915789,-88.51578449,0.491578911,-12.91578449
a122.4x-75.6,122.2972561,-88.23866035,-0.102743901,-12.63866035
a126x-75.6,125.2261637,-87.98913081,-0.773836252,-12.38913081
a129.6x-75.6,128.0800771,-87.7662426,-1.519922861,-12.1662426
a133.2x-75.6,130.8353173,-87.5720498,-2.364682674,-11.9720498
a136.8x-75.6,133.4555552,-87.40795603,-3.344444838,-11.80795603
a140.4x-75.6,135.8820841,-87.27075302,-4.517915947,-11.67075302
a144x-75.6,138.0583753,-87.14724542,-5.941624735,-11.54724542
a147.6x-75.6,139.9903513,-87.0048536,-7.609648663,-11.4048536
a151.2x-75.6,142.0972859,-86.75479111,-9.102714137,-11.15479111
a154.8x-75.6,144.7261217,-86.34834712,-10.0738783,-10.74834712
a158.4x-75.6,147.9111627,-85.78531822,-10.48883735,-10.18531822
a162x-75.6,151.5752402,-85.12349784,-10.42475977,-9.523497841
a165.6x-75.6,155.6030418,-84.4430054,-9.996958212,-8.843005401
a169.2x-75.6,159.8738116,-83.81084084,-9.326188354,-8.21084084
a172.8x-75.6,164.2161223,-83.24454143,-8.583877666,-7.644541433
a176.4x-75.6,168.4725566,-82.71655105,-7.927443385,-7.116551048
a-180x-72,-176.9596113,-77.29832065,3.040388691,-5.298320649
a-176.4x-72,-173.3291838,-77.70215676,3.070816243,-5.702156757
a-172.8x-72,-169.7238194,-78.09610474,3.076180646,-6.09610474
a-169.2x-72,-166.1202098,-78.48807634,3.079790245,-6.488076344
a-165.6x-72,-162.5029671,-78.90360928,3.097032905,-6.903609284
