OBJECTID,index,x,y,newX,newY
2925,a-93.6x-75.6,-93.599999999999994,-75.599999999999994,-107.0711975,-92.605691521385381
2926,a-90x-75.6,-90.000000000000000,-75.599999999999994,-104.3457870,-92.831600261611300
2927,a-86.4x-75.6,-86.400000000000006,-75.599999999999994,-101.8010559,-93.052809733599645
2928,a-82.8x-75.6,-82.799999999999997,-75.599999999999994,-99.4475784,-93.261493151156174
2929,a-79.2x-75.6,-79.200000000000003,-75.599999999999994,-97.2482071,-93.489356702385010
2930,a-75.6x-75.6,-75.599999999999994,-75.599999999999994,-94.7990875,-93.776776430635891
2931,a-72x-75.6,-72.000000000000000,-75.599999999999994,-91.8571548,-94.174350237956503
2932,a-68.4x-75.6,-68.400000000000006,-75.599999999999994,-88.4894333,-94.670222625951908
2933,a-64.8x-75.6,-64.799999999999997,-75.599999999999994,-84.6871414,-95.222756624460146
2934,a-61.2x-75.6,-61.200000000000003,-75.599999999999994,-80.5938950,-95.817755962415902
2935,a-57.6x-75.6,-57.600000000000001,-75.599999999999994,-76.2427673,-96.517200395811415
2936,a-54x-75.6,-54.000000000000000,-75.599999999999994,-71.5567398,-97.339407123530236
2937,a-50.4x-75.6,-50.399999999999999,-75.599999999999994,-66.5355301,-98.184878180695478
2938,a-46.8x-75.6,-46.799999999999997,-75.599999999999994,-61.1677856,-98.985117947024719
2939,a-43.2x-75.6,-43.200000000000003,-75.599999999999994,-55.4771004,-99.719014855158093
2940,a-39.6x-75.6,-39.600000000000001,-75.599999999999994,-49.6613197,-100.304340578929500
2941,a-36x-75.6,-36.000000000000000,-75.599999999999994,-44.1406136,-100.693972380155340
2942,a-32.4x-75.6,-32.399999999999999,-75.599999999999994,-39.1739845,-100.945781250011580
2943,a-28.8x-75.6,-28.800000000000001,-75.599999999999994,-34.6452332,-101.279088048690140
2944,a-25.2x-75.6,-25.199999999999999,-75.599999999999994,-30.4263973,-101.564770532764670
2945,a-21.6x-75.6,-21.600000000000001,-75.599999999999994,-26.1352406,-101.822223639513030
2946,a-18x-75.6,-18.000000000000000,-75.599999999999994,-21.6708622,-102.071789663564290
2947,a-14.4x-75.6,-14.400000000000000,-75.599999999999994,-17.3443718,-102.301655650062290
2948,a-10.8x-75.6,-10.800000000000001,-75.599999999999994,-13.3593855,-102.503859366756050
2949,a-7.2x-75.6,-7.200000000000000,-75.599999999999994,-9.6559944,-102.675387060967410
2950,a-3.6x-75.6,-3.600000000000000,-75.599999999999994,-5.9909329,-102.821928563544650
2951,a0x-75.6,0.000000000000000,-75.599999999999994,-2.1272523,-102.956709206471490
2952,a3.6x-75.6,3.600000000000000,-75.599999999999994,2.0121326,-103.078051623277870
2953,a7.2x-75.6,7.200000000000000,-75.599999999999994,6.3125148,-103.178183832382440
2954,a10.8x-75.6,10.800000000000001,-75.599999999999994,10.7540808,-103.248101706468670
2955,a14.4x-75.6,14.400000000000000,-75.599999999999994,15.3104019,-103.278770745269920
2956,a18x-75.6,18.000000000000000,-75.599999999999994,19.9677467,-103.261464811210660
2957,a21.6x-75.6,21.600000000000001,-75.599999999999994,24.7258530,-103.188840143540570
2958,a25.2x-75.6,25.199999999999999,-75.599999999999994,29.5811310,-103.054317573407900
2959,a28.8x-75.6,28.800000000000001,-75.599999999999994,34.6006775,-102.844142308155260
2960,a32.4x-75.6,32.399999999999999,-75.599999999999994,39.7755814,-102.549172004689070
2961,a36x-75.6,36.000000000000000,-75.599999999999994,44.9685135,-102.176710371944010
2962,a39.6x-75.6,39.600000000000001,-75.599999999999994,49.8426628,-101.768790738752670
2963,a43.2x-75.6,43.200000000000003,-75.599999999999994,54.1022873,-101.377973009888080
2964,a46.8x-75.6,46.799999999999997,-75.599999999999994,57.6800270,-101.032330679034150
2965,a50.4x-75.6,50.399999999999999,-75.599999999999994,60.9074135,-100.707907395683320
2966,a54x-75.6,54.000000000000000,-75.599999999999994,64.2559204,-100.360299596164340
2967,a57.6x-75.6,57.600000000000001,-75.599999999999994,67.6520996,-99.999579161106738
2968,a61.2x-75.6,61.200000000000003,-75.599999999999994,71.0665207,-99.624213583505536
2969,a64.8x-75.6,64.799999999999997,-75.599999999999994,74.6816254,-99.206206857779705
2970,a68.4x-75.6,68.400000000000006,-75.599999999999994,78.7611694,-98.694677595087683
2971,a72x-75.6,72.000000000000000,-75.599999999999994,83.3952179,-98.056556982286509
2972,a75.6x-75.6,75.599999999999994,-75.599999999999994,87.9257813,-97.369672447353878
2973,a79.2x-75.6,79.200000000000003,-75.599999999999994,91.6586380,-96.762773097013223
2974,a82.8x-75.6,82.799999999999997,-75.599999999999994,94.9334869,-96.204994410270331
2975,a86.4x-75.6,86.400000000000006,-75.599999999999994,98.0594406,-95.745734119215911
2976,a90x-75.6,90.000000000000000,-75.599999999999994,101.1910400,-95.280125978227261
2977,a93.6x-75.6,93.599999999999994,-75.599999999999994,104.3298187,-94.807252855584579
2978,a97.2x-75.6,97.200000000000003,-75.599999999999994,107.4214096,-94.335791993411021
2979,a100.8x-75.6,100.800000000000000,-75.599999999999994,110.4494247,-93.871247005413011
2980,a104.4x-75.6,104.400000000000010,-75.599999999999994,113.4042969,-93.416931327542898
2981,a108x-75.6,108.000000000000000,-75.599999999999994,116.2778854,-92.975885016917516
2982,a111.6x-75.6,111.599999999999990,-75.599999999999994,119.0583420,-92.554243622123408
2983,a115.2x-75.6,115.200000000000000,-75.599999999999994,121.7459793,-92.154082160239398
2984,a118.8x-75.6,118.800000000000000,-75.599999999999994,124.3469315,-91.775129018633493
2985,a122.4x-75.6,122.400000000000010,-75.599999999999994,126.8640137,-91.418058597536799
2986,a126x-75.6,126.000000000000000,-75.599999999999994,129.2437744,-91.100204745076098
2987,a129.6x-75.6,129.599999999999990,-75.599999999999994,131.5203705,-90.809883869964324
2988,a133.2x-75.6,133.199999999999990,-75.599999999999994,133.6808014,-90.550221388769671
2989,a136.8x-75.6,136.800000000000010,-75.599999999999994,135.6392822,-90.367205291070832
2990,a140.4x-75.6,140.400000000000010,-75.599999999999994,137.4109497,-90.212901180208632
2991,a144x-75.6,144.000000000000000,-75.599999999999994,138.9343109,-90.097439862508224
2992,a147.6x-75.6,147.599999999999990,-75.599999999999994,140.2280121,-90.010966411237121
2993,a151.2x-75.6,151.199999999999990,-75.599999999999994,141.5380249,-89.939968890075534
2994,a154.8x-75.6,154.800000000000010,-75.599999999999994,143.0500488,-89.886548898712306
2995,a158.4x-75.6,158.400000000000010,-75.599999999999994,144.6985474,-89.866607861491559
2996,a162x-75.6,162.000000000000000,-75.599999999999994,146.5981598,-89.937118734175158
2997,a165.6x-75.6,165.599999999999990,-75.599999999999994,149.2560425,-90.094797288172458
2998,a169.2x-75.6,169.199999999999990,-75.599999999999994,153.0767212,-90.307012066402365
2999,a172.8x-75.6,172.800000000000010,-75.599999999999994,157.7884521,-90.426099769038842
3000,a176.4x-75.6,176.400000000000010,-75.599999999999994,162.6107025,-90.276803033794067
3001,a-180x-72,-180.000000000000000,-72.000000000000000,-177.0529938,-84.027940966150140
3002,a-176.4x-72,-176.400000000000010,-72.000000000000000,-173.5443115,-84.846472339685477
3003,a-172.8x-72,-172.800000000000010,-72.000000000000000,-170.0391388,-85.598885303500026
3004,a-169.2x-72,-169.199999999999990,-72.000000000000000,-166.4717102,-86.328847835715862
3005,a-165.6x-72,-165.599999999999990,-72.000000000000000,-162.8187408,-87.082462030928355
3006,a-162x-72,-162.000000000000000,-72.000000000000000,-159.1270447,-87.829331397941644
3007,a-158.4x-72,-158.400000000000010,-72.000000000000000,-155.4780731,-88.507855820291297
3008,a-154.8x-72,-154.800000000000010,-72.000000000000000,-151.8932800,-89.125845665801819
3009,a-151.2x-72,-151.199999999999990,-72.000000000000000,-148.5880432,-89.669068769570856
3010,a-147.6x-72,-147.599999999999990,-72.000000000000000,-145.7628479,-90.094616519719352
3011,a-144x-72,-144.000000000000000,-72.000000000000000,-143.2985687,-90.405566974250689
3012,a-140.4x-72,-140.400000000000010,-72.000000000000000,-141.0539703,-90.624138345184747
3013,a-136.8x-72,-136.800000000000010,-72.000000000000000,-138.7612762,-90.784875123049460
3014,a-133.2x-72,-133.199999999999990,-72.000000000000000,-136.3075104,-90.928421156891886
3015,a-129.6x-72,-129.599999999999990,-72.000000000000000,-133.7566833,-91.063329616344049
3016,a-126x-72,-126.000000000000000,-72.000000000000000,-131.1106567,-91.186394552784634
3017,a-122.4x-72,-122.400000000000010,-72.000000000000000,-128.3633270,-91.301213702198197
3018,a-118.8x-72,-118.800000000000000,-72.000000000000000,-125.5316238,-91.419249130333867
3019,a-115.2x-72,-115.200000000000000,-72.000000000000000,-122.6489639,-91.538804305262488
3020,a-111.6x-72,-111.599999999999990,-72.000000000000000,-119.8123627,-91.657197930703546
3021,a-108x-72,-108.000000000000000,-72.000000000000000,-117.1509247,-91.769964983428792
3022,a-104.4x-72,-104.400000000000010,-72.000000000000000,-114.7761993,-91.885064724169979
3023,a-100.8x-72,-100.800000000000000,-72.000000000000000,-112.4139786,-92.014996322513866
3024,a-97.2x-72,-97.200000000000003,-72.000000000000000,-109.9025650,-92.176755723247652
3025,a-93.6x-72,-93.599999999999994,-72.000000000000000,-107.1203918,-92.384147429557061
3026,a-90x-72,-90.000000000000000,-72.000000000000000,-104.3493423,-92.602517780731887
3027,a-86.4x-72,-86.400000000000006,-72.000000000000000,-101.7319260,-92.815897435501029
3028,a-82.8x-72,-82.799999999999997,-72.000000000000000,-99.3052139,-93.015419621039143
3029,a-79.2x-72,-79.200000000000003,-72.000000000000000,-97.0930176,-93.198839419307092
3030,a-75.6x-72,-75.599999999999994,-72.000000000000000,-94.7072830,-93.386695136337892
3031,a-72x-72,-72.000000000000000,-72.000000000000000,-91.8556671,-93.607937512442732
3032,a-68.4x-72,-68.400000000000006,-72.000000000000000,-88.5559998,-93.878633877390655
3033,a-64.8x-72,-64.799999999999997,-72.000000000000000,-84.8629608,-94.194866040527756
3034,a-61.2x-72,-61.200000000000003,-72.000000000000000,-80.9861298,-94.586736620887677
3035,a-57.6x-72,-57.600000000000001,-72.000000000000000,-76.9364853,-95.122035898349850
3036,a-54x-72,-54.000000000000000,-72.000000000000000,-72.5469971,-95.854096902849903
3037,a-50.4x-72,-50.399999999999999,-72.000000000000000,-67.7070923,-96.752026582122710
3038,a-46.8x-72,-46.799999999999997,-72.000000000000000,-62.4364014,-97.717931977548858
3039,a-43.2x-72,-43.200000000000003,-72.000000000000000,-56.8154678,-98.658685074994310
3040,a-39.6x-72,-39.600000000000001,-72.000000000000000,-50.9308929,-99.479039826986366
3041,a-36x-72,-36.000000000000000,-72.000000000000000,-45.2008057,-100.025632492266030
3042,a-32.4x-72,-32.399999999999999,-72.000000000000000,-40.0830574,-100.343287129881840
3043,a-28.8x-72,-28.800000000000001,-72.000000000000000,-35.4791527,-100.575690274353970
3044,a-25.2x-72,-25.199999999999999,-72.000000000000000,-31.1531582,-100.778902139823740
3045,a-21.6x-72,-21.600000000000001,-72.000000000000000,-26.7919178,-100.967831989467300
3046,a-18x-72,-18.000000000000000,-72.000000000000000,-22.3233795,-101.144793903562000
3047,a-14.4x-72,-14.400000000000000,-72.000000000000000,-17.9805202,-101.432843535651900
3048,a-10.8x-72,-10.800000000000001,-72.000000000000000,-13.9052372,-101.707136745813670
3049,a-7.2x-72,-7.200000000000000,-72.000000000000000,-10.0469065,-101.943166448201110
3050,a-3.6x-72,-3.600000000000000,-72.000000000000000,-6.2234931,-102.143237261924240
3051,a0x-72,0.000000000000000,-72.000000000000000,-2.2600307,-102.318466687326070
3052,a3.6x-72,3.600000000000000,-72.000000000000000,1.9202870,-102.468555352946790
3053,a7.2x-72,7.200000000000000,-72.000000000000000,6.2550864,-102.591534070871430
3054,a10.8x-72,10.800000000000001,-72.000000000000000,10.7287369,-102.679925725749290
3055,a14.4x-72,14.400000000000000,-72.000000000000000,15.3217726,-102.726028400883650
3056,a18x-72,18.000000000000000,-72.000000000000000,20.0232525,-102.722272441457510
3057,a21.6x-72,21.600000000000001,-72.000000000000000,24.8300819,-102.661411724788420
3058,a25.2x-72,25.199999999999999,-72.000000000000000,29.7420540,-102.535913717530600
3059,a28.8x-72,28.800000000000001,-72.000000000000000,34.8000488,-102.335950381809250
3060,a32.4x-72,32.399999999999999,-72.000000000000000,39.9685326,-102.060127112854330
3061,a36x-72,36.000000000000000,-72.000000000000000,45.0834541,-101.724343450623730
3062,a39.6x-72,39.600000000000001,-72.000000000000000,49.8462563,-101.370253074174460
3063,a43.2x-72,43.200000000000003,-72.000000000000000,54.0375366,-101.036792707133090
3064,a46.8x-72,46.799999999999997,-72.000000000000000,57.6465187,-100.731597570980680
3065,a50.4x-72,50.399999999999999,-72.000000000000000,60.9752007,-100.422433029707460
3066,a54x-72,54.000000000000000,-72.000000000000000,64.3712540,-100.080099396254640
3067,a57.6x-72,57.600000000000001,-72.000000000000000,67.8210144,-99.713139895365146
3068,a61.2x-72,61.200000000000003,-72.000000000000000,71.3189697,-99.317114478972599
3069,a64.8x-72,64.799999999999997,-72.000000000000000,75.0056000,-98.868788535084434
3070,a68.4x-72,68.400000000000006,-72.000000000000000,79.0741882,-98.333428194677140
3071,a72x-72,72.000000000000000,-72.000000000000000,83.5666122,-97.693757998204262
3072,a75.6x-72,75.599999999999994,-72.000000000000000,87.9447784,-97.061824710525741
3073,a79.2x-72,79.200000000000003,-72.000000000000000,91.6479416,-96.556099952739373
3074,a82.8x-72,82.799999999999997,-72.000000000000000,94.9665527,-96.086659449713295
3075,a86.4x-72,86.400000000000006,-72.000000000000000,98.1455612,-95.624311630517468
3076,a90x-72,90.000000000000000,-72.000000000000000,101.3002548,-95.155466295432802
3077,a93.6x-72,93.599999999999994,-72.000000000000000,104.4443970,-94.680577242819140
3078,a97.2x-72,97.200000000000003,-72.000000000000000,107.5317535,-94.207456543885769
3079,a100.8x-72,100.800000000000000,-72.000000000000000,110.5577087,-93.740367440085720
3080,a104.4x-72,104.400000000000010,-72.000000000000000,113.5080338,-93.283569148191646
3081,a108x-72,108.000000000000000,-72.000000000000000,116.3779678,-92.839667049235743
3082,a111.6x-72,111.599999999999990,-72.000000000000000,119.1558609,-92.414455957761845
3083,a115.2x-72,115.200000000000000,-72.000000000000000,121.8376160,-92.011147012898277
3084,a118.8x-72,118.800000000000000,-72.000000000000000,124.4331512,-91.628655038580177
3085,a122.4x-72,122.400000000000010,-72.000000000000000,126.9427643,-91.274227803909127
3086,a126x-72,126.000000000000000,-72.000000000000000,129.3099976,-90.997246743018081
3087,a129.6x-72,129.599999999999990,-72.000000000000000,131.5744934,-90.744665103786701
3088,a133.2x-72,133.199999999999990,-72.000000000000000,133.7297668,-90.515031164265338
3089,a136.8x-72,136.800000000000010,-72.000000000000000,135.6987915,-90.328179937198399
3090,a140.4x-72,140.400000000000010,-72.000000000000000,137.5059052,-90.167932016303496
3091,a144x-72,144.000000000000000,-72.000000000000000,139.1233215,-90.038557624036059
3092,a147.6x-72,147.599999999999990,-72.000000000000000,140.5382690,-89.939669493469808
3093,a151.2x-72,151.199999999999990,-72.000000000000000,141.9848938,-89.840872368391672
3094,a154.8x-72,154.800000000000010,-72.000000000000000,143.4443207,-89.771933108241910
3095,a158.4x-72,158.400000000000010,-72.000000000000000,145.0007019,-89.712438907676130
3096,a162x-72,162.000000000000000,-72.000000000000000,146.8961334,-89.687959221369738
3097,a165.6x-72,165.599999999999990,-72.000000000000000,149.7400970,-89.639042617729672
3098,a169.2x-72,169.199999999999990,-72.000000000000000,153.7265015,-89.400849510802004
3099,a172.8x-72,172.800000000000010,-72.000000000000000,158.4292603,-88.927602789004766
3100,a176.4x-72,176.400000000000010,-72.000000000000000,163.3083496,-88.306071407977299
3101,a-180x-68.4,-180.000000000000000,-68.400000000000006,-177.9825134,-80.440752135744845
3102,a-176.4x-68.4,-176.400000000000010,-68.400000000000006,-174.4375153,-81.251610759998414
3103,a-172.8x-68.4,-172.800000000000010,-68.400000000000006,-170.9091797,-82.050443335213629
3104,a-169.2x-68.4,-169.199999999999990,-68.400000000000006,-167.3649597,-82.862057371629987
3105,a-165.6x-68.4,-165.599999999999990,-68.400000000000006,-163.7897186,-83.699684671383920
3106,a-162x-68.4,-162.000000000000000,-68.400000000000006,-160.1874237,-84.583768239752942
3107,a-158.4x-68.4,-158.400000000000010,-68.400000000000006,-156.5898285,-85.509447614597491
3108,a-154.8x-68.4,-154.800000000000010,-68.400000000000006,-153.0393829,-86.463090318228410
3109,a-151.2x-68.4,-151.199999999999990,-68.400000000000006,-149.7088165,-87.394789800071806
3110,a-147.6x-68.4,-147.599999999999990,-68.400000000000006,-146.7071228,-88.221501657694944
3111,a-144x-68.4,-144.000000000000000,-68.400000000000006,-144.0262604,-88.903055346553515
3112,a-140.4x-68.4,-140.400000000000010,-68.400000000000006,-141.5822144,-89.418047662597075
3113,a-136.8x-68.4,-136.800000000000010,-68.400000000000006,-139.1330109,-89.783748636791699
3114,a-133.2x-68.4,-133.199999999999990,-68.400000000000006,-136.6118774,-90.043944381490746
3115,a-129.6x-68.4,-129.599999999999990,-68.400000000000006,-134.0156097,-90.215706974126988
3116,a-126x-68.4,-126.000000000000000,-68.400000000000006,-131.3369751,-90.377308162613417
3117,a-122.4x-68.4,-122.400000000000010,-68.400000000000006,-128.5675812,-90.535988874950704
3118,a-118.8x-68.4,-118.800000000000000,-68.400000000000006,-125.7251282,-90.694807257701939
3119,a-115.2x-68.4,-115.200000000000000,-68.400000000000006,-122.8383636,-90.856678740450150
3120,a-111.6x-68.4,-111.599999999999990,-68.400000000000006,-119.9731674,-91.019275355890386
3121,a-108x-68.4,-108.000000000000000,-68.400000000000006,-117.2548599,-91.174860776942012
3122,a-104.4x-68.4,-104.400000000000010,-68.400000000000006,-114.8247986,-91.314578638676437
3123,a-100.8x-68.4,-100.800000000000000,-68.400000000000006,-112.4378510,-91.446130361581424
3124,a-97.2x-68.4,-97.200000000000003,-68.400000000000006,-109.9474030,-91.587198503329091
