index,cx,cy,dx,dy,newX,newY
a-144x-122.4,-144,-122.4,-2.0474548,1.533749605,-146.0474548,-120.8662504
a-140.4x-122.4,-140.4,-122.4,-2.5771271,1.616891478,-142.9771271,-120.7831085
a-136.8x-122.4,-136.8,-122.4,-3.1222717,1.680010542,-139.9222717,-120.7199895
a-133.2x-122.4,-133.2,-122.4,-3.6777466,1.724599795,-136.8777466,-120.6754002
a-129.6x-122.4,-129.6,-122.4,-4.2403015,1.75008231,-133.8403015,-120.6499177
a-126x-122.4,-126,-122.4,-4.8066254,1.75614939,-130.8066254,-120.6438506
a-122.4x-122.4,-122.4,-122.4,-5.3727737,1.74104113,-127.7727737,-120.6589589
a-118.8x-122.4,-118.8,-122.4,-5.9335892,1.702373327,-124.7335892,-120.6976267
a-115.2x-122.4,-115.2,-122.4,-6.4859665,1.644125739,-121.6859665,-120.7558743
a-111.6x-122.4,-111.6,-122.4,-7.0266556,1.566303982,-118.6266556,-120.833696
a-108x-122.4,-108,-122.4,-7.5522995,1.468882465,-115.5522995,-120.9311175
a-104.4x-122.4,-104.4,-122.4,-8.0565506,1.349886718,-112.4565506,-121.0501133
a-100.8x-122.4,-100.8,-122.4,-8.5356094,1.210322479,-109.3356094,-121.1896775
a-97.2x-122.4,-97.2,-122.4,-8.9860733,1.051050002,-106.1860733,-121.34895
a-93.6x-122.4,-93.6,-122.4,-9.4016632,0.871644364,-103.0016632,-121.5283556
a-90x-122.4,-90,-122.4,-9.7795563,0.674518577,-99.7795563,-121.7254814
a-86.4x-122.4,-86.4,-122.4,-10.1104828,0.459679512,-96.5104828,-121.9403205
a-82.8x-122.4,-82.8,-122.4,-10.3895065,0.229876457,-93.1895065,-122.1701235
a-79.2x-122.4,-79.2,-122.4,-10.6152313,-0.011273721,-89.8152313,-122.4112737
a-75.6x-122.4,-75.6,-122.4,-10.7834686,-0.260759808,-86.3834686,-122.6607598
a-72x-122.4,-72,-122.4,-10.8878098,-0.515194318,-82.8878098,-122.9151943
a-68.4x-122.4,-68.4,-122.4,-10.9246613,-0.769867408,-79.3246613,-123.1698674
a-64.8x-122.4,-64.8,-122.4,-10.8903,-1.019619923,-75.6903,-123.4196199
a-61.2x-122.4,-61.2,-122.4,-10.7883575,-1.260046213,-71.9883575,-123.6600462
a-57.6x-122.4,-57.6,-122.4,-10.6228851,-1.487873569,-68.2228851,-123.8878736
a-54x-122.4,-54,-122.4,-10.3965988,-1.700228907,-64.3965988,-124.1002289
a-50.4x-122.4,-50.4,-122.4,-10.1133438,-1.894860259,-60.5133438,-124.2948603
a-46.8x-122.4,-46.8,-122.4,-9.7757256,-2.069216325,-56.5757256,-124.4692163
a-43.2x-122.4,-43.2,-122.4,-9.3912437,-2.22334326,-52.5912437,-124.6233433
a-39.6x-122.4,-39.6,-122.4,-8.9669365,-2.358368242,-48.5669365,-124.7583682
a-36x-122.4,-36,-122.4,-8.505764,-2.474310126,-44.505764,-124.8743101
a-32.4x-122.4,-32.4,-122.4,-8.0156075,-2.574008309,-40.4156075,-124.9740083
a-28.8x-122.4,-28.8,-122.4,-7.5010139,-2.65949017,-36.3010139,-125.0594902
a-25.2x-122.4,-25.2,-122.4,-6.965493,-2.732586213,-32.165493,-125.1325862
a-21.6x-122.4,-21.6,-122.4,-6.4113621,-2.79441681,-28.0113621,-125.1944168
a-18x-122.4,-18,-122.4,-5.8415337,-2.847071171,-23.8415337,-125.2470712
a-14.4x-122.4,-14.4,-122.4,-5.2578941,-2.891677631,-19.6578941,-125.2916776
a-10.8x-122.4,-10.8,-122.4,-4.6620066,-2.928790636,-15.4620066,-125.3287906
a-7.2x-122.4,-7.2,-122.4,-4.055393,-2.958532014,-11.255393,-125.358532
a-3.6x-122.4,-3.6,-122.4,-3.4393267,-2.980402502,-7.0393267,-125.3804025
a0x-122.4,0,-122.4,-2.8156846,-2.993785684,-2.8156846,-125.3937857
a3.6x-122.4,3.6,-122.4,-2.1875175,-2.998001791,1.4124825,-125.3980018
a7.2x-122.4,7.2,-122.4,-1.5576164,-2.992772541,5.6423836,-125.3927725
a10.8x-122.4,10.8,-122.4,-0.929034,-2.977143918,9.870966,-125.3771439
a14.4x-122.4,14.4,-122.4,-0.3051886,-2.950166284,14.0948114,-125.3501663
a18x-122.4,18,-122.4,0.3101711,-2.910948435,18.3101711,-125.3109484
a21.6x-122.4,21.6,-122.4,0.9130138,-2.858828338,22.5130138,-125.2588283
a25.2x-122.4,25.2,-122.4,1.4987419,-2.793394724,26.6987419,-125.1933947
a28.8x-122.4,28.8,-122.4,2.0612995,-2.714130621,30.8612995,-125.1141306
a32.4x-122.4,32.4,-122.4,2.5955482,-2.620395025,34.9955482,-125.020395
a36x-122.4,36,-122.4,3.0984192,-2.512796209,39.0984192,-124.9127962
a39.6x-122.4,39.6,-122.4,3.5665955,-2.391988833,43.1665955,-124.7919888
a43.2x-122.4,43.2,-122.4,3.9967888,-2.258585515,47.1967888,-124.6585855
a46.8x-122.4,46.8,-122.4,4.3861191,-2.113281905,51.1861191,-124.5132819
a50.4x-122.4,50.4,-122.4,4.7306992,-1.956590457,55.1306992,-124.3565905
a54x-122.4,54,-122.4,5.0271873,-1.789213983,59.0271873,-124.189214
a57.6x-122.4,57.6,-122.4,5.276442,-1.612372269,62.876442,-124.0123723
a61.2x-122.4,61.2,-122.4,5.4719284,-1.425927616,66.6719284,-123.8259276
a64.8x-122.4,64.8,-122.4,5.6167328,-1.231559627,70.4167328,-123.6315596
a68.4x-122.4,68.4,-122.4,5.7109924,-1.030223625,74.1109924,-123.4302236
a72x-122.4,72,-122.4,5.7543411,-0.822812115,77.7543411,-123.2228121
a75.6x-122.4,75.6,-122.4,5.7442154,-0.610259733,81.3442154,-123.0102597
a79.2x-122.4,79.2,-122.4,5.6811111,-0.393823809,84.8811111,-122.7938238
a82.8x-122.4,82.8,-122.4,5.5630905,-0.174772632,88.3630905,-122.5747726
a86.4x-122.4,86.4,-122.4,5.3910614,0.045063722,91.7910614,-122.3549363
a90x-122.4,90,-122.4,5.1697311,0.263953374,95.1697311,-122.1360466
a93.6x-122.4,93.6,-122.4,4.9005112,0.480228419,98.5005112,-121.9197716
a97.2x-122.4,97.2,-122.4,4.584996,0.69211659,101.784996,-121.7078834
a100.8x-122.4,100.8,-122.4,4.2207214,0.896520599,105.0207214,-121.5034794
a104.4x-122.4,104.4,-122.4,3.8081299,1.090166164,108.2081299,-121.3098338
a108x-122.4,108,-122.4,3.3573685,1.272088204,111.3573685,-121.1279118
a111.6x-122.4,111.6,-122.4,2.8705658,1.439938093,114.4705658,-120.9600619
a115.2x-122.4,115.2,-122.4,2.3507202,1.591430077,117.5507202,-120.8085699
a118.8x-122.4,118.8,-122.4,1.7985107,1.722512625,120.5985107,-120.6774874
a122.4x-122.4,122.4,-122.4,1.2181183,1.829527188,123.6181183,-120.5704728
a126x-122.4,126,-122.4,0.6166229,1.909074145,126.6166229,-120.4909259
a129.6x-122.4,129.6,-122.4,0.0004639,1.960942872,129.6004639,-120.4390571
a133.2x-122.4,133.2,-122.4,-0.6253235,1.983307904,132.5746765,-120.4166921
a136.8x-122.4,136.8,-122.4,-1.2561768,1.9686966,135.5438232,-120.4313034
a140.4x-122.4,140.4,-122.4,-1.882605,1.920300459,138.517395,-120.4796995
a144x-122.4,144,-122.4,-2.4981842,1.838031753,141.5018158,-120.5619682
a147.6x-122.4,147.6,-122.4,-3.0959564,1.721473518,144.5040436,-120.6785265
a151.2x-122.4,151.2,-122.4,-3.663562,1.566684663,147.536438,-120.8333153
a154.8x-122.4,154.8,-122.4,-4.1937073,1.378586646,150.6062927,-121.0214134
a158.4x-122.4,158.4,-122.4,-4.6810974,1.163046973,153.7189026,-121.236953
a162x-122.4,162,-122.4,-5.1192474,0.923601183,156.8807526,-121.4763988
a165.6x-122.4,165.6,-122.4,-5.5020081,0.664441833,160.0979919,-121.7355582
a169.2x-122.4,169.2,-122.4,-5.8231079,0.390308491,163.3768921,-122.0096915
a172.8x-122.4,172.8,-122.4,-6.0686157,0.106307491,166.7313843,-122.2936925
a176.4x-122.4,176.4,-122.4,-6.2381958,-0.17739725,170.1618042,-122.5773972
a-180x-118.8,-180,-118.8,1.9214172,-0.021997521,-178.0785828,-118.8219975
a-176.4x-118.8,-176.4,-118.8,1.7189087,0.222782966,-174.6810913,-118.577217
a-172.8x-118.8,-172.8,-118.8,1.4664581,0.463192799,-171.3335419,-118.3368072
a-169.2x-118.8,-169.2,-118.8,1.1647217,0.694400851,-168.0352783,-118.1055991
a-165.6x-118.8,-165.6,-118.8,0.8208252,0.914406482,-164.7791748,-117.8855935
a-162x-118.8,-162,-118.8,0.439682,1.122522696,-161.560318,-117.6774773
a-158.4x-118.8,-158.4,-118.8,0.0231842,1.317553587,-158.3768158,-117.4824464
a-154.8x-118.8,-154.8,-118.8,-0.4279053,1.497267332,-155.2279053,-117.3027327
a-151.2x-118.8,-151.2,-118.8,-0.9079865,1.66178309,-152.1079865,-117.1382169
a-147.6x-118.8,-147.6,-118.8,-1.4146484,1.809526914,-149.0146484,-116.9904731
a-144x-118.8,-144,-118.8,-1.9474792,1.936792773,-145.9474792,-116.8632072
a-140.4x-118.8,-140.4,-118.8,-2.5009094,2.042661571,-142.9009094,-116.7573384
a-136.8x-118.8,-136.8,-118.8,-3.0716125,2.122914822,-139.8716125,-116.6770852
a-133.2x-118.8,-133.2,-118.8,-3.6536072,2.179755136,-136.8536072,-116.6202449
a-129.6x-118.8,-129.6,-118.8,-4.243277,2.212687778,-133.843277,-116.5873122
a-126x-118.8,-126,-118.8,-4.8370972,2.221460959,-130.8370972,-116.578539
a-122.4x-118.8,-122.4,-118.8,-5.4309326,2.204034696,-127.8309326,-116.5959653
a-118.8x-118.8,-118.8,-118.8,-6.0196182,2.157658302,-124.8196182,-116.6423417
a-115.2x-118.8,-115.2,-118.8,-6.6000412,2.087312516,-121.8000412,-116.7126875
a-111.6x-118.8,-111.6,-118.8,-7.169043,1.992974779,-118.769043,-116.8070252
a-108x-118.8,-108,-118.8,-7.72332,1.874559511,-115.72332,-116.9254405
a-104.4x-118.8,-104.4,-118.8,-8.2559448,1.729036779,-112.6559448,-117.0709632
a-100.8x-118.8,-100.8,-118.8,-8.7634766,1.557978822,-109.5634766,-117.2420212
a-97.2x-118.8,-97.2,-118.8,-9.2421082,1.362010337,-106.4421082,-117.4379897
a-93.6x-118.8,-93.6,-118.8,-9.6850876,1.140156258,-103.2850876,-117.6598437
a-90x-118.8,-90,-118.8,-10.089035,0.895122635,-100.089035,-117.9048774
a-86.4x-118.8,-86.4,-118.8,-10.4422318,0.626011186,-96.8422318,-118.1739888
a-82.8x-118.8,-82.8,-118.8,-10.7412827,0.337171382,-93.5412827,-118.4628286
a-79.2x-118.8,-79.2,-118.8,-10.9828461,0.032705725,-90.1828461,-118.7672943
a-75.6x-118.8,-75.6,-118.8,-11.1618256,-0.283472271,-86.7618256,-119.0834723
a-72x-118.8,-72,-118.8,-11.2706833,-0.606904396,-83.2706833,-119.4069044
a-68.4x-118.8,-68.4,-118.8,-11.3051315,-0.931193362,-79.7051315,-119.7311934
a-64.8x-118.8,-64.8,-118.8,-11.2591202,-1.248985801,-76.0591202,-120.0489858
a-61.2x-118.8,-61.2,-118.8,-11.1414459,-1.55454232,-72.3414459,-120.3545423
a-57.6x-118.8,-57.6,-118.8,-10.9548172,-1.843249936,-68.5548172,-120.6432499
a-54x-118.8,-54,-118.8,-10.7029037,-2.11121594,-64.7029037,-120.9112159
a-50.4x-118.8,-50.4,-118.8,-10.3907104,-2.355416659,-60.7907104,-121.1554167
a-46.8x-118.8,-46.8,-118.8,-10.0222618,-2.57246143,-56.8222618,-121.3724614
a-43.2x-118.8,-43.2,-118.8,-9.6067436,-2.762575611,-52.8067436,-121.5625756
a-39.6x-118.8,-39.6,-118.8,-9.1524719,-2.927458008,-48.7524719,-121.727458
a-36x-118.8,-36,-118.8,-8.6633644,-3.067352844,-44.6633644,-121.8673528
a-32.4x-118.8,-32.4,-118.8,-8.1485573,-3.186681942,-40.5485573,-121.9866819
a-28.8x-118.8,-28.8,-118.8,-7.6123993,-3.288194577,-36.4123993,-122.0881946
a-25.2x-118.8,-25.2,-118.8,-7.0582741,-3.374578528,-32.2582741,-122.1745785
a-21.6x-118.8,-21.6,-118.8,-6.4883293,-3.447591483,-28.0883293,-122.2475915
a-18x-118.8,-18,-118.8,-5.9046059,-3.509920413,-23.9046059,-122.3099204
a-14.4x-118.8,-14.4,-118.8,-5.3082882,-3.562946541,-19.7082882,-122.3629465
a-10.8x-118.8,-10.8,-118.8,-4.7003281,-3.607485019,-15.5003281,-122.407485
a-7.2x-118.8,-7.2,-118.8,-4.0816334,-3.643901354,-11.2816334,-122.4439014
a-3.6x-118.8,-3.6,-118.8,-3.452855,-3.671679239,-7.052855,-122.4716792
a0x-118.8,0,-118.8,-2.8152797,-3.689904901,-2.8152797,-122.4899049
a3.6x-118.8,3.6,-118.8,-2.1714538,-3.697168541,1.4285462,-122.4971685
a7.2x-118.8,7.2,-118.8,-1.5240871,-3.692832134,5.6759129,-122.4928321
a10.8x-118.8,10.8,-118.8,-0.876189,-3.67568889,9.923811,-122.4756889
a14.4x-118.8,14.4,-118.8,-0.2312702,-3.644521981,14.1687298,-122.444522
a18x-118.8,18,-118.8,0.4067059,-3.598192821,18.4067059,-122.3981928
a21.6x-118.8,21.6,-118.8,1.0333904,-3.535779795,22.6333904,-122.3357798
a25.2x-118.8,25.2,-118.8,1.6438187,-3.456419724,26.8438187,-122.2564197
a28.8x-118.8,28.8,-118.8,2.2314789,-3.358805227,31.0314789,-122.1588052
a32.4x-118.8,32.4,-118.8,2.7911049,-3.242730058,35.1911049,-122.0427301
a36x-118.8,36,-118.8,3.3183365,-3.109022203,39.3183365,-121.9090222
a39.6x-118.8,39.6,-118.8,3.8098587,-2.958815697,43.4098587,-121.7588157
a43.2x-118.8,43.2,-118.8,4.2621391,-2.792892477,47.4621391,-121.5928925
a46.8x-118.8,46.8,-118.8,4.6721031,-2.612168008,51.4721031,-121.412168
a50.4x-118.8,50.4,-118.8,5.0357414,-2.417308385,55.4357414,-121.2173084
a54x-118.8,54,-118.8,5.3497047,-2.209209975,59.3497047,-121.00921
a57.6x-118.8,57.6,-118.8,5.6149506,-1.989336111,63.2149506,-120.7893361
a61.2x-118.8,61.2,-118.8,5.8262451,-1.757779692,67.0262451,-120.5577797
a64.8x-118.8,64.8,-118.8,5.9839279,-1.516001289,70.7839279,-120.3160013
a68.4x-118.8,68.4,-118.8,6.0894257,-1.265365491,74.4894257,-120.0653655
a72x-118.8,72,-118.8,6.1422653,-1.006880228,78.1422653,-119.8068802
a75.6x-118.8,75.6,-118.8,6.1396317,-0.741619153,81.7396317,-119.5416192
a79.2x-118.8,79.2,-118.8,6.0818298,-0.471133194,85.2818298,-119.2711332
a82.8x-118.8,82.8,-118.8,5.9683258,-0.197013081,88.7683258,-118.9970131
a86.4x-118.8,86.4,-118.8,5.7962814,0.078628395,92.1962814,-118.7213716
a90x-118.8,90,-118.8,5.5719223,0.353471274,95.5719223,-118.4465287
a93.6x-118.8,93.6,-118.8,5.2964767,0.625440908,98.8964767,-118.1745591
a97.2x-118.8,97.2,-118.8,4.9714783,0.892362603,102.1714783,-117.9076374
a100.8x-118.8,100.8,-118.8,4.5953476,1.150767294,105.3953476,-117.6492327
a104.4x-118.8,104.4,-118.8,4.1644836,1.395905462,108.5644836,-117.4040945
a108x-118.8,108,-118.8,3.6912689,1.626577343,111.6912689,-117.1734227
a111.6x-118.8,111.6,-118.8,3.1784424,1.840006591,114.7784424,-116.9599934
a115.2x-118.8,115.2,-118.8,2.6289719,2.033385121,117.8289719,-116.7666149
a118.8x-118.8,118.8,-118.8,2.04375,2.202140315,120.84375,-116.5978597
a122.4x-118.8,122.4,-118.8,1.4261414,2.341199073,123.8261414,-116.4588009
a126x-118.8,126,-118.8,0.7835159,2.446102704,126.7835159,-116.3538973
a129.6x-118.8,129.6,-118.8,0.1228699,2.516387935,129.7228699,-116.2836121
a133.2x-118.8,133.2,-118.8,-0.5503418,2.549596007,132.6496582,-116.250404
a136.8x-118.8,136.8,-118.8,-1.2315033,2.53570092,135.5684967,-116.2642991
a140.4x-118.8,140.4,-118.8,-1.9095367,2.479244879,138.4904633,-116.3207551
a144x-118.8,144,-118.8,-2.5773163,2.379825138,141.4226837,-116.4201749
a147.6x-118.8,147.6,-118.8,-3.2269836,2.23613706,144.3730164,-116.5638629
a151.2x-118.8,151.2,-118.8,-3.8439514,2.041243089,147.3560486,-116.7587569
a154.8x-118.8,154.8,-118.8,-4.4192322,1.801737751,150.3807678,-116.9982622
a158.4x-118.8,158.4,-118.8,-4.9465546,1.525805159,153.4534454,-117.2741948
a162x-118.8,162,-118.8,-5.4185486,1.21828972,156.5814514,-117.5817103
a165.6x-118.8,165.6,-118.8,-5.8281494,0.884790943,159.7718506,-117.9152091
a169.2x-118.8,169.2,-118.8,-6.1658203,0.53077835,163.0341797,-118.2692216
a172.8x-118.8,172.8,-118.8,-6.4199493,0.164259358,166.3800507,-118.6357406
a176.4x-118.8,176.4,-118.8,-6.5878815,-0.202451514,169.8121185,-119.0024515
a-180x-115.2,-180,-115.2,2.2166595,-0.015295006,-177.7833405,-115.215295
a-176.4x-115.2,-176.4,-115.2,2.0115265,0.289687967,-174.3884735,-114.910312
a-172.8x-115.2,-172.8,-115.2,1.7493103,0.585292651,-171.0506897,-114.6147073
a-169.2x-115.2,-169.2,-115.2,1.4339935,0.866074393,-167.7660065,-114.3339256
a-165.6x-115.2,-165.6,-115.2,1.0750214,1.131381633,-164.5249786,-114.0686184
a-162x-115.2,-162,-115.2,0.6779785,1.381909316,-161.3220215,-113.8180907
a-158.4x-115.2,-158.4,-115.2,0.2453217,1.617695755,-158.1546783,-113.5823042
a-154.8x-115.2,-154.8,-115.2,-0.2246277,1.83592627,-155.0246277,-113.3640737
a-151.2x-115.2,-151.2,-115.2,-0.7259644,2.036951124,-151.9259644,-113.1630489
a-147.6x-115.2,-147.6,-115.2,-1.2566589,2.218576636,-148.8566589,-112.9814234
a-144x-115.2,-144,-115.2,-1.8165894,2.375835846,-145.8165894,-112.8241642
a-140.4x-115.2,-140.4,-115.2,-2.3996674,2.507427799,-142.7996674,-112.6925722
a-136.8x-115.2,-136.8,-115.2,-3.002536,2.606986485,-139.802536,-112.5930135
a-133.2x-115.2,-133.2,-115.2,-3.6178711,2.677639534,-136.8178711,-112.5223605
a-129.6x-115.2,-129.6,-115.2,-4.2415985,2.71891836,-133.8415985,-112.4810816
a-126x-115.2,-126,-115.2,-4.8697815,2.730751746,-130.8697815,-112.4692483
a-122.4x-115.2,-122.4,-115.2,-5.4980179,2.711032476,-127.8980179,-112.4889675
a-118.8x-115.2,-118.8,-115.2,-6.1210739,2.656972956,-124.9210739,-112.543027
a-115.2x-115.2,-115.2,-115.2,-6.735997,2.574718945,-121.935997,-112.6252811
a-111.6x-115.2,-111.6,-115.2,-7.3397507,2.464276303,-118.9397507,-112.7357237
a-108x-115.2,-108,-115.2,-7.9291916,2.325466009,-115.9291916,-112.874534
a-104.4x-115.2,-104.4,-115.2,-8.4970261,2.153865206,-112.8970261,-113.0461348
a-100.8x-115.2,-100.8,-115.2,-9.0403397,1.951816149,-109.8403397,-113.2481839
a-97.2x-115.2,-97.2,-115.2,-9.554776,1.719309755,-106.754776,-113.4806902
a-93.6x-115.2,-93.6,-115.2,-10.0330109,1.454634768,-103.6330109,-113.7453652
a-90x-115.2,-90,-115.2,-10.4709244,1.160591766,-100.4709244,-114.0394082
a-86.4x-115.2,-86.4,-115.2,-10.8534027,0.834447745,-97.2534027,-114.3655523
a-82.8x-115.2,-82.8,-115.2,-11.1790726,0.482920349,-93.9790726,-114.7170797
a-79.2x-115.2,-79.2,-115.2,-11.4417847,0.110046853,-90.6417847,-115.0899531
a-75.6x-115.2,-75.6,-115.2,-11.6350464,-0.279321766,-87.2350464,-115.4793218
a-72x-115.2,-72,-115.2,-11.7495956,-0.679450583,-83.7495956,-115.8794506
a-68.4x-115.2,-68.4,-115.2,-11.7775894,-1.081536294,-80.1775894,-116.2815363
a-64.8x-115.2,-64.8,-115.2,-11.7173874,-1.475390026,-76.5173874,-116.67539
a-61.2x-115.2,-61.2,-115.2,-11.5777786,-1.853460203,-72.7777786,-117.0534602
a-57.6x-115.2,-57.6,-115.2,-11.361998,-2.209479471,-68.961998,-117.4094795
a-54x-115.2,-54,-115.2,-11.0750046,-2.538205514,-65.0750046,-117.7382055
a-50.4x-115.2,-50.4,-115.2,-10.7234322,-2.835577949,-61.1234322,-118.0355779
a-46.8x-115.2,-46.8,-115.2,-10.3133728,-3.097143785,-57.1133728,-118.2971438
a-43.2x-115.2,-43.2,-115.2,-9.8564575,-3.323434753,-53.0564575,-118.5234348
a-39.6x-115.2,-39.6,-115.2,-9.3623909,-3.516685503,-48.9623909,-118.7166855
a-36x-115.2,-36,-115.2,-8.8379707,-3.678713756,-44.8379707,-118.8787138
a-32.4x-115.2,-32.4,-115.2,-8.2923409,-3.815291732,-40.6923409,-119.0152917
a-28.8x-115.2,-28.8,-115.2,-7.7301056,-3.93045105,-36.5301056,-119.1304511
a-25.2x-115.2,-25.2,-115.2,-7.1543129,-4.028012319,-32.3543129,-119.2280123
a-21.6x-115.2,-21.6,-115.2,-6.5666985,-4.110714952,-28.1666985,-119.310715
a-18x-115.2,-18,-115.2,-5.9679832,-4.181873611,-23.9679832,-119.3818736
a-14.4x-115.2,-14.4,-115.2,-5.3583141,-4.24322905,-19.7583141,-119.443229
a-10.8x-115.2,-10.8,-115.2,-4.7377331,-4.295671563,-15.5377331,-119.4956716
a-7.2x-115.2,-7.2,-115.2,-4.1062992,-4.339531178,-11.3062992,-119.5395312
a-3.6x-115.2,-3.6,-115.2,-3.4638456,-4.37424014,-7.0638456,-119.5742401
a0x-115.2,0,-115.2,-2.8108437,-4.39855646,-2.8108437,-119.5985565
a3.6x-115.2,3.6,-115.2,-2.1491432,-4.410333392,1.4508568,-119.6103334
a7.2x-115.2,7.2,-115.2,-1.4813606,-4.408585721,5.7186394,-119.6085857
a10.8x-115.2,10.8,-115.2,-0.8104456,-4.39177088,9.9895544,-119.5917709
a14.4x-115.2,14.4,-115.2,-0.140036,-4.358295668,14.259964,-119.5582957
a18x-115.2,18,-115.2,0.5256176,-4.306688899,18.5256176,-119.5066889
a21.6x-115.2,21.6,-115.2,1.1817745,-4.235405224,22.7817745,-119.4354052
a25.2x-115.2,25.2,-115.2,1.8229607,-4.142427054,27.0229607,-119.3424271
a28.8x-115.2,28.8,-115.2,2.4419052,-4.025590217,31.2419052,-119.2255902
a32.4x-115.2,32.4,-115.2,3.0330406,-3.886242742,35.4330406,-119.0862427
a36x-115.2,36,-115.2,3.5903587,-3.725411219,39.5903587,-118.9254112
a39.6x-115.2,39.6,-115.2,4.1105484,-3.544588618,43.7105484,-118.7445886
a43.2x-115.2,43.2,-115.2,4.5897034,-3.344622102,47.7897034,-118.5446221
a46.8x-115.2,46.8,-115.2,5.0245583,-3.126681911,51.8245583,-118.3266819
a50.4x-115.2,50.4,-115.2,5.4110085,-2.891699034,55.8110085,-118.091699
a54x-115.2,54,-115.2,5.7457733,-2.640821198,59.7457733,-117.8408212
a57.6x-115.2,57.6,-115.2,6.0300468,-2.375804583,63.6300468,-117.5758046
a61.2x-115.2,61.2,-115.2,6.2604034,-2.09713364,67.4604034,-117.2971336
a64.8x-115.2,64.8,-115.2,6.4336502,-1.805601721,71.2336502,-117.0056017
a68.4x-115.2,68.4,-115.2,6.552919,-1.50314383,74.952919,-116.7031438
a72x-115.2,72,-115.2,6.617569,-1.190876862,78.617569,-116.3908769
a75.6x-115.2,75.6,-115.2,6.6244949,-0.86994037,82.2244949,-116.0699404
a79.2x-115.2,79.2,-115.2,6.5736664,-0.542125645,85.7736664,-115.7421256
a82.8x-115.2,82.8,-115.2,6.4664413,-0.209389704,89.2664413,-115.4093897
a86.4x-115.2,86.4,-115.2,6.2949158,0.126019749,92.6949158,-115.0739803
a90x-115.2,90,-115.2,6.0675583,0.461073917,96.0675583,-114.7389261
a93.6x-115.2,93.6,-115.2,5.7852539,0.793276965,99.3852539,-114.406723
a97.2x-115.2,97.2,-115.2,5.4492844,1.119970329,102.6492844,-114.0800297
a100.8x-115.2,100.8,-115.2,5.0579254,1.437039745,105.8579254,-113.7629603
a104.4x-115.2,104.4,-115.2,4.6074234,1.739116313,109.0074234,-113.4608837
a108x-115.2,108,-115.2,4.108284,2.023960974,112.108284,-113.176039
a111.6x-115.2,111.6,-115.2,3.5647644,2.288604745,115.1647644,-112.9113953
a115.2x-115.2,115.2,-115.2,2.9797638,2.52962237,118.1797638,-112.6703776
a118.8x-115.2,118.8,-115.2,2.35448,2.74200699,121.15448,-112.457993
a122.4x-115.2,122.4,-115.2,1.6896759,2.917701984,124.0896759,-112.282298
a126x-115.2,126,-115.2,0.994957,3.052441795,126.994957,-112.1475582
a129.6x-115.2,129.6,-115.2,0.2779602,3.145532214,129.8779602,-112.0544678
a133.2x-115.2,133.2,-115.2,-0.4555389,3.193856409,132.7444611,-112.0061436
a136.8x-115.2,136.8,-115.2,-1.201062,3.184441596,135.598938,-112.0155584
a140.4x-115.2,140.4,-115.2,-1.9457764,3.121970416,138.4542236,-112.0780296
a144x-115.2,144,-115.2,-2.6812439,3.005230586,141.3187561,-112.1947694
a147.6x-115.2,147.6,-115.2,-3.398172,2.832614521,144.201828,-112.3673855
a151.2x-115.2,151.2,-115.2,-4.0785858,2.593067636,147.1214142,-112.6069324
a154.8x-115.2,154.8,-115.2,-4.7124451,2.297980614,150.0875549,-112.9020194
a158.4x-115.2,158.4,-115.2,-5.2917389,1.956165118,153.1082611,-113.2438349
a162x-115.2,162,-115.2,-5.8076324,1.573275277,156.1923676,-113.6267247
a165.6x-115.2,165.6,-115.2,-6.2517334,1.156083872,159.3482666,-114.0439161
a169.2x-115.2,169.2,-115.2,-6.609317,0.710199761,162.590683,-114.4898002
a172.8x-115.2,172.8,-115.2,-6.8737915,0.248629723,165.9262085,-114.9513703
a176.4x-115.2,176.4,-115.2,-7.0382599,-0.214482685,169.3617401,-115.4144827
a-180x-111.6,-180,-111.6,2.5878143,0.003193304,-177.4121857,-111.5968067
a-176.4x-111.6,-176.4,-111.6,2.3767151,0.377539132,-174.0232849,-111.2224609
a-172.8x-111.6,-172.8,-111.6,2.0981873,0.732284987,-170.7018127,-110.867715
a-169.2x-111.6,-169.2,-111.6,1.7637054,1.063182325,-167.4362946,-110.5368177
a-165.6x-111.6,-165.6,-111.6,1.3859802,1.373306907,-164.2140198,-110.2266931
a-162x-111.6,-162,-111.6,0.9710693,1.66629233,-161.0289307,-109.9337077
a-158.4x-111.6,-158.4,-111.6,0.5208801,1.944158822,-157.8791199,-109.6558412
a-154.8x-111.6,-154.8,-111.6,0.0312775,2.204703917,-154.7687225,-109.3952961
a-151.2x-111.6,-151.2,-111.6,-0.4938171,2.446996514,-151.6938171,-109.1530035
a-147.6x-111.6,-147.6,-111.6,-1.0526184,2.667615634,-148.6526184,-108.9323844
a-144x-111.6,-144,-111.6,-1.6456146,2.859305595,-145.6456146,-108.7406944
a-140.4x-111.6,-140.4,-111.6,-2.265741,3.019918419,-142.665741,-108.5800816
a-136.8x-111.6,-136.8,-111.6,-2.9091675,3.140248177,-139.7091675,-108.4597518
a-133.2x-111.6,-133.2,-111.6,-3.5663727,3.224910996,-136.7663727,-108.375089
a-129.6x-111.6,-129.6,-111.6,-4.2323822,3.274083771,-133.8323822,-108.3259162
a-126x-111.6,-126,-111.6,-4.9026642,3.288322093,-130.9026642,-108.3116779
a-122.4x-111.6,-122.4,-111.6,-5.5723511,3.265715972,-127.9723511,-108.334284
