UO_ID,NameInIndex,case,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink,Alternate Link,Region_final,Sex or gender V2,country,continent
2198,Sully,case1,d.,1641,,,,,,82,1559,1641,,Sully,Statesmen and Warriors,14,126,140,106,"https://en.wikipedia.org/wiki/Maximilien_de_B%C3%A9thune,_Duke_of_Sully",,France,male,France,Europe
2199,Sulpicia,"case3
",,,,,fl.,85,,,62,108,P,Sulpicia,Artists Poets,4,42,46,106,https://en.wikipedia.org/wiki/Sulpicia,,Italy,female,Unknown,Unknown
2200,Sulpicius Gallus,"case3
",,,,,fl.,-168,,,-191,-145,M,C.S. Gallus,Mathematicians &cc Physicians,27,68,95,106,https://en.wikipedia.org/wiki/Gaius_Sulpicius_Gallus,,Italy,male,Unknown,Unknown
2201,Sulpicius S.,case2,d.,-44,,,,,,,-89,-44,L,Sulpicius,Historians and Antiquaries Lawyers,3,0,3,106,https://en.wikipedia.org/wiki/Servius_Sulpicius_Rufus,,Italy,male,Unknown,Unknown
2202,Sulpicius Severus,case2,d.,420,,,,,,,375,420,H,Sulpicius S.,Historians and Antiquaries Lawyers,19,0,19,106,https://en.wikipedia.org/wiki/Sulpicius_Severus,,France,male,Ancient Rome,Europe|Africa|Asia
2203,Swein,case2,d.,1013,,,,,,,968,1013,,Sweno,Statesmen and Warriors,16,126,142,106,https://en.wikipedia.org/wiki/Sweyn_Forkbeard,,Northern Crowns,male,Danish Realm,Europe|North America
2204,Swift,case1,d.,1745,,,,,,78,1667,1745,P,Swift,Artists Poets,12,42,54,106,https://en.wikipedia.org/wiki/Jonathan_Swift,,Great Britain,male,Ireland,Europe
2205,Swithin,case2,d.,854,,,,,,,809,854,D,Swithin,Divines and Metaphysicians &cc,24,98,122,106,https://en.wikipedia.org/wiki/Swithun,,Great Britain,male,United Kingdom,Europe
2206,Sydenhan,case1,d.,1689,,,,,,66,1623,1689,Ph,Sydenham,Mathematicians &cc Physicians,3,68,71,106,https://en.wikipedia.org/wiki/Thomas_Sydenham,,Great Britain,male,United Kingdom,Europe
2207,"Sydney, Algernon",case1,d.,1683,,,,,,66,1617,1683,Pol,Alg. Sydney,Divines and Metaphysicians &cc,25,98,123,106,https://en.wikipedia.org/wiki/Algernon_Sidney,,Great Britain,male,United Kingdom,Europe
2208,"Sydney, Sir Philip",case2,d.,1586,,,,,,,1541,1586,Bel,P Sydney,Orators and Critics &cc,20,22,42,106,https://en.wikipedia.org/wiki/Philip_Sidney,,Great Britain,male,United Kingdom,Europe
2209,Sylla,case1,d.,-78,,,,,,60,-138,-78,,Sylla,Statesmen and Warriors,20,126,146,106,https://en.wikipedia.org/wiki/Sulla,,Italy,male,Italy,Europe
2210,Symmachus,"case3
",,,,,fl.,391,,,368,414,HP,Symmachus,Divines and Metaphysicians &cc,28,98,126,106,https://en.wikipedia.org/wiki/Quintus_Aurelius_Symmachus,,Turky in Asia,male,Italy,Europe
2211,Symmachus,"case3
",,,,,fl.,201,,,178,224,J,Symmachus,Divines and Metaphysicians &cc,5,98,103,106,https://en.wikipedia.org/wiki/Quintus_Aurelius_Symmachus,,Turky in Asia,male,Italy,Europe
2212,Syncellus,case2,d. ab.,290,,,,,,,245,290,H,G. Syncellus,Historians and Antiquaries Lawyers,15,0,15,106,https://en.wikipedia.org/wiki/George_Syncellus,,,male,Unknown,Unknown
2213,Synesius,"case3
",,,,,fl.,412,,,389,435,F,Synesius,Divines and Metaphysicians &cc,22,98,120,106,https://en.wikipedia.org/wiki/Synesius,,Africa,male,Cyrenaica|Libya,Africa
2214,Syphax,case2,d.,-201,,,,,,,-246,-201,,Syphax,Statesmen and Warriors,26,126,152,106,https://en.wikipedia.org/wiki/Syphax,,Africa,male,Algeria,Africa
2215,Syrianus,case2,d. ab.,450,,,,,,,405,450,HP,Syrianus,Divines and Metaphysicians &cc,26,98,124,106,https://en.wikipedia.org/wiki/Syrianus,,Africa,male,Egypt,Africa|Asia
2216,"Tabari, Al",case1,d.,923,,,,,,83,840,923,H,,,,,0,106,https://en.wikipedia.org/wiki/Al-Tabari,,Persia,male,Iran,Asia
2217,Tacitus,case2,d.,276,,,,,,,231,276,,Tacitus,Statesmen and Warriors,16,126,142,106,https://en.wikipedia.org/wiki/Marcus_Claudius_Tacitus,,Italy,missing from OpenRefine results,Italy,Europe
2218,Tacitus,case8,d. af.,99,,,,,,,54,100,H,Tacitus,Historians and Antiquaries Lawyers,21,0,21,106,https://en.wikipedia.org/wiki/Marcus_Claudius_Tacitus,,Italy,missing from OpenRefine results,Italy,Europe
2219,"Taffi, Andrea",case1,d.,1294,,,,,,81,1213,1294,Pa,And: Taffi,Artists Poets,24,42,66,107,https://en.wikipedia.org/wiki/Andrea_Tafi_(artist),,Italy,missing from OpenRefine results,Italy,Europe
2220,Talbot,case1,d.,1736,,,,,,50,1686,1736,L,Talbot,Historians and Antiquaries Lawyers,3,0,3,107,"https://en.wikipedia.org/wiki/Charles_Talbot,_1st_Baron_Talbot",,Great Britain,male,United Kingdom,Europe
2221,Talbot Earl of Shrewsbury,case2,d.,1453,,,,,,,1408,1453,,Talbot,Statesmen and Warriors,22,126,148,107,"https://en.wikipedia.org/wiki/John_Talbot,_1st_Earl_of_Shrewsbury",,Great Britain,male,United Kingdom|Great Britain,Europe|Europe
2222,Tantalus,"case3
",,,,,fl.,-1019,,,-1042,-996,,Tantalus,Statesmen and Warriors,16,126,142,107,https://en.wikipedia.org/wiki/Tantalus,,,male,Unknown,Unknown
2223,Tarasius,"case3
",,,,,fl.,806,,,783,829,D,Tarasius,Divines and Metaphysicians &cc,17,98,115,107,https://en.wikipedia.org/wiki/Tarasios_of_Constantinople,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2224,Tarquinius Superbus,case6,d. ab.,-493,,,,,,90,403,493,,Tarquinius Sup.,Statesmen and Warriors,25,126,151,107,https://en.wikipedia.org/wiki/Lucius_Tarquinius_Superbus,,Italy,male,Unknown,Unknown
2225,"Tartalea, Nicholas",case2,d.,1557,,,,,,,1512,1557,M,Tartalea,Mathematicians &cc Physicians,20,68,88,64,https://en.wikipedia.org/wiki/Niccol%C3%B2_Fontana_Tartaglia,,Italy,male,Italy,Europe
2226,Taruntius,"case3
",,,,,fl.,-86,,,-109,-63,M,Taruntius,Mathematicians &cc Physicians,26,68,94,64,https://en.wikipedia.org/wiki/Lucius_Tarutius_Firmanus,,Italy,male,Italy,Europe
2227,Tasso,case1,d.,1595,,,,,,51,1544,1595,P,Tasso,Artists Poets,2,42,44,107,https://en.wikipedia.org/wiki/Torquato_Tasso,,Italy,male,Italy,Europe
2228,Tatian,"case3
",,,,,fl.,171,,,148,194,F,Tatian,Divines and Metaphysicians &cc,15,98,113,107,https://en.wikipedia.org/wiki/Tatian,,Italy,missing from OpenRefine results,Ancient Rome,Europe|Africa|Asia
2229,"Taurus, Palladius Rutilius","case3
",,,,,fl.,212,,,189,235,Cr,P.R. Taurus,Orators and Critics &cc,11,22,33,107,https://en.wikipedia.org/wiki/Rutilius_Taurus_Aemilianus_Palladius,,Italy,male,Unknown,Unknown
2230,"Taylor, of Warrington",case1,d.,1761,,,,,,66,1695,1761,D,Taylor War.,Divines and Metaphysicians &cc,17,98,115,107,https://en.wikipedia.org/wiki/John_Taylor_(dissenting_preacher),,,male,Unknown,Unknown
2231,Tay-tzu,case2,d.,977,,,,,,,932,977,,Taytzu,Statesmen and Warriors,1,126,127,107,https://en.wikipedia.org/wiki/Emperor_Taizu_of_Song,,China,male,Unknown,Unknown
2232,Tay-tzu,case1,d.,1399,,,,,,70,1329,1399,,Tay-tzu,Statesmen and Warriors,2,126,128,107,https://en.wikipedia.org/wiki/Emperor_Taizu_of_Song,,China,male,Unknown,Unknown
2233,"Tegula, P. Licinius","case3
",,,,,fl.,-197,,,-220,-174,P,L. Tegula,Artists Poets,14,42,56,107,https://en.wikipedia.org/wiki/Licinia_(gens),,,missing from OpenRefine results,Unknown,Unknown
2234,Telesius,,,,,,,1550,,,1527,1573,,Telesius,Mathematicians &cc Physicians,29,68,97,-99,https://en.wikipedia.org/wiki/Bernardino_Telesio,,Italy,male,Italy,Europe
2235,Telestes,"case3
",,,,,fl.,-402,,,-425,-379,P,Telestes,Artists Poets,9,42,51,64,,https://en.wikipedia.org/wiki/Marsyas,Italy,missing from OpenRefine results,Unknown,Unknown
2236,Temple,case1,d.,1700,,,,,,71,1629,1700,Bel,Temple,Orators and Critics &cc,16,22,38,107,https://en.wikipedia.org/wiki/William_Johnson_Temple,,Great Britain,male,Unknown,Unknown
2237,Teniers,case1,d.,1694,,,,,,84,1610,1694,Pa,Teniers,Artists Poets,20,42,62,107,https://en.wikipedia.org/wiki/David_Teniers_the_Younger,,France,male,Belgium,Europe
2238,Terence,case1,d.,-159,,,,,,35,-194,-159,P,Terence,Artists Poets,11,42,53,107,https://en.wikipedia.org/wiki/Terence,,Africa,missing from OpenRefine results,Tunisia,Africa
2239,Terentianus Maurus,case13,,,,,fl. ab.,400,,,377,423,Cr,Terentianus M.,Orators and Critics &cc,10,22,32,107,https://en.wikipedia.org/wiki/Terentianus,,Italy,male,Unknown,Unknown
2240,Terpander,case13,,,,,fl. ab.,-648,,,-671,-625,P,Terpander,Artists Poets,10,42,52,107,https://en.wikipedia.org/wiki/Terpander,,,male,Greece,Europe
2241,Tertullian,case2,d. ab.,220,,,,,,,175,220,F,Tertullian,Divines and Metaphysicians &cc,9,98,107,107,https://en.wikipedia.org/wiki/Tertullian,,Italy,missing from OpenRefine results,Tunisia,Africa
2242,Teucer,"case3
",,,,,fl.,-895,,,-918,-872,,Teucer,Statesmen and Warriors,25,126,151,107,https://en.wikipedia.org/wiki/Teucer,,,male,Unknown,Unknown
2243,Thabet Ebn Sinan,case2,d.,973,,,,,,,928,973,H,Thabet Si,Historians and Antiquaries Lawyers,12,0,12,107,https://en.wikipedia.org/wiki/Sinan_ibn_Thabit,,Persia,male,Iraq,Asia
2244,Thalassien,"case3
",,,,,fl.,550,,,527,573,P,Thalassien,Artists Poets,8,42,50,107,https://en.wikipedia.org/wiki/Taliesin,,Great Britain,male,United Kingdom,Europe
2245,Thales,case1,d.,546,,,,,,90,456,546,HP,Thales,Divines and Metaphysicians &cc,21,98,119,107,https://en.wikipedia.org/wiki/Thales_of_Miletus,,,missing from OpenRefine results,Turkey,Asia|Europe
2246,Thaulerus,case13,,,,,fl. ab.,350,,,327,373,D,Thaulerus,Divines and Metaphysicians &cc,11,98,109,107,https://en.wikipedia.org/wiki/Johannes_Tauler,,France,male,France,Europe
2247,Thebit,"case3
",,,,,fl.,1296,,,1273,1319,M,Thebit,Mathematicians &cc Physicians,15,68,83,107,https://en.wikipedia.org/wiki/Th%C4%81bit_ibn_Qurra,,Persia,male,Turkey,Asia|Europe
2248,Themison,"case3
",,,,,fl.,-34,,,-57,-11,Ph,Themison,Mathematicians &cc Physicians,2,68,70,107,https://en.wikipedia.org/wiki/Themison_of_Laodicea,,,male,Syria,Asia
2249,Themistius Euphrades,case2,d. ab.,386,,,,,,,341,386,Cr,Themistius,Orators and Critics &cc,18,22,40,107,https://en.wikipedia.org/wiki/Themistius,,,male,Turkey,Asia|Europe
2250,Themistocles,case1,d.,-449,,,,,,65,-514,-449,,Themistocles,Statesmen and Warriors,10,126,136,107,https://en.wikipedia.org/wiki/Themistocles,,Turky in Europe,missing from OpenRefine results,Greece,Europe
2251,Theocritus,"case3
",,,,,fl.,-262,,,-285,-239,P,Theocritus,Artists Poets,6,42,48,107,https://en.wikipedia.org/wiki/Theocritus,,,missing from OpenRefine results,Italy|Greece,Europe|Europe
2252,Theodolphus Aurelianensis,case2,d. ab.,821,,,,,,,776,821,D,Theodulphus A.,Divines and Metaphysicians &cc,10,98,108,108,https://en.wikipedia.org/wiki/Theodulf_of_Orl%C3%A9ans,,Spain,male,Spain,Europe
2253,Theodore Gaza,case1,d.,1478,,,,,,90,1388,1478,Cr,Theod: Gaza,Orators and Critics &cc,9,22,31,107,https://en.wikipedia.org/wiki/Theodorus_Gaza,,Turky in Europe,male,Greece,Europe
2254,Theodoret,case8,d. af.,460,,,,,,,415,461,H,Theodoret,Historians and Antiquaries Lawyers,14,0,14,107,https://en.wikipedia.org/wiki/Theodoret,,Persia,male,Turkey,Asia|Europe
2255,Theodoric the Ostrogoth,case1,d.,526,,,,,,71,455,526,,Theodoric,Statesmen and Warriors,15,126,141,107,https://en.wikipedia.org/wiki/Theodoric_the_Great,,Germany,male,Ancient Rome,Europe|Africa|Asia
2256,Theodorus,"case3
",,,,,fl.,530,,,507,553,Pa,Theodorus,Artists Poets,22,42,64,108,https://en.wikipedia.org/wiki/Theodorus_the_Atheist,,,male,Unknown,Unknown
2257,Theodorus,"case3
",,,,,fl.,-330,,,-353,-307,St,,,,,0,108,https://en.wikipedia.org/wiki/Theodorus_the_Atheist,,,male,Unknown,Unknown
2258,Theodorus,"case3
",,,,,fl.,-300,,,-323,-277,HP Cyr,Theodorus,Divines and Metaphysicians &cc,27,98,125,108,https://en.wikipedia.org/wiki/Theodorus_the_Atheist,,,male,Unknown,Unknown
2259,Theodorus Cantuarensis,case2,d.,690,,,,,,,645,690,D,Theodorus C.,Divines and Metaphysicians &cc,22,98,120,108,https://en.wikipedia.org/wiki/Theodore_of_Tarsus,,,male,Turkey,Asia|Europe
2260,Theodorus Meliteniota,case13,,,,,fl. ab.,1284,,,1261,1307,M,Theodorus M.,Mathematicians &cc Physicians,19,68,87,108,https://en.wikipedia.org/wiki/Theodore_Meliteniotes,https://en.wikipedia.org/wiki/Syrianus,,missing from OpenRefine results,Unknown,Unknown
2261,Theodorus Mop.,,,,,,,410,,,387,433,,Theodorus Mop.,Divines and Metaphysicians &cc,25,98,123,-99,https://en.wikipedia.org/wiki/Theodore_of_Mopsuestia,,Persia,male,Turkey,Asia|Europe
2262,Theodorus Priscianus,"case3
",,,,,fl.,385,,,362,408,Ph,Theodorus P.,Mathematicians &cc Physicians,2,68,70,108,https://en.wikipedia.org/wiki/Theodorus_Priscianus,,Italy,male,Unknown,Unknown
2263,Theodorus Prodromus,"case3
",,,,,fl.,1110,,,1087,1133,P,Theodorus P.,Artists Poets,2,42,44,108,https://en.wikipedia.org/wiki/Theodore_Prodromos,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2264,Theodorus Rhaithuensis,"case3
",,,,,fl.,645,,,622,668,D,Theodorus Rh.,Divines and Metaphysicians &cc,20,98,118,108,https://fr.wikipedia.org/wiki/Th%C3%A9odore_de_Pharan,,,male,Unknown,Unknown
2265,Theodorus Studites,case1,d.,826,,,,,,67,759,826,D,Theodorus St:,Divines and Metaphysicians &cc,12,98,110,108,https://en.wikipedia.org/wiki/Theodore_the_Studite,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2266,Theodosius the Great,case1,d.,395,,,,,,60,335,395,,Theodosius,Statesmen and Warriors,11,126,137,108,https://en.wikipedia.org/wiki/Theodosius_I,,,male,Spain|Spain|Ancient Rome,Europe|Europe|Europe|Africa|Asia
2267,Theodosius Tripolitanus,"case3
",,,,,fl.,-75,,,-98,-52,M,Theodosius,Mathematicians &cc Physicians,18,68,86,108,https://en.wikipedia.org/wiki/Theodosius_of_Bithynia,,Turky,male,Ancient Rome|Turkey,Europe|Africa|Asia|Asia|Europe
2268,Theodotion,"case3
",,,,,fl.,183,,,160,206,J,Theodotion,Divines and Metaphysicians &cc,3,98,101,108,https://en.wikipedia.org/wiki/Theodotion,,,male,Turkey,Asia|Europe
2269,Theognis,case2,d. ab.,-548,,,,,,,-593,-548,P,Theognis,Artists Poets,7,42,49,108,https://en.wikipedia.org/wiki/Theognis_of_Megara,,,male,Italy|Greece,Europe|Europe
2270,Theon Junior,"case3
",,,,,fl.,385,,,362,408,M,Theon Jun:,Mathematicians &cc Physicians,21,68,89,108,https://en.wikipedia.org/wiki/Theon_of_Alexandria,,Africa,male,Egypt,Africa|Asia
2271,Theon Senior,"case3
",,,,,fl.,117,,,94,140,M,Theon Sen:,Mathematicians &cc Physicians,22,68,90,108,https://en.wikipedia.org/wiki/Theon_of_Smyrna,,,male,Turkey,Asia|Europe
2272,"Theophanes, Con",case6,d. ab.,816,,,,,,68,748,816,H,Theophanes,Historians and Antiquaries Lawyers,11,0,11,108,https://en.wikipedia.org/wiki/Theophanes_the_Confessor,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
2273,Theophilus,"case3
",,,,,fl.,525,,,502,548,Ph,Theophilus,Mathematicians &cc Physicians,6,68,74,108,https://en.wikipedia.org/wiki/Theophilus_of_Antioch,,,male,Unknown,Unknown
2274,Theophilus,case2,d. ab.,181,,,,,,,136,181,F,Theophilus,Divines and Metaphysicians &cc,16,98,114,108,https://en.wikipedia.org/wiki/Theophilus_of_Antioch,,,male,Unknown,Unknown
2275,Theophilus Edessenus,case2,d.,785,,,,,,,740,785,D,Theophilus Ed:,Historians and Antiquaries Lawyers,20,0,20,108,https://en.wikipedia.org/wiki/Theophilus_of_Edessa,,Persia,male,Turkey,Asia|Europe
2276,Theophrastus,case6,d. ab.,-288,,,,,,85,203,288,HP Per,Theophrastus,Divines and Metaphysicians &cc,20,98,118,108,https://en.wikipedia.org/wiki/Theophrastus,,,missing from OpenRefine results,Greece,Europe
2277,Theophylact Achrydiae,case8,d. af.,1077,,,,,,,1032,1078,D,Theophylact,Divines and Metaphysicians &cc,6,98,104,108,https://en.wikipedia.org/wiki/Theophylact_of_Ohrid,,,male,Greece,Europe
2278,Theophylact Simocatta,"case3
",,,,,fl.,612,,,589,635,H,Theophylact,Historians and Antiquaries Lawyers,17,0,17,108,https://en.wikipedia.org/wiki/Theophylact_Simocatta,,Africa,male,Egypt,Africa|Asia
2279,Theopompus,"case3
",,,,,fl.,-354,,,-377,-331,H,Theopompus,Historians and Antiquaries Lawyers,14,0,14,108,https://en.wikipedia.org/wiki/Theopompus,,,male,Greece,Europe
2280,Theseus,case1,d.,-925,,,,,,65,-990,-925,,Theseus,Statesmen and Warriors,19,126,145,108,https://en.wikipedia.org/wiki/Theseus,,,male,Unknown,Unknown
2281,Thespis,"case3
",,,,,fl.,-536,,,-559,-513,P,Thespis,Artists Poets,12,42,54,108,https://en.wikipedia.org/wiki/Thespis,,Turky in Europe,missing from OpenRefine results,Classical Athens,Europe
2282,Thius Atheniensis,"case3
",,,,,fl.,500,,,477,523,M,Thius Ath:,Mathematicians &cc Physicians,25,68,93,108,,https://archive.org/stream/ThePennyCyclopaediaOfTheSocietyForTheDiffusionOfUsefulKnowledge/ThePennyCyclopaediaOfTheSocietyForTheDiffusionOfUsefulKnowledgeVolume02Andocides-Athanagilde#page/n541/mode/2up,Turky in Europe,missing from OpenRefine results,Unknown,Unknown
2283,Thoas,case2,d.,-912,,,,,,,-957,-912,,,,,,0,108,https://en.wikipedia.org/wiki/Thoas,,,,Unknown,Unknown
2284,Thomas,case2,d.,822,,,,,,,777,822,,Thomas,Statesmen and Warriors,8,126,134,108,https://en.wikipedia.org/wiki/Thomas_the_Slav,,,male,Turkey,Asia|Europe
2285,Thompson,case1,d.,1748,,,,,,48,1700,1748,Pa,Thompson,Artists Poets,11,42,53,108,"https://en.wikipedia.org/wiki/James_Thomson_(poet,_born_1700)",,Great Britain,male,United Kingdom,Europe
2286,Thoresby,case1,d.,1725,,,,,,65,1660,1725,M,Thoresby,Mathematicians &cc Physicians,29,68,97,108,https://en.wikipedia.org/wiki/Ralph_Thoresby,,,male,Unknown,Unknown
2287,"Thornton, Geo",,d. fl.,1300,,,,,,,,,L,Thornton,Historians and Antiquaries Lawyers,4,0,4,108,https://en.wikipedia.org/wiki/Justice_of_the_King%27s_Bench,,,,Unknown,Unknown
2288,Thoth,"case3
",,,,,fl.,-964,,,-987,-941,HP,Thoth,Divines and Metaphysicians &cc,24,98,122,65,https://en.wikipedia.org/wiki/Thoth,,,male,Unknown,Unknown
2289,Thrasea Paetus,case2,d.,66,,,,,,,21,66,,Thrasea P.,Statesmen and Warriors,4,126,130,108,https://en.wikipedia.org/wiki/Publius_Clodius_Thrasea_Paetus,,Italy,male,Italy,Europe
2290,Thrasybulus,case2,d.,390,,,,,,,345,390,,Thrasybulus,Statesmen and Warriors,22,126,148,109,https://en.wikipedia.org/wiki/Thrasybulus,,Turky in Europe,male,Greece,Europe
2291,Thrasyllus,"case3
",,,,,fl.,14,,,-9,37,M,Thrasyllus,Mathematicians &cc Physicians,19,68,87,65,https://en.wikipedia.org/wiki/Thrasyllus_of_Mendes,,Africa,male,Egypt,Africa|Asia
2292,Thuanus,case1,d.,1617,,,,,,64,1553,1617,H,Thuanus,Historians and Antiquaries Lawyers,10,0,10,109,https://en.wikipedia.org/wiki/Jacques_Auguste_de_Thou,,France,male,France,Europe
2293,Thucydides,case5,d. ab.,391,,,,,ab.,80,311,391,H,Thucydides,Historians and Antiquaries Lawyers,17,0,17,109,https://en.wikipedia.org/wiki/Thucydides,,Turky in Europe,missing from OpenRefine results,Unknown,Unknown
2294,Tiberius,case1,d.,37,,,,,,78,-41,37,,Tiberius,Statesmen and Warriors,16,126,142,109,https://en.wikipedia.org/wiki/Tiberius,,Italy,missing from OpenRefine results,Italy,Europe
2295,Tiberius,case2,d.,582,,,,,,,537,582,,Tiberius,Statesmen and Warriors,13,126,139,109,https://en.wikipedia.org/wiki/Tiberius,,Italy,missing from OpenRefine results,Italy,Europe
2296,Tibullus,case1,d.,-19,,,,,,84,-103,-19,P,Tibullus,Artists Poets,16,42,58,109,https://en.wikipedia.org/wiki/Tibullus,,Italy,missing from OpenRefine results,Italy,Europe
2297,Tideus,"case3
",,,,,fl.,-928,,,-951,-905,,Tideus,Statesmen and Warriors,26,126,152,109,https://en.wikipedia.org/wiki/Tydeus,,,male,Unknown,Unknown
2298,Tiglath Pileser,case2,d.,-727,,,,,,,-772,-727,,Tiglathpileser,Statesmen and Warriors,8,126,134,109,https://en.wikipedia.org/wiki/Tiglath-Pileser_III,,BLANK 2,male,Unknown,Unknown
2299,Tigranes,case1,d.,-37,,,,,,84,-121,-37,,Tigranes,Statesmen and Warriors,2,126,128,109,https://en.wikipedia.org/wiki/Tigranes_the_Great,,Persia,male,Armenia|Kingdom of Armenia,Asia|Europe|Asia
2300,Tillotson,case1,d.,1694,,,,,,65,1629,1694,D,Tillotson,Divines and Metaphysicians &cc,17,98,115,109,https://en.wikipedia.org/wiki/John_Tillotson,,Great Britain,male,United Kingdom,Europe
2301,"Tilly, Count",case1,d.,1632,,,,,,69,1563,1632,,Tilly,Statesmen and Warriors,9,126,135,109,"https://en.wikipedia.org/wiki/Johann_Tserclaes,_Count_of_Tilly",,France,male,Belgium,Europe
2302,Timaeus Siculus,case1,d.,-262,,,,,,96,-358,-262,,Timaeus Sicul:,Historians and Antiquaries Lawyers,18,0,18,109,https://en.wikipedia.org/wiki/Timaeus_(historian),,Italy,male,Italy,Europe
2303,Timanthes,"case3
",,,,,fl.,-440,,,-463,-417,Pa,Timanthes,Artists Poets,21,42,63,109,https://en.wikipedia.org/wiki/Timanthes,,Turky in Europe,male,Greece,Europe
2304,Timocharis,case8,d. af.,-272,,,,,,,227,273,M,Timocharis,Mathematicians &cc Physicians,20,68,88,109,https://en.wikipedia.org/wiki/Timocharis,,Africa,male,Egypt,Africa|Asia
2305,Timoleon,case2,d.,-337,,,,,,,-382,-337,,Timoleon,Statesmen and Warriors,10,126,136,109,https://en.wikipedia.org/wiki/Timoleon,,Turky in Europe,male,Greece,Europe
2306,Timomachus,"case3
",,,,,fl.,-47,,,-70,-24,Pa,Timomachus,Artists Poets,24,42,66,109,https://en.wikipedia.org/wiki/Timomachus,,,male,Ancient Rome,Europe|Africa|Asia
2307,Timon,"case3
",,,,,fl.,-263,,,-286,-240,HP Scep,Timon,Divines and Metaphysicians &cc,25,98,123,109,https://en.wikipedia.org/wiki/Timon_of_Phlius,,Turky in Europe,male,Greece,Europe
2308,Timotheus,,,,,,l. af.,-356,,,-379,-333,,Timotheus,Artists Poets,18,42,60,109,https://en.wikipedia.org/wiki/Timotheus_(sculptor),,,male,Unknown,Unknown
2309,Timotheus,case13,,,,,fl. ab.,-350,,,-373,-327,Mu,Timotheus,Statesmen and Warriors,12,126,138,65,https://en.wikipedia.org/wiki/Timotheus_(sculptor),,,male,Unknown,Unknown
2310,Timur Bek,case1,d.,1405,,,,,,71,1334,1405,,Timur Bek,Statesmen and Warriors,3,126,129,109,https://en.wikipedia.org/wiki/Timur,,BLANK 1,male,Uzbekistan,Asia
2311,Tindal M,case1,d.,1773,,,,,,36,1737,1773,D,Tindal,Divines and Metaphysicians &cc,19,98,117,109,https://en.wikipedia.org/wiki/Matthew_Tindal,,Great Britain,male,United Kingdom,Europe
2312,Tindale,case2,d.,1536,,,,,,,1491,1536,D,Tindale,Divines and Metaphysicians &cc,28,98,126,109,https://en.wikipedia.org/wiki/William_Tyndale,,Great Britain,male,United Kingdom,Europe
2313,Tintoret,case1,d.,1594,,,,,,82,1512,1594,Po,Tintoret,Artists Poets,13,42,55,109,https://en.wikipedia.org/wiki/Tintoretto,,Italy,male,Italy,Europe
2314,Tirhakay,"case3
",,,,,fl.,-717,,,-740,-694,,Tirhakah,Statesmen and Warriors,4,126,130,109,https://en.wikipedia.org/wiki/Taharqa,,,male,Unknown,Unknown
