OBJECTID,index,cx,cy,x,y,dx,dy
771,a72x-154.8,72,-154.8,72,-154.8,9.99023E-11,1.00016E-10
772,a75.6x-154.8,75.6,-154.8,75.6,-154.8,9.99023E-11,1.00016E-10
773,a79.2x-154.8,79.2,-154.8,79.2,-154.8,9.99023E-11,1.00016E-10
774,a82.8x-154.8,82.8,-154.8,82.8,-154.8,9.99023E-11,1.00016E-10
775,a86.4x-154.8,86.4,-154.8,86.4,-154.8,9.98881E-11,1.00016E-10
776,a90x-154.8,90,-154.8,90,-154.8,9.99023E-11,1.00016E-10
777,a93.6x-154.8,93.6,-154.8,93.6,-154.8,1.00002E-10,1.00016E-10
778,a97.2x-154.8,97.2,-154.8,97.2,-154.8,9.99023E-11,1.00016E-10
779,a100.8x-154.8,100.8,-154.8,100.8,-154.8,1.00002E-10,1.00016E-10
780,a104.4x-154.8,104.4,-154.8,104.4,-154.8,9.89928E-11,1.00016E-10
781,a108x-154.8,108,-154.8,108,-154.8,9.9007E-11,1.00016E-10
782,a111.6x-154.8,111.6,-154.8,111.6,-154.8,1.00002E-10,1.00016E-10
783,a115.2x-154.8,115.2,-154.8,115.2,-154.8,9.89928E-11,1.00016E-10
784,a118.8x-154.8,118.8,-154.8,118.8,-154.8,1.00002E-10,1.00016E-10
785,a122.4x-154.8,122.4,-154.8,122.4,-154.8,9.99876E-11,1.00016E-10
786,a126x-154.8,126,-154.8,126,-154.8,9.9007E-11,1.00016E-10
787,a129.6x-154.8,129.6,-154.8,129.6,-154.8,9.89928E-11,1.00016E-10
788,a133.2x-154.8,133.2,-154.8,133.2,-154.8,9.90212E-11,1.00016E-10
789,a136.8x-154.8,136.8,-154.8,136.8,-154.8,9.99876E-11,1.00016E-10
790,a140.4x-154.8,140.4,-154.8,140.4,-154.8,9.99876E-11,1.00016E-10
791,a144x-154.8,144,-154.8,144,-154.8,9.99876E-11,1.00016E-10
792,a147.6x-154.8,147.6,-154.8,147.6,-154.8,9.89928E-11,1.00016E-10
793,a151.2x-154.8,151.2,-154.8,151.2,-154.8,9.90212E-11,1.00016E-10
794,a154.8x-154.8,154.8,-154.8,154.8,-154.8,9.99876E-11,1.00016E-10
795,a158.4x-154.8,158.4,-154.8,158.4,-154.8,9.99876E-11,1.00016E-10
796,a162x-154.8,162,-154.8,162,-154.8,9.99876E-11,1.00016E-10
797,a165.6x-154.8,165.6,-154.8,165.6,-154.8,9.89928E-11,1.00016E-10
798,a169.2x-154.8,169.2,-154.8,169.2,-154.8,9.90212E-11,1.00016E-10
799,a172.8x-154.8,172.8,-154.8,172.8,-154.8,9.99876E-11,1.00016E-10
800,a176.4x-154.8,176.4,-154.8,176.4,-154.8,9.99876E-11,1.00016E-10
801,a-180x-151.2,-180,-151.2,-180,-151.2,9.99876E-11,9.99876E-11
802,a-176.4x-151.2,-176.4,-151.2,-176.4,-151.2,1.00016E-10,9.99876E-11
803,a-172.8x-151.2,-172.8,-151.2,-172.8,-151.2,1.00016E-10,9.99876E-11
804,a-169.2x-151.2,-169.2,-151.2,-169.2,-151.2,9.99876E-11,9.99876E-11
805,a-165.6x-151.2,-165.6,-151.2,-165.6,-151.2,9.99876E-11,9.99876E-11
806,a-162x-151.2,-162,-151.2,-162,-151.2,9.99876E-11,9.99876E-11
807,a-158.4x-151.2,-158.4,-151.2,-158.4,-151.2,1.00016E-10,9.99876E-11
808,a-154.8x-151.2,-154.8,-151.2,-154.8,-151.2,1.00016E-10,9.99876E-11
809,a-151.2x-151.2,-151.2,-151.2,-151.2,-151.2,9.99876E-11,9.99876E-11
810,a-147.6x-151.2,-147.6,-151.2,-147.6,-151.2,9.99876E-11,9.99876E-11
811,a-144x-151.2,-144,-151.2,-144,-151.2,9.99876E-11,9.99876E-11
812,a-140.4x-151.2,-140.4,-151.2,-140.4,-151.2,1.00016E-10,9.99876E-11
813,a-136.8x-151.2,-136.8,-151.2,-136.8,-151.2,1.00016E-10,9.99876E-11
814,a-133.2x-151.2,-133.2,-151.2,-133.2,-151.2,9.99876E-11,9.99876E-11
815,a-129.6x-151.2,-129.6,-151.2,-129.6,-151.2,9.99876E-11,9.99876E-11
816,a-126x-151.2,-126,-151.2,-126,-151.2,1.00002E-10,9.99876E-11
817,a-122.4x-151.2,-122.4,-151.2,-122.4,-151.2,1.00002E-10,9.99876E-11
818,a-118.8x-151.2,-118.8,-151.2,-118.8,-151.2,1.00002E-10,9.99876E-11
819,a-115.2x-151.2,-115.2,-151.2,-115.2,-151.2,1.00002E-10,9.99876E-11
820,a-111.6x-151.2,-111.6,-151.2,-111.6,-151.2,9.99876E-11,9.99876E-11
821,a-108x-151.2,-108,-151.2,-108,-151.2,1.00002E-10,9.99876E-11
822,a-104.4x-151.2,-104.4,-151.2,-104.4,-151.2,1.00002E-10,9.99876E-11
823,a-100.8x-151.2,-100.8,-151.2,-100.8,-151.2,1.00002E-10,9.99876E-11
824,a-97.2x-151.2,-97.2,-151.2,-97.2,-151.2,1.00002E-10,9.99876E-11
825,a-93.6x-151.2,-93.6,-151.2,-93.6,-151.2,9.99876E-11,9.99876E-11
826,a-90x-151.2,-90,-151.2,-90,-151.2,1.00002E-10,9.99876E-11
827,a-86.4x-151.2,-86.4,-151.2,-86.4,-151.2,1.00002E-10,9.99876E-11
828,a-82.8x-151.2,-82.8,-151.2,-82.8,-151.2,1.00002E-10,9.99876E-11
829,a-79.2x-151.2,-79.2,-151.2,-79.2,-151.2,1.00002E-10,9.99876E-11
830,a-75.6x-151.2,-75.6,-151.2,-75.6,-151.2,9.99876E-11,9.99876E-11
831,a-72x-151.2,-72,-151.2,-72,-151.2,1.00002E-10,9.99876E-11
832,a-68.4x-151.2,-68.4,-151.2,-68.4,-151.2,1.00002E-10,9.99876E-11
833,a-64.8x-151.2,-64.8,-151.2,-64.8,-151.2,1.00002E-10,9.99876E-11
834,a-61.2x-151.2,-61.2,-151.2,-61.2,-151.2,1.00002E-10,9.99876E-11
835,a-57.6x-151.2,-57.6,-151.2,-57.6,-151.2,1.00002E-10,9.99876E-11
836,a-54x-151.2,-54,-151.2,-54,-151.2,1.00002E-10,9.99876E-11
837,a-50.4x-151.2,-50.4,-151.2,-50.4,-151.2,1.00002E-10,9.99876E-11
838,a-46.8x-151.2,-46.8,-151.2,-46.8,-151.2,9.99947E-11,9.99876E-11
839,a-43.2x-151.2,-43.2,-151.2,-43.2,-151.2,1.00002E-10,9.99876E-11
840,a-39.6x-151.2,-39.6,-151.2,-39.6,-151.2,1.00002E-10,9.99876E-11
841,a-36x-151.2,-36,-151.2,-36,-151.2,1.00002E-10,9.99876E-11
842,a-32.4x-151.2,-32.4,-151.2,-32.4,-151.2,1.00002E-10,9.99876E-11
843,a-28.8x-151.2,-28.8,-151.2,-28.8,-151.2,1.00002E-10,9.99876E-11
844,a-25.2x-151.2,-25.2,-151.2,-25.2,-151.2,9.99982E-11,9.99876E-11
845,a-21.6x-151.2,-21.6,-151.2,-21.6,-151.2,1.00002E-10,9.99876E-11
846,a-18x-151.2,-18,-151.2,-18,-151.2,9.99982E-11,9.99876E-11
847,a-14.4x-151.2,-14.4,-151.2,-14.4,-151.2,1E-10,9.99876E-11
848,a-10.8x-151.2,-10.8,-151.2,-10.8,-151.2,1E-10,9.99876E-11
849,a-7.2x-151.2,-7.2,-151.2,-7.2,-151.2,1E-10,9.99876E-11
850,a-3.6x-151.2,-3.6,-151.2,-3.6,-151.2,9.99703E-11,9.99876E-11
851,a0x-151.2,9.9988E-11,-151.2,0,-151.2,9.9988E-11,9.99876E-11
852,a3.6x-151.2,3.6,-151.2,3.6,-151.2,9.99498E-11,9.99876E-11
853,a7.2x-151.2,7.2,-151.2,7.2,-151.2,9.99698E-11,9.99876E-11
854,a10.8x-151.2,10.8,-151.2,10.8,-151.2,9.98988E-11,9.99876E-11
855,a14.4x-151.2,14.4,-151.2,14.4,-151.2,9.99005E-11,9.99876E-11
856,a18x-151.2,18,-151.2,18,-151.2,9.98988E-11,9.99876E-11
857,a21.6x-151.2,21.6,-151.2,21.6,-151.2,9.98988E-11,9.99876E-11
858,a25.2x-151.2,25.2,-151.2,25.2,-151.2,9.99023E-11,9.99876E-11
859,a28.8x-151.2,28.8,-151.2,28.8,-151.2,9.98988E-11,9.99876E-11
860,a32.4x-151.2,32.4,-151.2,32.4,-151.2,9.99023E-11,9.99876E-11
861,a36x-151.2,36,-151.2,36,-151.2,9.99023E-11,9.99876E-11
862,a39.6x-151.2,39.6,-151.2,39.6,-151.2,9.98952E-11,9.99876E-11
863,a43.2x-151.2,43.2,-151.2,43.2,-151.2,9.98952E-11,9.99876E-11
864,a46.8x-151.2,46.8,-151.2,46.8,-151.2,9.99023E-11,9.99876E-11
865,a50.4x-151.2,50.4,-151.2,50.4,-151.2,9.99023E-11,9.99876E-11
866,a54x-151.2,54,-151.2,54,-151.2,9.99023E-11,9.99876E-11
867,a57.6x-151.2,57.6,-151.2,57.6,-151.2,9.98952E-11,9.99876E-11
868,a61.2x-151.2,61.2,-151.2,61.2,-151.2,9.98952E-11,9.99876E-11
869,a64.8x-151.2,64.8,-151.2,64.8,-151.2,9.99023E-11,9.99876E-11
870,a68.4x-151.2,68.4,-151.2,68.4,-151.2,9.98881E-11,9.99876E-11
871,a72x-151.2,72,-151.2,72,-151.2,9.99023E-11,9.99876E-11
872,a75.6x-151.2,75.6,-151.2,75.6,-151.2,9.99023E-11,9.99876E-11
873,a79.2x-151.2,79.2,-151.2,79.2,-151.2,9.99023E-11,9.99876E-11
874,a82.8x-151.2,82.8,-151.2,82.8,-151.2,9.99023E-11,9.99876E-11
875,a86.4x-151.2,86.4,-151.2,86.4,-151.2,9.98881E-11,9.99876E-11
876,a90x-151.2,90,-151.2,90,-151.2,9.99023E-11,9.99876E-11
877,a93.6x-151.2,93.6,-151.2,93.6,-151.2,1.00002E-10,9.99876E-11
878,a97.2x-151.2,97.2,-151.2,97.2,-151.2,9.99023E-11,9.99876E-11
879,a100.8x-151.2,100.8,-151.2,100.8,-151.2,1.00002E-10,9.99876E-11
880,a104.4x-151.2,104.4,-151.2,104.4,-151.2,9.89928E-11,9.99876E-11
881,a108x-151.2,108,-151.2,108,-151.2,9.9007E-11,9.99876E-11
882,a111.6x-151.2,111.6,-151.2,111.6,-151.2,1.00002E-10,9.99876E-11
883,a115.2x-151.2,115.2,-151.2,115.2,-151.2,9.89928E-11,9.99876E-11
884,a118.8x-151.2,118.8,-151.2,118.8,-151.2,1.00002E-10,9.99876E-11
885,a122.4x-151.2,122.4,-151.2,122.4,-151.2,9.99876E-11,9.99876E-11
886,a126x-151.2,126,-151.2,126,-151.2,9.9007E-11,9.99876E-11
887,a129.6x-151.2,129.6,-151.2,129.6,-151.2,9.89928E-11,9.99876E-11
888,a133.2x-151.2,133.2,-151.2,133.2,-151.2,9.90212E-11,9.99876E-11
889,a136.8x-151.2,136.8,-151.2,136.8,-151.2,9.99876E-11,9.99876E-11
890,a140.4x-151.2,140.4,-151.2,140.4,-151.2,9.99876E-11,9.99876E-11
891,a144x-151.2,144,-151.2,144,-151.2,9.99876E-11,9.99876E-11
892,a147.6x-151.2,147.6,-151.2,147.6,-151.2,9.89928E-11,9.99876E-11
893,a151.2x-151.2,151.2,-151.2,151.2,-151.2,9.90212E-11,9.99876E-11
894,a154.8x-151.2,154.8,-151.2,154.8,-151.2,9.99876E-11,9.99876E-11
895,a158.4x-151.2,158.4,-151.2,158.4,-151.2,9.99876E-11,9.99876E-11
896,a162x-151.2,162,-151.2,162,-151.2,9.99876E-11,9.99876E-11
897,a165.6x-151.2,165.6,-151.2,165.6,-151.2,9.89928E-11,9.99876E-11
898,a169.2x-151.2,169.2,-151.2,169.2,-151.2,9.90212E-11,9.99876E-11
899,a172.8x-151.2,172.8,-151.2,172.8,-151.2,9.99876E-11,9.99876E-11
900,a176.4x-151.2,176.4,-151.2,176.4,-151.2,9.99876E-11,9.99876E-11
901,a-180x-147.6,-180,-147.6,-180,-147.6,9.99876E-11,9.99876E-11
902,a-176.4x-147.6,-176.4,-147.6,-176.4,-147.6,1.00016E-10,9.99876E-11
903,a-172.8x-147.6,-172.8,-147.6,-172.8,-147.6,1.00016E-10,9.99876E-11
904,a-169.2x-147.6,-169.2,-147.6,-169.2,-147.6,9.99876E-11,9.99876E-11
905,a-165.6x-147.6,-165.6,-147.6,-165.6,-147.6,9.99876E-11,9.99876E-11
906,a-162x-147.6,-162,-147.6,-162,-147.6,9.99876E-11,9.99876E-11
907,a-158.4x-147.6,-158.4,-147.6,-158.4,-147.6,1.00016E-10,9.99876E-11
908,a-154.8x-147.6,-154.8,-147.6,-154.8,-147.6,1.00016E-10,9.99876E-11
909,a-151.2x-147.6,-151.2,-147.6,-151.2,-147.6,9.99876E-11,9.99876E-11
910,a-147.6x-147.6,-147.6,-147.6,-147.6,-147.6,9.99876E-11,9.99876E-11
911,a-144x-147.6,-144,-147.6,-144,-147.6,9.99876E-11,9.99876E-11
912,a-140.4x-147.6,-140.4,-147.6,-140.4,-147.6,1.00016E-10,9.99876E-11
913,a-136.8x-147.6,-136.8,-147.6,-136.8,-147.6,1.00016E-10,9.99876E-11
914,a-133.2x-147.6,-133.2,-147.6,-133.2,-147.6,9.99876E-11,9.99876E-11
915,a-129.6x-147.6,-129.6,-147.6,-129.6,-147.6,9.99876E-11,9.99876E-11
916,a-126x-147.6,-126,-147.6,-126,-147.6,1.00002E-10,9.99876E-11
917,a-122.4x-147.6,-122.4,-147.6,-122.4,-147.6,1.00002E-10,9.99876E-11
918,a-118.8x-147.6,-118.8,-147.6,-118.8,-147.6,1.00002E-10,9.99876E-11
919,a-115.2x-147.6,-115.2,-147.6,-115.2,-147.6,1.00002E-10,9.99876E-11
920,a-111.6x-147.6,-111.6,-147.6,-111.6,-147.6,9.99876E-11,9.99876E-11
921,a-108x-147.6,-108,-147.6,-108,-147.6,1.00002E-10,9.99876E-11
922,a-104.4x-147.6,-104.4,-147.6,-104.4,-147.6,1.00002E-10,9.99876E-11
923,a-100.8x-147.6,-100.8,-147.6,-100.8,-147.6,1.00002E-10,9.99876E-11
924,a-97.2x-147.6,-97.2,-147.6,-97.2,-147.6,1.00002E-10,9.99876E-11
925,a-93.6x-147.6,-93.6,-147.6,-93.6,-147.6,9.99876E-11,9.99876E-11
926,a-90x-147.6,-90,-147.6,-90,-147.6,1.00002E-10,9.99876E-11
927,a-86.4x-147.6,-86.4,-147.6,-86.4,-147.6,1.00002E-10,9.99876E-11
928,a-82.8x-147.6,-82.8,-147.6,-82.8,-147.6,1.00002E-10,9.99876E-11
929,a-79.2x-147.6,-79.2,-147.6,-79.2,-147.6,1.00002E-10,9.99876E-11
930,a-75.6x-147.6,-75.6,-147.6,-75.6,-147.6,9.99876E-11,9.99876E-11
931,a-72x-147.6,-72,-147.6,-72,-147.6,1.00002E-10,9.99876E-11
932,a-68.4x-147.6,-68.4,-147.6,-68.4,-147.6,1.00002E-10,9.99876E-11
933,a-64.8x-147.6,-64.8,-147.6,-64.8,-147.6,1.00002E-10,9.99876E-11
934,a-61.2x-147.6,-61.2,-147.6,-61.2,-147.6,1.00002E-10,9.99876E-11
935,a-57.6x-147.6,-57.6,-147.6,-57.6,-147.6,1.00002E-10,9.99876E-11
936,a-54x-147.6,-54,-147.6,-54,-147.6,1.00002E-10,9.99876E-11
937,a-50.4x-147.6,-50.4,-147.6,-50.4,-147.6,1.00002E-10,9.99876E-11
938,a-46.8x-147.6,-46.8,-147.6,-46.8,-147.6,9.99947E-11,9.99876E-11
939,a-43.2x-147.6,-43.2,-147.6,-43.2,-147.6,1.00002E-10,9.99876E-11
940,a-39.6x-147.6,-39.6,-147.6,-39.6,-147.6,1.00002E-10,9.99876E-11
941,a-36x-147.6,-36,-147.6,-36,-147.6,1.00002E-10,9.99876E-11
942,a-32.4x-147.6,-32.4,-147.6,-32.4,-147.6,1.00002E-10,9.99876E-11
943,a-28.8x-147.6,-28.8,-147.6,-28.8,-147.6,1.00002E-10,9.99876E-11
944,a-25.2x-147.6,-25.2,-147.6,-25.2,-147.6,9.99982E-11,9.99876E-11
945,a-21.6x-147.6,-21.6,-147.6,-21.6,-147.6,1.00002E-10,9.99876E-11
946,a-18x-147.6,-18,-147.6,-18,-147.6,9.99982E-11,9.99876E-11
947,a-14.4x-147.6,-14.4,-147.6,-14.4,-147.6,1E-10,9.99876E-11
948,a-10.8x-147.6,-10.8,-147.6,-10.8,-147.6,1E-10,9.99876E-11
949,a-7.2x-147.6,-7.2,-147.6,-7.2,-147.6,1E-10,9.99876E-11
950,a-3.6x-147.6,-3.6,-147.6,-3.6,-147.6,9.99703E-11,9.99876E-11
951,a0x-147.6,9.9988E-11,-147.6,0,-147.6,9.9988E-11,9.99876E-11
952,a3.6x-147.6,3.6,-147.6,3.6,-147.6,9.99498E-11,9.99876E-11
953,a7.2x-147.6,7.2,-147.6,7.2,-147.6,9.99698E-11,9.99876E-11
954,a10.8x-147.6,10.8,-147.6,10.8,-147.6,9.98988E-11,9.99876E-11
955,a14.4x-147.6,14.4,-147.6,14.4,-147.6,9.99005E-11,9.99876E-11
956,a18x-147.6,18,-147.6,18,-147.6,9.98988E-11,9.99876E-11
957,a21.6x-147.6,21.6,-147.6,21.6,-147.6,9.98988E-11,9.99876E-11
958,a25.2x-147.6,25.2,-147.6,25.2,-147.6,9.99023E-11,9.99876E-11
959,a28.8x-147.6,28.8,-147.6,28.8,-147.6,9.98988E-11,9.99876E-11
960,a32.4x-147.6,32.4,-147.6,32.4,-147.6,9.99023E-11,9.99876E-11
961,a36x-147.6,36,-147.6,36,-147.6,9.99023E-11,9.99876E-11
962,a39.6x-147.6,39.6,-147.6,39.6,-147.6,9.98952E-11,9.99876E-11
963,a43.2x-147.6,43.2,-147.6,43.2,-147.6,9.98952E-11,9.99876E-11
964,a46.8x-147.6,46.8,-147.6,46.8,-147.6,9.99023E-11,9.99876E-11
965,a50.4x-147.6,50.4,-147.6,50.4,-147.6,9.99023E-11,9.99876E-11
966,a54x-147.6,54,-147.6,54,-147.6,9.99023E-11,9.99876E-11
967,a57.6x-147.6,57.6,-147.6,57.6,-147.6,9.98952E-11,9.99876E-11
968,a61.2x-147.6,61.2,-147.6,61.2,-147.6,9.98952E-11,9.99876E-11
969,a64.8x-147.6,64.8,-147.6,64.8,-147.6,9.99023E-11,9.99876E-11
970,a68.4x-147.6,68.4,-147.6,68.4,-147.6,9.98881E-11,9.99876E-11
971,a72x-147.6,72,-147.6,72,-147.6,9.99023E-11,9.99876E-11
972,a75.6x-147.6,75.6,-147.6,75.6,-147.6,9.99023E-11,9.99876E-11
973,a79.2x-147.6,79.2,-147.6,79.2,-147.6,9.99023E-11,9.99876E-11
974,a82.8x-147.6,82.8,-147.6,82.8,-147.6,9.99023E-11,9.99876E-11
975,a86.4x-147.6,86.4,-147.6,86.4,-147.6,9.98881E-11,9.99876E-11
976,a90x-147.6,90,-147.6,90,-147.6,9.99023E-11,9.99876E-11
977,a93.6x-147.6,93.6,-147.6,93.6,-147.6,1.00002E-10,9.99876E-11
978,a97.2x-147.6,97.2,-147.6,97.2,-147.6,9.99023E-11,9.99876E-11
979,a100.8x-147.6,100.8,-147.6,100.8,-147.6,1.00002E-10,9.99876E-11
980,a104.4x-147.6,104.4,-147.6,104.4,-147.6,9.89928E-11,9.99876E-11
981,a108x-147.6,108,-147.6,108,-147.6,9.9007E-11,9.99876E-11
982,a111.6x-147.6,111.6,-147.6,111.6,-147.6,1.00002E-10,9.99876E-11
983,a115.2x-147.6,115.2,-147.6,115.2,-147.6,9.89928E-11,9.99876E-11
984,a118.8x-147.6,118.8,-147.6,118.8,-147.6,1.00002E-10,9.99876E-11
985,a122.4x-147.6,122.4,-147.6,122.4,-147.6,9.99876E-11,9.99876E-11
986,a126x-147.6,126,-147.6,126,-147.6,9.9007E-11,9.99876E-11
987,a129.6x-147.6,129.6,-147.6,129.6,-147.6,9.89928E-11,9.99876E-11
988,a133.2x-147.6,133.2,-147.6,133.2,-147.6,9.90212E-11,9.99876E-11
989,a136.8x-147.6,136.8,-147.6,136.8,-147.6,9.99876E-11,9.99876E-11
990,a140.4x-147.6,140.4,-147.6,140.4,-147.6,9.99876E-11,9.99876E-11
991,a144x-147.6,144,-147.6,144,-147.6,9.99876E-11,9.99876E-11
992,a147.6x-147.6,147.6,-147.6,147.6,-147.6,9.89928E-11,9.99876E-11
993,a151.2x-147.6,151.2,-147.6,151.2,-147.6,9.90212E-11,9.99876E-11
994,a154.8x-147.6,154.8,-147.6,154.8,-147.6,9.99876E-11,9.99876E-11
995,a158.4x-147.6,158.4,-147.6,158.4,-147.6,9.99876E-11,9.99876E-11
996,a162x-147.6,162,-147.6,162,-147.6,9.99876E-11,9.99876E-11
997,a165.6x-147.6,165.6,-147.6,165.6,-147.6,9.89928E-11,9.99876E-11
998,a169.2x-147.6,169.2,-147.6,169.2,-147.6,9.90212E-11,9.99876E-11
999,a172.8x-147.6,172.8,-147.6,172.8,-147.6,9.99876E-11,9.99876E-11
1000,a176.4x-147.6,176.4,-147.6,176.4,-147.6,9.99876E-11,9.99876E-11
1001,a-180x-144,-180,-144,-180,-144,9.99876E-11,9.99876E-11
1002,a-176.4x-144,-176.4,-144,-176.4,-144,1.00016E-10,9.99876E-11
1003,a-172.8x-144,-172.8,-144,-172.8,-144,1.00016E-10,9.99876E-11
1004,a-169.2x-144,-169.2,-144,-169.2,-144,9.99876E-11,9.99876E-11
1005,a-165.6x-144,-165.6,-144,-165.6,-144,9.99876E-11,9.99876E-11
1006,a-162x-144,-162,-144,-162,-144,9.99876E-11,9.99876E-11
1007,a-158.4x-144,-158.4,-144,-158.4,-144,1.00016E-10,9.99876E-11
1008,a-154.8x-144,-154.8,-144,-154.8,-144,1.00016E-10,9.99876E-11
1009,a-151.2x-144,-151.2,-144,-151.2,-144,9.99876E-11,9.99876E-11
1010,a-147.6x-144,-147.6,-144,-147.6,-144,9.99876E-11,9.99876E-11
1011,a-144x-144,-144,-144,-144,-144,9.99876E-11,9.99876E-11
1012,a-140.4x-144,-140.4,-144,-140.4,-144,1.00016E-10,9.99876E-11
1013,a-136.8x-144,-136.8,-144,-136.8,-144,1.00016E-10,9.99876E-11
1014,a-133.2x-144,-133.2,-144,-133.2,-144,9.99876E-11,9.99876E-11
1015,a-129.6x-144,-129.6,-144,-129.6,-144,9.99876E-11,9.99876E-11
1016,a-126x-144,-126,-144,-126,-144,1.00002E-10,9.99876E-11
1017,a-122.4x-144,-122.4,-144,-122.4,-144,1.00002E-10,9.99876E-11
1018,a-118.8x-144,-118.8,-144,-118.8,-144,1.00002E-10,9.99876E-11
1019,a-115.2x-144,-115.2,-144,-115.2,-144,1.00002E-10,9.99876E-11
1020,a-111.6x-144,-111.6,-144,-111.6,-144,9.99876E-11,9.99876E-11
1021,a-108x-144,-108,-144,-108,-144,1.00002E-10,9.99876E-11
1022,a-104.4x-144,-104.4,-144,-104.4,-144,1.00002E-10,9.99876E-11
1023,a-100.8x-144,-100.8,-144,-100.8,-144,1.00002E-10,9.99876E-11
1024,a-97.2x-144,-97.2,-144,-97.2,-144,1.00002E-10,9.99876E-11
1025,a-93.6x-144,-93.6,-144,-93.6,-144,9.99876E-11,9.99876E-11
1026,a-90x-144,-90,-144,-90,-144,1.00002E-10,9.99876E-11
1027,a-86.4x-144,-86.4,-144,-86.4,-144,1.00002E-10,9.99876E-11
1028,a-82.8x-144,-82.8,-144,-82.8,-144,1.00002E-10,9.99876E-11
1029,a-79.2x-144,-79.2,-144,-79.2,-144,1.00002E-10,9.99876E-11
1030,a-75.6x-144,-75.6,-144,-75.6,-144,9.99876E-11,9.99876E-11
1031,a-72x-144,-72,-144,-72,-144,1.00002E-10,9.99876E-11
1032,a-68.4x-144,-68.4,-144,-68.4,-144,1.00002E-10,9.99876E-11
1033,a-64.8x-144,-64.8,-144,-64.8,-144,1.00002E-10,9.99876E-11
1034,a-61.2x-144,-61.2,-144,-61.2,-144,1.00002E-10,9.99876E-11
1035,a-57.6x-144,-57.6,-144,-57.6,-144,1.00002E-10,9.99876E-11
1036,a-54x-144,-54,-144,-54,-144,1.00002E-10,9.99876E-11
1037,a-50.4x-144,-50.4,-144,-50.4,-144,1.00002E-10,9.99876E-11
1038,a-46.8x-144,-46.8,-144,-46.8,-144,9.99947E-11,9.99876E-11
1039,a-43.2x-144,-43.2,-144,-43.2,-144,1.00002E-10,9.99876E-11
1040,a-39.6x-144,-39.6,-144,-39.6,-144,1.00002E-10,9.99876E-11
1041,a-36x-144,-36,-144,-36,-144,1.00002E-10,9.99876E-11
1042,a-32.4x-144,-32.4,-144,-32.4,-144,1.00002E-10,9.99876E-11
1043,a-28.8x-144,-28.8,-144,-28.8,-144,1.00002E-10,9.99876E-11
1044,a-25.2x-144,-25.2,-144,-25.2,-144,9.99982E-11,9.99876E-11
1045,a-21.6x-144,-21.6,-144,-21.6,-144,1.00002E-10,9.99876E-11
1046,a-18x-144,-18,-144,-18,-144,9.99982E-11,9.99876E-11
1047,a-14.4x-144,-14.4,-144,-14.4,-144,1E-10,9.99876E-11
1048,a-10.8x-144,-10.8,-144,-10.8,-144,1E-10,9.99876E-11
1049,a-7.2x-144,-7.2,-144,-7.2,-144,1E-10,9.99876E-11
1050,a-3.6x-144,-3.6,-144,-3.6,-144,9.99703E-11,9.99876E-11
1051,a0x-144,9.9988E-11,-144,0,-144,9.9988E-11,9.99876E-11
1052,a3.6x-144,3.6,-144,3.6,-144,9.99498E-11,9.99876E-11
1053,a7.2x-144,7.2,-144,7.2,-144,9.99698E-11,9.99876E-11
1054,a10.8x-144,10.8,-144,10.8,-144,9.98988E-11,9.99876E-11
1055,a14.4x-144,14.4,-144,14.4,-144,9.99005E-11,9.99876E-11
1056,a18x-144,18,-144,18,-144,9.98988E-11,9.99876E-11
1057,a21.6x-144,21.6,-144,21.6,-144,9.98988E-11,9.99876E-11
1058,a25.2x-144,25.2,-144,25.2,-144,9.99023E-11,9.99876E-11
1059,a28.8x-144,28.8,-144,28.8,-144,9.98988E-11,9.99876E-11
1060,a32.4x-144,32.4,-144,32.4,-144,9.99023E-11,9.99876E-11
1061,a36x-144,36,-144,36,-144,9.99023E-11,9.99876E-11
1062,a39.6x-144,39.6,-144,39.6,-144,9.98952E-11,9.99876E-11
1063,a43.2x-144,43.2,-144,43.2,-144,9.98952E-11,9.99876E-11
1064,a46.8x-144,46.8,-144,46.8,-144,9.99023E-11,9.99876E-11
1065,a50.4x-144,50.4,-144,50.4,-144,9.99023E-11,9.99876E-11
1066,a54x-144,54,-144,54,-144,9.99023E-11,9.99876E-11
1067,a57.6x-144,57.6,-144,57.6,-144,9.98952E-11,9.99876E-11
1068,a61.2x-144,61.2,-144,61.2,-144,9.98952E-11,9.99876E-11
1069,a64.8x-144,64.8,-144,64.8,-144,9.99023E-11,9.99876E-11
1070,a68.4x-144,68.4,-144,68.4,-144,9.98881E-11,9.99876E-11
1071,a72x-144,72,-144,72,-144,9.99023E-11,9.99876E-11
1072,a75.6x-144,75.6,-144,75.6,-144,9.99023E-11,9.99876E-11
1073,a79.2x-144,79.2,-144,79.2,-144,9.99023E-11,9.99876E-11
1074,a82.8x-144,82.8,-144,82.8,-144,9.99023E-11,9.99876E-11
1075,a86.4x-144,86.4,-144,86.4,-144,9.98881E-11,9.99876E-11
1076,a90x-144,90,-144,90,-144,9.99023E-11,9.99876E-11
1077,a93.6x-144,93.6,-144,93.6,-144,1.00002E-10,9.99876E-11
1078,a97.2x-144,97.2,-144,97.2,-144,9.99023E-11,9.99876E-11
1079,a100.8x-144,100.8,-144,100.8,-144,1.00002E-10,9.99876E-11
1080,a104.4x-144,104.4,-144,104.4,-144,9.89928E-11,9.99876E-11
1081,a108x-144,108,-144,108,-144,9.9007E-11,9.99876E-11
